gene	zscore	p_value_neg
NUDT9	0.596395963	0.346530241
GTF2F1	0.59632729	0.299142143
NUCKS1	0.596121469	0.055936205
ABL2	0.595740021	0.335980047
GTSCR1	0.595678885	0.232263642
TLE6	0.595542509	0.12150667
ZNF623	0.595463753	0.382792237
ZMYM4	0.593964486	0.294559538
BAZ2A	0.593584572	0.465235713
SPAG16	0.593365403	0.204021749
BAALC	0.59330285	0.253717053
RPAP2	0.593269917	0.662215075
PAX7	0.592985219	0.10163885
COX5B	0.592226834	0.641543097
TFIP11	0.591790349	0.333899562
SIRT4	0.591516325	0.323497849
SMIM13	0.591444246	0.326013031
IRS1	0.591386411	0.255687754
MAL	0.591275516	0.140850791
DOK4	0.590985654	0.201448393
SPO11	0.589955493	0.041987258
ILK	0.58962947	0.214438068
SLC22A17	0.58924216	0.42597044
PURG	0.589048877	0.575617471
EFNB3	0.588919539	0.226647087
RHOA	0.588862685	0.106763195
OBP2B	0.588778689	0.158946812
PPAP2A	0.588708111	0.657556733
TADA1	0.587809995	0.192659291
TCF24	0.587674406	0.411055108
ZSWIM7	0.587523807	0.327252845
SETDB2	0.587404199	0.325507592
SOX14	0.587234771	0.014704739
NAA20	0.587130009	0.130590039
TCF7	0.587010116	0.684494086
CHMP4C	0.586746207	0.330859755
MTRNR2L1	0.58643099	0.248946754
C20orf85	0.58642349	0.165603618
MTMR12	0.586417183	0.323521617
PEX5	0.58625708	0.195709373
CHST10	0.586130849	0.400689691
SQLE	0.584911842	0.657548101
AVPI1	0.583698335	0.277101704
OTUD5	0.583594672	0.237458113
CC2D2A	0.583572301	0.11868335
MAP1B	0.58348231	0.086335294
RNF39	0.583181626	0.469905519
COL15A1	0.583078572	0.040341934
C15orf39	0.583061086	0.012298875
UST	0.582973119	0.145084667
TCTN1	0.582448072	0.185230205
ZNF460	0.58239634	0.084405721
ARF1	0.582192989	0.896120492
SHOX	0.58218248	0.485315308
COL4A4	0.581964335	0.379896321
CARD10	0.58187447	0.165394937
MLLT3	0.581201799	0.236823792
ATRAID	0.581168755	0.148487811
FCHSD1	0.58107246	0.464078616
REEP1	0.580565352	0.055663383
HJURP	0.580563564	0.631366082
ANGPTL7	0.580302709	0.016311847
UBE2Q2L	0.580242078	0.472840899
MLLT1	0.580235513	0.105428702
FGFBP3	0.579923408	0.28926006
FBXW12	0.579625529	0.175257004
RIMS4	0.579436039	0.557570468
IKZF2	0.579099335	0.056422152
RABL2B	0.579055386	0.150307168
RABGGTB	0.578312058	0.099511836
IFT140	0.57822875	0.238107179
KIAA1429	0.578167213	0.173254536
TIMM50	0.57780717	0.077257422
HDDC3	0.577710337	0.089679196
XBP1	0.577292256	0.093063315
CNOT10	0.577097286	0.398014988
SLC7A2	0.576908202	0.236261915
CISD3	0.57681237	0.317416386
MYD88	0.575977874	0.029474024
USP17L18	0.575577294	0.339161863
CHMP3	0.575494273	0.274511695
POM121	0.575171718	0.036944849
BCL2L1	0.574723351	0.775268404
COLCA1	0.574602934	0.124728111
GNG5	0.574582536	0.044519712
TEX33	0.574223853	0.187604408
ZNF230	0.574209708	0.156340232
PDIA5	0.573778374	0.359043157
IQCJ-SCHIP1	0.573726029	0.295912911
EBI3	0.573524062	0.20368123
DIXDC1	0.573437403	0.232124016
HMCES	0.57330141	0.340166426
GET4	0.572946023	0.206997651
CYP27A1	0.572394716	0.076970671
HSPA12B	0.572345822	0.299888909
GPD1	0.572229947	0.368693758
MT3	0.572134083	0.096166086
RTEL1	0.572130829	0.310421252
RCL1	0.572002536	0.59973878
CEP128	0.572000683	0.284901602
ZC3H15	0.570970611	0.290927553
XIRP1	0.570168481	0.035128736
KANK4	0.569769649	0.509352413
CALML6	0.569588763	0.196746212
DUSP4	0.56950452	0.412389022
FMNL2	0.569499633	0.322519915
TAF6L	0.569219217	0.115396135
MFSD3	0.569215865	0.382048114
RPL36A-HNRNPH2	0.569176903	0.738966307
PFN3	0.569099364	0.150116114
ADGRB2	0.568738214	0.564488412
OR7E24	0.568441832	0.334731385
PHOSPHO1	0.56799868	0.502763488
GPN1	0.56762761	0.432599082
CT47A3	0.567577447	0.252304009
COLQ	0.567577072	0.233154203
TMEM183A	0.567559464	0.079026464
DYTN	0.567512842	0.324576242
TRIM38	0.567503792	0.301800891
ANAPC5	0.56733082	0.810170434
COPB2	0.567296276	0.165494387
USP25	0.567241438	0.286448148
NPAT	0.56691371	0.312764289
ITIH2	0.566901811	0.339578951
SPAG11B	0.566865569	0.350200471
KRCC1	0.566690526	0.535421154
PGK1	0.566551441	0.210535915
PURA	0.566082238	0.282190758
SOX13	0.565774678	0.104781968
CSGALNACT2	0.56551257	0.255121459
LRRC73	0.565430489	0.565519743
NFKBIB	0.565192422	0.457267781
WNK4	0.564534954	0.084476006
MMS19	0.564065099	0.271875883
TGFBR1	0.563982971	0.024878861
H3F3C	0.563714513	0.243584792
SRC	0.563368137	0.084797139
EPS8	0.563150465	0.631281421
CBX7	0.563086629	0.399904329
GPR182	0.562771625	0.24347122
C16orf59	0.562752944	0.266710737
PITPNB	0.562695254	0.326074322
SLC39A9	0.562662268	0.06057011
EZH2	0.562095936	0.414045999
MGAT4D	0.562087854	0.138247019
PABPN1L	0.561940212	0.247527885
GMPPB	0.561800882	0.316529189
OR10A5	0.56124959	0.205868177
C11orf44	0.5611492	0.008345884
ACTR3	0.561026309	0.232817704
SPATA33	0.560985945	0.475750122
TESC	0.560934585	0.368973044
TAF1B	0.560855681	0.322422401
OPALIN	0.560700682	0.22560303
PHF8	0.560554247	0.205331586
PTPRN2	0.560402623	0.233149503
SALL2	0.560146821	0.047768411
PHF1	0.560028599	0.441700517
NIPSNAP3B	0.559751529	0.277536861
FDX1	0.559603446	0.206500123
SLC7A1	0.559510999	0.090182774
DEFB1	0.559101539	0.236388349
ZNF705G	0.558782076	0.146771903
EMC1	0.558689654	0.062179865
FOXB1	0.558671112	0.048401138
LGALS9B	0.558510986	0.389241434
SOCS1	0.558416531	0.321157864
KIAA0754	0.558357767	0.240561519
POLR2B	0.558032753	0.592072606
TAF11	0.557654673	0.076266526
SMARCC1	0.557501281	0.060730955
NPIPB5	0.557302747	0.421904348
SLC18B1	0.557076902	0.082277255
RBMY1D	0.556770923	0.341455357
PPA1	0.556766551	0.66767466
PXMP2	0.556759242	0.050725642
KRT25	0.556479523	0.074404773
NAA60	0.556363851	0.35209718
PCNP	0.556049672	0.441434653
STRC	0.555802916	0.19727787
CCND1	0.555780427	0.110719314
PMF1-BGLAP	0.555718385	0.280192575
PLEKHO2	0.555604243	0.20644362
MYH7B	0.555511895	0.399797236
FAM3D	0.55531068	0.05746477
SLC2A8	0.55527738	0.493609493
MYBPH	0.554959951	0.346578213
AQP9	0.554886134	0.139364599
JUNB	0.554862894	0.185389418
CAMSAP3	0.554592335	0.837838837
C2orf27B	0.554377374	0.863232233
METTL6	0.553753205	0.316394587
ZSCAN10	0.55368121	0.217121675
NTHL1	0.553503015	0.192575216
GINS1	0.553335529	0.728082397
CUL5	0.552662738	0.168216382
ANP32A	0.552435566	0.0930699
RGL4	0.552267109	0.135529637
COL1A1	0.552253273	0.255675878
OPA3	0.552119202	0.332166709
NXPH2	0.551815834	0.521550472
ECHDC1	0.551618902	0.255609296
ASPM	0.551445831	0.361441568
DTYMK	0.551190415	0.162706078
SMKR1	0.550787704	0.153577679
CHD1L	0.550529	0.25072496
PGGT1B	0.550380988	0.443160423
ANP32B	0.550248745	0.379076681
APOBEC1	0.550229649	0.463038875
DHRS7B	0.549798932	0.33760306
OR7D4	0.549472404	0.166323679
SENP2	0.549032533	0.469428236
TMEM52B	0.548998019	0.270771969
SEMA3A	0.548943755	0.043012431
LMOD1	0.548885195	0.254566506
TRNAU1AP	0.548566912	0.814224704
BCL7A	0.548415093	0.485616905
EXT1	0.548076828	0.624442021
TMEM179B	0.548060992	0.298871102
CFB	0.547948317	0.555494432
GCNT4	0.54789987	0.275907731
DET1	0.547872039	0.141070659
CALCOCO2	0.547733472	0.32824319
KIFC3	0.547496732	0.384016901
ZSWIM2	0.547284475	0.366150299
WDHD1	0.546920917	0.571081462
TICAM1	0.546757248	0.291360234
GPSM2	0.546639734	0.378826253
SNRPD3	0.546528332	0.709222597
ZNF12	0.54651911	0.256162546
PSMD12	0.546455368	0.45088777
NCOA3	0.546361056	0.259128958
C20orf195	0.546159152	0.339614456
MGAT4B	0.546138373	0.319213392
VRK1	0.545817981	0.201288108
RSPH6A	0.545481617	0.542818239
C11orf84	0.545378646	0.172428744
LSM7	0.545148407	0.822212787
RPS27A	0.544744454	0.753790184
RIOK1	0.544247381	0.75331589
HLA-DQB2	0.54404228	0.24735285
RAB8B	0.54311616	0.16935345
ARHGAP23	0.543008486	0.382162635
VTA1	0.542507412	0.640220312
CTSS	0.541860383	0.376991938
ZMYM2	0.541769396	0.140669986
PCDHGC4	0.541696774	0.328415048
FABP9	0.541626471	0.485850638
USP38	0.541290739	0.436607298
FES	0.54107492	0.427787613
FOXRED1	0.540940126	0.48267469
DUSP9	0.540874072	0.116395657
ZNF628	0.540548967	0.321860257
DDOST	0.54052577	0.329939069
HLA-DOB	0.540471693	0.368151305
ARHGEF40	0.540461236	0.408936394
SLC25A3	0.539996443	0.302944779
FBXO6	0.539734308	0.408097482
NDUFB1	0.53972799	0.311529944
ADAT3	0.539560156	0.43964028
PRRC2B	0.539476619	0.209230833
GLE1	0.539297055	0.428274002
CAND1	0.539234169	0.284978357
HES7	0.539102814	0.630743286
CDC14A	0.53905269	0.080728794
WFDC5	0.539021105	0.100455826
FHDC1	0.538948838	0.28454807
NUAK1	0.538563674	0.128828165
SLC31A2	0.538220422	0.434921728
GMEB1	0.53804366	0.557364848
MVK	0.537925105	0.249523917
RIC8A	0.537283035	0.405898722
PKNOX1	0.536408966	0.305125005
ZNF528	0.536197485	0.11986506
ESF1	0.536114614	0.835431663
ATAD3C	0.535966338	0.515658795
POTEB	0.535577213	0.3966768
ZFP69	0.535471047	0.421683394
GATAD2A	0.534992638	0.241921516
PEX1	0.53499169	0.350534735
ABRACL	0.534676469	0.155234979
ICT1	0.534556153	0.507634864
ACTRT3	0.534467353	0.283887657
ALDH1A3	0.534253735	0.23865022
KIAA1614	0.534201616	0.55468897
DMWD	0.534104995	0.245110447
KAT5	0.534075624	0.395235912
PPP1R15A	0.534072403	0.537868552
PDSS2	0.533883798	0.569968261
BRINP2	0.533825969	0.238366603
MMP14	0.53321703	0.402122678
RAD50	0.532778756	0.355435313
SS18	0.532502501	0.043743293
LOC441155	0.53249164	0.620402991
P2RY13	0.532267274	0.435234012
REV3L	0.532249736	0.286283952
NUDCD3	0.532149561	0.215062374
C10orf111	0.531745451	0.403596193
PEX14	0.531730713	0.116807707
SYT12	0.531392606	0.049727948
GADL1	0.531222716	0.133364443
C10orf142	0.531008745	0.526240617
EXOSC7	0.531001112	0.626877291
IL24	0.530963444	0.35390095
SQRDL	0.530562634	0.301618645
C11orf87	0.530458787	0.1471572
WI2-2373I1.2	0.530376868	0.170772256
ANKRD18B	0.530274903	0.165199033
RHOT2	0.529932672	0.245616763
MAPK11	0.529511897	0.42269208
KRT80	0.529343857	0.2910534
INTS3	0.529282305	0.521549153
MED13L	0.529271434	0.074070827
ARHGAP32	0.529231346	0.539743135
DEFB107B	0.529063178	0.352478494
HDX	0.528484407	0.045926743
DEPTOR	0.528403866	0.080908122
RASD1	0.528177611	0.461865333
KANK1	0.527613249	0.261013071
ATRN	0.527498851	0.396761789
UBR4	0.527471552	0.626480191
PSMD2	0.527004911	0.475879755
CENPBD1	0.526984973	0.83097035
SLN	0.526809543	0.269121798
MRGPRD	0.526766593	0.013303511
NPIPA1	0.526363979	0.577768025
FCRL2	0.52636012	0.177937491
BYSL	0.526110847	0.394608285
FCHO2	0.525524438	0.201685888
NDUFB5	0.525429154	0.559155885
GPI	0.525422051	0.332592376
UTP11L	0.5247228	0.355911952
CBX8	0.524568894	0.403529295
CLOCK	0.524185079	0.376751043
PSMB4	0.523928421	0.88572615
RNF224	0.523866296	0.517030925
WAPAL	0.523700567	0.530446497
LBP	0.523540574	0.240683928
IPO5	0.523337631	0.15309067
ABCB1	0.523329214	0.391338076
ZNF708	0.523277301	0.721240443
B4GALT1	0.523104125	0.312578423
SMIM18	0.522731257	0.406880277
MAP3K14	0.522480017	0.142790089
MBTPS2	0.522478731	0.452159631
NDUFC1	0.522434325	0.689307123
FGF8	0.522326939	0.113340688
TMEM208	0.522321975	0.454297559
CD93	0.522088019	0.299877474
TMEM191C	0.521963743	0.250673111
NUPL1	0.521822607	0.641991954
LRTOMT	0.521820558	0.25020393
KRTAP2-4	0.521588386	0.186182983
GFM1	0.521433002	0.442826537
RAN	0.521409566	0.677064369
CD4	0.521367679	0.333041956
DDN	0.521106028	0.040402789
PEX16	0.521037842	0.419184351
KRTAP10-6	0.520976156	0.266997329
NPM3	0.520862185	0.131279514
EPDR1	0.520743138	0.070906877
ZNF16	0.520540899	0.382675044
KRT31	0.519812811	0.104192124
PDIA6	0.51974829	0.320377694
TMEM89	0.519727232	0.355687128
LOC388282	0.519516007	0.405462945
PLA2G2A	0.519337363	0.216610989
DNAJC2	0.5193336	0.179369004
STK35	0.519242963	0.174799325
CCNG1	0.519017076	0.523325879
BMPR1B	0.51897769	0.080135413
GTF3C1	0.518911982	0.352622758
RXRA	0.518239898	0.112622717
SASH1	0.517931815	0.53873405
PLSCR2	0.517702639	0.100663359
AGO1	0.517690153	0.208255814
ARL5A	0.517583275	0.276495318
CDHR4	0.517548154	0.209623045
RYR2	0.517505367	0.329378858
PCDH18	0.517102241	0.224942737
PLA2G12B	0.5167385	0.553764139
TRIM71	0.516568856	0.283435466
ENAH	0.516102421	0.412209157
CCL8	0.515930204	0.264939241
SMARCAD1	0.515775214	0.168808311
SLC39A10	0.515617196	0.584970656
CNIH4	0.515326571	0.277732517
YRDC	0.515212086	0.28223685
GCC1	0.51494392	0.282474949
ARSI	0.514720207	0.619313601
CASC4	0.514542962	0.248238106
ELOVL6	0.514429268	0.311951723
MSANTD4	0.514384943	0.140914043
CPO	0.513699535	0.122763608
CT45A6	0.513680626	0.124112828
CARD8	0.513509979	0.361419127
USP40	0.512971927	0.652276619
CGN	0.512707901	0.280295759
MAP3K12	0.512521349	0.3670613
TNF	0.512520768	0.347553595
OR10Z1	0.511248529	0.161786743
DCUN1D1	0.510682176	0.465938247
PDCD1	0.510602839	0.296178627
PCID2	0.510408136	0.450663037
ADAMTSL3	0.510240901	0.608563255
BUB1B	0.510206715	0.251487667
TAGLN2	0.510147565	0.519859862
SH3RF2	0.51012819	0.277664286
KDM5C	0.510086389	0.296698731
FAH	0.510075006	0.652871398
ADAM20	0.510037534	0.061532755
CCDC3	0.510034648	0.44331302
TOR3A	0.5099961	0.510700067
HNRNPUL2	0.509257514	0.119732871
BTN2A1	0.509200665	0.275518402
DCAF6	0.5091382	0.341666351
ANKRD55	0.509091922	0.256131546
SGMS2	0.509009951	0.636714989
VMA21	0.508906374	0.286950459
ME2	0.508781836	0.190291349
GIGYF2	0.508411346	0.34301774
FAM72A	0.508346655	0.442093614
BCAN	0.508310961	0.429432505
CDC42EP2	0.508236792	0.19235477
POLN	0.508119232	0.318452939
ARRB1	0.508094938	0.138249257
ATP5E	0.507913459	0.762148566
SPEN	0.507678089	0.41404644
CSNK2A2	0.507628802	0.088839074
SMCR8	0.507469252	0.193421727
IRS2	0.50731369	0.624501487
NLGN2	0.507226663	0.225873043
TPP2	0.507226354	0.261899573
TIA1	0.506492822	0.151482034
TRPS1	0.5063479	0.317224683
KCNJ14	0.506124854	0.250306714
ZNF883	0.506038858	0.211135394
KMT2B	0.505839929	0.266859552
NUTF2	0.505669333	0.655899016
NAA25	0.505540612	0.592775823
ZC3H18	0.504779446	0.217809126
PIH1D2	0.504746151	0.566133802
MOSPD2	0.504430575	0.091647129
TDP1	0.504426454	0.191458386
EWSR1	0.504332909	0.318106212
SOX4	0.504075899	0.084722959
MCF2L2	0.503690025	0.411204782
MYO9B	0.50365066	0.525975938
C12orf56	0.50352322	0.400905479
KARS	0.503442246	0.377135215
THRB	0.503404069	0.300387858
TPGS2	0.502991621	0.253749982
OCM2	0.502982338	0.401577699
PSG7	0.50266217	0.348059598
OR5AR1	0.502568858	0.430551563
SCARF1	0.502298958	0.177192463
OR11H2	0.502295821	0.206402357
POU3F2	0.502149239	0.155355629
BATF	0.502100005	0.487548339
SRP68	0.502061341	0.671419154
PNKD	0.50193312	0.344328942
MYF5	0.501315775	0.159332855
PNOC	0.500832857	0.203594748
DNMT1	0.500802828	0.643556991
DLD	0.500585415	0.105000539
CYP11B2	0.500362702	0.332742749
CTNNBIP1	0.500106485	0.153681586
ZBTB48	0.499980093	0.033692623
FOXD4L3	0.499917591	0.401960246
B3GALT4	0.499863261	0.20065264
CHKB	0.499842008	0.378896314
PPP2R1B	0.499748719	0.377585524
TVP23C-CDRT4	0.499491952	0.388986848
ADCYAP1	0.499491029	0.142787653
PTPRH	0.499456872	0.465138015
ALG14	0.499260992	0.474261176
GLDN	0.499047129	0.103401419
CREG1	0.498988159	0.173932084
C6orf222	0.49865987	0.269957923
RPS26	0.49842792	0.685679122
PGAP2	0.498274833	0.090742475
SLC17A5	0.498247225	0.310372837
PIWIL4	0.498098609	0.454968857
KRTAP5-5	0.49807494	0.304374719
ZNF837	0.498035566	0.223925123
RPL17-C18orf32	0.497799917	0.576475431
HAUS6	0.497637475	0.331810146
ABHD3	0.497503842	0.408385418
PSMA3	0.497445192	0.168148618
PDP1	0.49731607	0.175676813
KIAA1598	0.497082355	0.361840713
SUGP1	0.49698745	0.391055589
NDUFA6	0.49670941	0.493843004
EVI5L	0.496451045	0.479961198
TAS2R16	0.496374959	0.410847204
GPR65	0.496354921	0.283059721
ZNF676	0.49621566	0.083004525
EPS8L1	0.496135059	0.48617066
USP17L29	0.495852092	0.681796682
CNTN4	0.495717428	0.435982531
BRE	0.495393737	0.381030742
PIWIL3	0.4953278	0.029302746
GDE1	0.495318072	0.239856629
ARHGEF12	0.494987451	0.15904252
UBOX5	0.494700941	0.163812921
UTP14A	0.494634648	0.387969392
AKT2	0.494495012	0.345888037
EIF2AK3	0.494432352	0.032937078
GNG7	0.493975851	0.289029749
SPOP	0.493587942	0.035194105
CEP41	0.493319705	0.199757328
SLC3A2	0.493002756	0.39978409
GTPBP10	0.492870797	0.747489724
LIPA	0.492758401	0.472154039
FAM84A	0.492435829	0.1249845
GART	0.492422954	0.435145814
HSD17B2	0.492185526	0.321125275
AMY1C	0.492140921	0.373265066
CCDC80	0.492035721	0.443020114
C11orf21	0.491958488	0.196664889
C6orf201	0.491599145	0.106775609
ENTPD3	0.491590029	0.425791296
NCOA4	0.491535513	0.170177132
DNAJC1	0.491502492	0.317985066
METTL18	0.491359118	0.072195091
ZNF619	0.491321127	0.272685476
EPRS	0.491224564	0.637806383
YME1L1	0.490984876	0.245412747
PAN2	0.49058904	0.31344145
PATE4	0.490328526	0.257790635
ST3GAL4	0.490120862	0.384554869
ADCK1	0.489920771	0.322907339
UGT2A1	0.489913173	0.158936326
TMEM163	0.48990607	0.067890608
ISG20	0.489720546	0.392131918
IL17RD	0.489615567	0.440484976
GRWD1	0.489556839	0.589789866
BOK	0.489448665	0.156525596
THAP8	0.489447506	0.245556366
UNC5C	0.489308692	0.167511617
TCTN3	0.488988401	0.408327713
CCDC93	0.488931078	0.312052867
KDM5A	0.48863475	0.088811749
IDO2	0.488579722	0.3204551
SLC11A2	0.488561908	0.369824081
KRTAP10-9	0.488343633	0.206458326
PDZRN3	0.488294092	0.415549462
UTP3	0.488257279	0.737984102
TMED4	0.488219314	0.066589596
PRKD1	0.488132146	0.14030287
HIST1H3F	0.488121448	0.493527589
GABRE	0.487845971	0.43403772
BAHCC1	0.487791056	0.725095781
SLC35B1	0.487664781	0.174179249
BHLHE22	0.487326021	0.242029026
SERPINH1	0.487323464	0.609507494
PCBP3	0.48710373	0.483736177
UBA5	0.487023027	0.573078824
MRPL9	0.487022437	0.369366381
DNASE1L2	0.486928848	0.37229129
BTG3	0.486807762	0.106790392
PNMA2	0.486803975	0.101954032
RABAC1	0.486687824	0.108117798
NUP214	0.486583122	0.749217777
NAT8L	0.486388874	0.149049948
NAA15	0.486367543	0.050838685
HEBP1	0.486238052	0.479552487
RSL1D1	0.486176753	0.401300409
AHCYL2	0.486030132	0.416152609
MT2A	0.485889135	0.653172353
DNAL4	0.4857908	0.293610876
UBAC1	0.485768898	0.227156352
SPRED3	0.485621873	0.192832132
SIRPD	0.485428983	0.146403084
PLA2G3	0.485297474	0.689474866
P2RY14	0.485236324	0.055859239
ATP1A3	0.485172115	0.322214641
TMEM160	0.4849908	0.471526255
TBRG1	0.484958439	0.152355205
UBXN6	0.484918239	0.442939551
DPPA3	0.48486812	0.507259479
THAP10	0.484721921	0.092402848
TBX6	0.484589325	0.453363278
PTPRK	0.484542012	0.436746021
ARRDC5	0.484505397	0.256543952
IRX3	0.484492725	0.484626634
BCCIP	0.484397649	0.329967486
ARHGEF15	0.484193849	0.364787054
MCRS1	0.484188581	0.374067612
RALGPS2	0.484160431	0.220519052
TMEM183B	0.484074237	0.494832035
WRAP53	0.484040408	0.035150082
TAS2R9	0.483969915	0.246469955
FBXO25	0.483866356	0.142680137
ZFP36L1	0.48380903	0.114679649
TYW1B	0.483462599	0.276502217
AXIN1	0.483245927	0.564835833
OPN1MW2	0.483175917	0.393590366
PDSS1	0.483081431	0.299486711
CRYBA4	0.482903247	0.52477768
MDGA2	0.482902833	0.518373952
RNF8	0.482716444	0.575811113
TNFRSF6B	0.482684257	0.383210565
PSMA5	0.482638697	0.506718302
MRPL28	0.482537294	0.333670706
CLVS1	0.48246018	0.323708362
AMIGO3	0.482330036	0.329077635
BCL10	0.481649942	0.566755609
ANKMY1	0.481572585	0.535686352
INAFM1	0.4813928	0.435091861
FXYD3	0.481375201	0.067160385
C14orf132	0.481024857	0.253588723
NDUFS8	0.481007685	0.496317156
IL1RL1	0.480922882	0.186824091
C1orf210	0.480890254	0.339878168
GATA2	0.480819118	0.151676741
SPATA22	0.480723471	0.519234599
NR1H4	0.48070341	0.463033995
C4orf48	0.480619036	0.390819474
FAM63B	0.480531169	0.40092605
KIF1A	0.47989692	0.258149531
MTHFSD	0.479590322	0.445133003
TPSG1	0.479255971	0.266085246
AKAP12	0.479022701	0.371587555
CEP104	0.478950732	0.111109124
RSU1	0.478860317	0.649197672
TESK1	0.47795411	0.198235041
INPP4A	0.477947918	0.062390099
SOX6	0.47789537	0.561841981
PALB2	0.477841591	0.321674845
HSD17B7	0.477731276	0.105842828
DBF4B	0.477558481	0.385314708
ATP5L2	0.477033447	0.327267904
SYPL1	0.476992715	0.090556798
CAB39L	0.476943703	0.381880028
PCSK2	0.476837541	0.367447959
AKAP11	0.47678852	0.279537578
GRIP1	0.47672882	0.146124081
DNMT3A	0.476611608	0.293947511
GANAB	0.476451742	0.582565267
PRSS35	0.476443435	0.335357637
DTX3L	0.476391112	0.11231633
B4GALT7	0.476385813	0.79962622
GNG13	0.476256868	0.063466588
SMIM10	0.476128294	0.214211291
CHEK2	0.47605158	0.034527399
PDF	0.47597834	0.305001611
MC2R	0.475917248	0.227234725
HARS2	0.475798086	0.509424196
KLHL33	0.475399155	0.453319244
SLIT3	0.475298982	0.111013536
LAPTM5	0.475248354	0.292995296
WSB1	0.475228298	0.505911187
ASS1	0.475216728	0.186336261
ZNF385D	0.475000928	0.178194501
ZAP70	0.474824277	0.383012049
ALKBH8	0.474532152	0.33110289
FAM118A	0.474506588	0.014069667
FBXL20	0.474252693	0.237928112
CYP26C1	0.474204013	0.431166225
POFUT1	0.474152231	0.343970365
