Gene	WT_ExpRank	KO1_ExpRank	KO2_ExpRank	WT2_D14_2	KO1_D14_2	KO2_D14_2
AC006994.3	18773	22427	26895	0.379816547	0.194368195	0
AC007016.3	30087	31586	14370	0	0	1.139833753
AC007036.4	28746	31013	31319	0	0	0
AC007036.6	28333	24272	27539	0	0.123794029	0
AC007038.7	16316	17867	18928	0.710975047	0.53059418	0.37855982
AC007040.11	30944	27949	29299	0	0.018723742	0
AC007040.6	28470	22835	27032	0	0.175135974	0
AC007041.2	29243	17445	25832	0	0.576704246	0
AC007050.17	29312	24144	21317	0	0.128181183	0.213389524
AC007091.1	11976	20524	20732	2.264249215	0.29710567	0.247303216
AC007099.1	28797	16987	25762	0	0.633423255	0
AC007126.1	30157	31616	31817	0	0	0
AC007128.1	23471	26967	28752	0.105673769	0.045064782	0
AC007161.5	24211	23897	27413	0.080277275	0.136937593	0
AC007163.3	25237	29892	30461	0.0476487	0	0
AC007163.6	28714	22500	26919	0	0.190583247	0
AC007182.6	28076	30734	31091	0	0	0
AC007191.4	18073	19016	18556	0.456084318	0.416781501	0.416302007
AC007204.2	18726	20056	26298	0.385521301	0.328812599	0
AC007228.11	15177	16627	18644	0.954839836	0.692228579	0.406724819
AC007228.9	22475	24234	27526	0.147003601	0.125379936	0
AC007229.3	20688	22256	26838	0.237316032	0.202407755	0
AC007238.1	28783	26861	23933	0	0.047810108	0.07959184
AC007246.3	13734	13971	13313	1.388018682	1.295267309	1.507088074
AC007249.3	18599	12975	12864	0.398109752	1.697746684	1.695793481
AC007251.2	32229	32477	32515	0	0	0
AC007255.8	12874	8561	8126	1.764759304	5.557550731	5.686080904
AC007256.5	21807	17244	22401	0.176441551	0.601950706	0.150314545
AC007277.3	27766	27281	28911	0	0.038177874	0
AC007278.3	29135	26259	28392	0	0.062832015	0
AC007279.2	28753	20506	14310	0	0.298527228	1.159603597
AC007283.4	29266	18931	13578	0	0.424436671	1.413161235
AC007285.6	14603	17580	12831	1.09715286	0.561459533	1.713597088
AC007285.7	13436	14505	13053	1.515136144	1.130732257	1.61347341
AC007292.3	18805	22659	21034	0.377006198	0.183742877	0.229414358
AC007292.4	20087	21627	26665	0.274751801	0.234336866	0
AC007292.6	20272	16114	15159	0.262195939	0.782697732	0.930711028
AC007292.7	12239	12786	17725	2.112712402	1.801940524	0.49996318
AC007318.5	7793	12233	12795	6.4285677	2.079739688	1.731122512
AC007319.1	24625	18036	13815	0.066714699	0.512111004	1.326167725
AC007325.2	13393	9459	11517	1.534671334	4.47216751	2.481679126
AC007325.4	3011	9452	10258	20.83155416	4.476260917	3.43931625
AC007326.1	32413	9508	11554	0	4.417146239	2.45114692
AC007326.10	32568	32627	32636	0	0	0
AC007326.9	31862	32329	19850	0	0	0.30304114
AC007362.3	13682	20224	17505	1.410350758	0.316550942	0.526977934
AC007364.1	25313	22439	18839	0.045429385	0.193734484	0.387023198
AC007365.1	29062	20675	26438	0	0.288652281	0
AC007365.3	13337	12653	11904	1.560590228	1.86344676	2.215836816
AC007365.4	28411	30867	31194	0	0	0
AC007381.3	28493	30899	31223	0	0	0
AC007383.3	8252	17548	13760	5.770853777	0.564817762	1.343257042
AC007386.3	28375	23739	27362	0	0.143183455	0
AC007386.4	28944	18735	19055	0	0.442105868	0.3679977
AC007387.2	9229	12008	25358	4.582269964	2.233277517	0
AC007390.4	29007	31114	31407	0	0	0
AC007391.2	28886	31075	17311	0	0	0.551752195
AC007392.3	12912	20924	17320	1.744037092	0.27546221	0.5502906
AC007392.4	20377	29014	29899	0.256002334	0	0
AC007394.3	21648	23304	27189	0.184031866	0.156961486	0
AC007395.3	29208	31202	31480	0	0	0
AC007403.2	16293	24948	27813	0.716305184	0.101823241	0
AC007403.3	15572	18737	26039	0.863158312	0.441714624	0
AC007405.4	25901	23637	23899	0.0285279	0.145989332	0.081011875
AC007405.6	5207	11324	10494	11.57811995	2.693188085	3.238070886
AC007405.8	29308	31248	31521	0	0	0
AC007461.2	28232	30796	31139	0	0	0
AC007463.2	28273	30813	31156	0	0	0
AC007551.2	21561	23209	14628	0.188295153	0.160597659	1.069419313
AC007560.1	29569	31374	31621	0	0	0
AC007563.3	28598	21481	26635	0	0.242182205	0
AC007566.10	13056	21540	26647	1.684090174	0.239394496	0
AC007682.1	28871	16466	21353	0	0.720072804	0.211542466
AC007731.1	23839	23278	27182	0.092627625	0.158004915	0
AC007740.1	9566	28138	24770	4.235068671	0	0.046255779
AC007743.1	22833	26111	28318	0.131699823	0.067396371	0
AC007750.5	29407	24023	27458	0	0.132467496	0
AC007773.2	11300	13990	11362	2.71774614	1.287764512	2.572565963
AC007790.4	18827	20182	19210	0.375141882	0.319959952	0.355102054
AC007796.1	21838	29263	16079	0.17542606	0	0.747247128
AC007879.4	28213	30786	20629	0	0	0.25225829
AC007879.5	27972	22393	26884	0	0.195586804	0
AC007880.1	29154	27098	28819	0	0.042185389	0
AC007950.2	25452	27373	24436	0.041575827	0.035460182	0.059032311
AC007952.5	24605	21731	20112	0.067174166	0.229172417	0.286135952
AC007966.1	15841	13925	14715	0.801673062	1.310520899	1.043416309
AC007969.5	6194	5129	5107	9.185088225	12.12404302	11.17854896
AC008063.2	28766	19281	14559	0	0.391787696	1.087047104
AC008063.3	29034	31125	31418	0	0	0
AC008065.1	19992	18343	25971	0.281086136	0.479478891	0
AC008067.2	24157	29683	30320	0.081998226	0	0
AC008073.7	28947	31094	31388	0	0	0
AC008074.3	22731	19834	15015	0.135656313	0.347105372	0.96307233
AC008074.5	18076	22426	26894	0.455779856	0.194368195	0
AC008079.10	25765	25608	23891	0.033476746	0.081578414	0.081484561
AC008088.4	31224	32083	19509	0	0	0.330130634
AC008132.13	20399	26917	24632	0.254950793	0.04659611	0.051713891
AC008264.4	28054	30724	31083	0	0	0
AC008268.2	29498	27288	24349	0	0.037899584	0.063093303
AC008269.2	18088	17999	25905	0.454364391	0.516705512	0
AC008277.1	14547	14961	15296	1.112890342	1.016987622	0.902948988
AC008280.1	20671	29059	19420	0.237894852	0	0.337780002
AC008427.2	22444	18075	25925	0.149138974	0.508804817	0
AC008440.10	14741	16267	25666	1.060183579	0.753528872	0
AC008522.1	32361	32541	24732	0	0	0.047705753
AC008592.3	16364	22319	19472	0.703391028	0.19997497	0.332908175
AC008592.7	21922	20587	20790	0.172022732	0.293437698	0.24425009
AC008686.1	17584	16807	16135	0.517437078	0.661986107	0.734693904
AC008691.1	30481	31754	31937	0	0	0
AC008697.1	22905	26775	24667	0.128970523	0.049999752	0.049942229
AC008703.1	30370	25569	28076	0	0.082982132	0
AC008746.12	17277	13890	11922	0.554817345	1.324976365	2.205753372
AC008746.5	12811	13351	13979	1.797915009	1.533448618	1.276403696
AC008753.3	14861	28367	29535	1.033959957	0	0
AC008753.4	31755	32290	32376	0	0	0
AC008753.6	11021	16197	13100	2.914895541	0.764961724	1.591836793
AC008759.1	10694	10230	25324	3.215501843	3.656685165	0
AC008781.7	28511	23950	21135	0	0.134610983	0.224093529
AC008810.1	17554	28652	29691	0.521587643	0	0
AC008834.1	29992	31545	31758	0	0	0
AC008937.2	16766	12590	14419	0.634386272	1.893746707	1.125933341
AC008937.3	19472	22680	26979	0.32084503	0.182433306	0
AC008982.2	14296	12982	12302	1.191896814	1.694288951	1.974396348
AC008985.1	22856	25879	28209	0.1307465	0.074342795	0
AC008992.1	31658	32250	32341	0	0	0
AC009005.2	12908	16037	17767	1.745887039	0.794172673	0.495786877
AC009014.3	14772	11025	14875	1.053819932	2.946089834	0.997525577
AC009060.1	32486	21940	26753	0	0.218919967	0
AC009095.4	20961	19479	19717	0.221005036	0.376992088	0.313798643
AC009110.1	28837	12798	25386	0	1.795458723	0
AC009120.11	32123	26485	23568	0	0.057018223	0.094921042
AC009120.3	18458	19751	26233	0.414169381	0.353246656	0
AC009120.4	21537	26617	28574	0.189514681	0.053879267	0
AC009120.5	16041	12171	17387	0.763498155	2.116369154	0.542034446
AC009120.6	11301	12363	13437	2.717518752	2.004568374	1.459982842
AC009133.12	15074	13600	14865	0.981408328	1.438003706	1.000442319
AC009133.17	31193	22284	23822	0	0.201184008	0.08373023
AC009158.1	28866	23797	27385	0	0.140641737	0
AC009166.5	16964	15719	14362	0.603320964	0.857624613	1.142183926
AC009166.7	32554	27621	29101	0	0.029374854	0
AC009227.2	28068	25998	28269	0	0.070589383	0
AC009245.3	7240	11211	11128	7.250128817	2.801972169	2.734409543
AC009262.2	29335	31262	20318	0	0	0.272617718
AC009264.1	12887	22398	24088	1.757191999	0.19548467	0.072318434
AC009274.6	15883	18639	26014	0.792982839	0.450892073	0
AC009299.2	19444	16852	19334	0.323237413	0.654764773	0.344216572
AC009299.3	10979	13090	12104	2.958153338	1.646971614	2.100098077
AC009299.4	28201	30778	31126	0	0	0
AC009299.5	14440	16869	17381	1.147492815	0.652467353	0.543097259
AC009302.2	29074	31142	19196	0	0	0.356014913
AC009303.1	22045	20770	20914	0.166445203	0.283923507	0.236330718
AC009303.2	15091	18706	21811	0.976019572	0.443973783	0.184776252
AC009303.3	28103	21576	26654	0	0.237684536	0
AC009310.1	28211	30785	31132	0	0	0
AC009312.1	17732	28677	20930	0.49763719	0	0.235526872
AC009403.2	15182	14031	17662	0.953323291	1.270457964	0.507598538
AC009404.2	20229	14590	15529	0.26471892	1.108373483	0.854242542
AC009410.1	28885	24273	27540	0	0.123794029	0
AC009411.2	29261	31228	31504	0	0	0
AC009474.1	28002	26656	23703	0	0.053224304	0.088605119
AC009480.3	27987	19118	10323	0	0.406795049	3.386058704
AC009487.6	21605	23625	21842	0.185920757	0.146374641	0.182757802
AC009495.2	22976	29471	30180	0.125691868	0	0
AC009498.1	29464	31327	31581	0	0	0
AC009501.4	19615	21102	14630	0.309781409	0.264213753	1.068206269
AC009502.1	28856	24724	27723	0	0.108744559	0
AC009502.4	28368	26507	28518	0	0.056457134	0
AC009505.2	29257	16000	15358	0	0.800755388	0.888704605
AC009505.4	29106	16677	25725	0	0.681881865	0
AC009506.1	7233	16756	14796	7.256430768	0.669085154	1.021037407
AC009518.4	23062	23317	23744	0.12245686	0.15666589	0.086936473
AC009518.8	17781	24850	21998	0.490751644	0.104640991	0.174201008
AC009531.2	13038	28240	29464	1.687489433	0	0
AC009541.1	28228	30793	31137	0	0	0
AC009542.2	24028	21190	19052	0.086468873	0.25812372	0.368323939
AC009784.3	17113	25581	28081	0.581153263	0.082611308	0
AC009784.4	29383	31288	31550	0	0	0
AC009948.5	11892	11106	13346	2.32009727	2.875884884	1.493388276
AC009948.7	16456	19787	21633	0.684950065	0.350517925	0.194508147
AC009950.2	25795	24671	24775	0.032361277	0.11040423	0.045948839
AC009961.2	28751	31016	31322	0	0	0
AC009961.3	14966	17398	19809	1.006275939	0.582388417	0.306167578
AC009967.3	27783	30604	21987	0	0	0.17486086
AC009970.1	29081	22435	16646	0	0.193915122	0.645640098
AC010082.2	28109	30748	31102	0	0	0
AC010091.1	23765	29613	30273	0.094834117	0	0
AC010127.3	29329	27959	29303	0	0.018474259	0
AC010148.1	20783	24044	27466	0.231221389	0.131473074	0
AC010149.4	29244	24315	27556	0	0.122337629	0
AC010150.1	27877	30644	17333	0	0	0.548474459
AC010226.4	17072	15475	22119	0.58615919	0.899887365	0.166454088
AC010240.2	22146	14881	19320	0.162156092	1.037276652	0.3453611
AC010240.3	28641	30964	31276	0	0	0
AC010287.1	15085	16608	18109	0.978630996	0.695565113	0.463176592
AC010468.1	7206	12899	12219	7.291360593	1.733116406	2.03661472
AC010504.2	19288	23744	17971	0.335178314	0.142937436	0.475909969
AC010522.1	19649	11814	18331	0.307687348	2.361849488	0.436876344
AC010524.2	20168	28972	29872	0.269273621	0	0
AC010524.4	18615	13825	25439	0.39649142	1.35267622	0
AC010525.4	20948	29110	29958	0.221674748	0	0
AC010641.1	31639	32243	32335	0	0	0
AC010642.1	19144	19257	17802	0.346695104	0.394263448	0.492262326
AC010642.2	31761	26063	28298	0	0.068638274	0
AC010729.1	19404	19819	26247	0.326483311	0.348073588	0
AC010729.2	18145	28729	29735	0.447416923	0	0
AC010731.2	18158	22506	26922	0.446393086	0.190365189	0
AC010733.5	12516	13557	12797	1.950737785	1.455817781	1.731122512
AC010761.13	21404	23027	17256	0.196251286	0.167383476	0.557303022
AC010761.14	31674	18914	26068	0	0.426613269	0
AC010761.8	11003	11869	10666	2.935892987	2.318550376	3.087843946
AC010761.9	21570	20172	20390	0.187932349	0.320576445	0.266839694
AC010872.1	32564	11640	12987	0	2.468533754	1.643795857
AC010878.3	23814	25701	28134	0.093247504	0.079531154	0
AC010883.5	16149	18961	19261	0.740786501	0.421213101	0.350607091
AC010884.1	22353	19299	14568	0.152639889	0.390561444	1.083644765
AC010886.2	25743	26442	23527	0.034008678	0.058012265	0.096575872
AC010890.1	28325	16838	21221	0	0.657105746	0.218783256
AC010894.3	8395	17288	13368	5.583507077	0.595274329	1.486473714
AC010900.2	22399	24135	19622	0.150636122	0.128478127	0.320825794
AC010904.1	19604	28898	29835	0.310627036	0	0
AC010967.1	18042	16098	25645	0.460079666	0.784807429	0
AC010967.2	12416	28216	29447	2.015224984	0	0
AC010969.1	27348	21490	24476	0	0.241629507	0.057464648
AC010974.3	28675	18680	26026	0	0.447255847	0
AC010975.2	28697	30996	31307	0	0	0
AC010976.2	16362	16638	14602	0.703955095	0.689355042	1.073564349
AC010980.2	6520	24163	24123	8.526997986	0.127591392	0.070802557
AC010987.6	29431	24525	27642	0	0.115221035	0
AC011043.1	8516	12822	12714	5.426128813	1.782904976	1.768223633
AC011196.3	29256	20839	26470	0	0.280571965	0
AC011239.1	28039	23745	17972	0	0.142937436	0.475909969
AC011247.3	10011	12789	11627	3.800138542	1.800640422	2.398091792
AC011284.3	29384	22414	19570	0	0.19482339	0.324332087
AC011288.2	28627	21265	22606	0	0.253884804	0.140884843
AC011290.4	20684	22255	14829	0.237316032	0.202407755	1.01087446
AC011290.5	11608	13913	11951	2.491818338	1.315650411	2.190227996
AC011294.3	29047	21029	24671	0	0.26902849	0.049762774
AC011298.2	18564	28775	24891	0.402213976	0	0.040792283
AC011343.1	26179	27610	29094	0.01740487	0.02968936	0
AC011380.1	12145	8575	7814	2.167486428	5.5459725	6.155102266
AC011380.8	32689	27190	22750	0	0.040168801	0.133741961
AC011406.2	20234	16710	18961	0.264327613	0.67633811	0.375311114
AC011516.2	31693	32264	32353	0	0	0
AC011518.1	31614	27649	29116	0	0.028646552	0
AC011525.2	31283	32104	32223	0	0	0
AC011738.4	24610	27653	29119	0.066966625	0.028558046	0
AC011742.3	17258	28612	10141	0.557353653	0	3.561166311
AC011747.4	23357	26505	23581	0.110423287	0.056508267	0.094072094
AC011747.6	28786	12537	20748	0	1.924314302	0.246423133
AC011752.1	28802	23351	22837	0	0.155640014	0.129550796
AC011841.1	32031	32394	32453	0	0	0
AC011893.3	28311	26980	28760	0	0.044725585	0
AC011899.10	28880	31073	31371	0	0	0
AC011899.9	28994	31109	31403	0	0	0
AC011933.2	11254	12750	12796	2.74322501	1.819772227	1.731122512
AC011997.1	27927	30672	31040	0	0	0
AC011999.1	19928	25619	28099	0.286031933	0.081319245	0
AC012066.1	22614	16465	21544	0.140745872	0.720256169	0.199840983
AC012074.2	23426	21705	26687	0.107954498	0.230187016	0
AC012078.2	24851	18096	17687	0.059292942	0.505711778	0.505129973
AC012123.1	7050	26764	22101	7.59339693	0.050204941	0.167157273
AC012146.7	11083	11528	19557	2.865361024	2.541632521	0.325475443
AC012314.19	19763	18054	15558	0.299192912	0.510365568	0.849630681
AC012314.20	27968	30694	19394	0	0	0.339435787
AC012314.8	20723	21509	21541	0.234802333	0.240316574	0.200033415
AC012354.6	28125	30753	24634	0	0	0.051656024
AC012354.8	16754	22719	19878	0.636110147	0.180846929	0.301064785
AC012358.4	15179	13268	13465	0.95357294	1.568518759	1.450661323
AC012358.7	18328	25306	22380	0.426857283	0.091017054	0.15152057
AC012358.8	19042	22269	20933	0.354851647	0.201769555	0.235126997
AC012360.4	19853	15652	21432	0.291154893	0.869144944	0.206701196
AC012360.6	7461	21235	22233	6.894655252	0.255672954	0.159611757
AC012370.2	21618	23267	13122	0.185431348	0.158155109	1.57973157
AC012370.3	29118	31164	31447	0	0	0
AC012442.5	12308	28208	29442	2.075252963	0	0
AC012442.6	13968	23281	20449	1.295556404	0.157855005	0.262788996
AC012456.3	27505	30480	30893	0	0	0
AC012456.4	14201	28315	29505	1.223581048	0	0
AC012462.1	13443	28262	29475	1.512199833	0	0
AC012499.1	15291	24592	27662	0.926401933	0.112875967	0
AC012501.2	28376	14954	20158	0	1.01864801	0.282632247
AC012501.3	20827	13959	13593	0.228602084	1.299837305	1.406537041
AC012507.3	19462	24450	27603	0.321600671	0.117554763	0
AC012512.1	28280	30817	10444	0	0	3.283579661
AC012513.4	20352	19610	17857	0.257579813	0.366151353	0.487640144
AC012531.25	31183	23357	16203	0	0.155262388	0.723724231
AC012593.1	28330	30832	31171	0	0	0
AC012594.1	25890	27786	29198	0.028780434	0.024546942	0
AC012613.2	30387	26575	25095	0	0.055080283	0.030564953
AC012668.2	25212	24270	24190	0.048381393	0.123794029	0.068695338
AC013275.2	28779	20193	19483	0	0.319039645	0.331950626
AC013410.1	29432	26103	28313	0	0.067578869	0
AC013429.5	20470	24776	12697	0.250094588	0.106653317	1.775510269
AC013460.1	25759	26472	21693	0.033563967	0.057253673	0.190626017
AC013461.1	742	8628	7577	77.09958222	5.461851574	6.481862842
AC013463.2	23618	26478	22565	0.100518951	0.057155333	0.142723945
AC013472.3	24070	23658	24402	0.085296799	0.145499934	0.060555226
AC013474.4	29221	31209	31486	0	0	0
AC013480.2	28263	21473	26631	0	0.242535241	0
AC015849.12	20645	19101	19390	0.239061003	0.407792096	0.339435787
AC015849.13	16390	12815	19502	0.698354816	1.786888514	0.330524585
AC015849.14	21221	29151	20002	0.206209068	0	0.292790277
AC015849.16	31843	16685	20051	0	0.680457816	0.289223392
AC015849.19	14980	12950	14368	1.003465939	1.711719908	1.139833753
AC015849.2	31801	32308	21367	0	0	0.210791173
AC015922.5	28410	30866	23149	0	0	0.113889639
AC015923.1	11430	13606	11636	2.620952878	1.437056214	2.392338213
AC015933.2	13334	11357	25347	1.5623758	2.665112643	0
AC015971.2	14196	14388	12779	1.224312417	1.160245293	1.738365703
AC015987.1	18933	16428	16403	0.364851207	0.726093657	0.690722199
AC016292.3	20629	19092	12852	0.239648377	0.408794042	1.701348906
AC016549.1	21047	18522	19794	0.216628294	0.46190776	0.307584233
AC016577.1	32425	32566	32591	0	0	0
AC016582.2	22639	24941	25137	0.13970907	0.102135773	0.028338408
AC016644.1	20873	15184	13958	0.225779836	0.962842448	1.282312972
AC016700.2	18221	14541	19745	0.438368042	1.12165736	0.311213036
AC016700.5	13881	15576	15606	1.33004849	0.882313807	0.839332127
AC016700.6	2702	17810	25877	23.28299937	0.536707016	0
AC016708.2	12159	16081	12766	2.153811434	0.787283163	1.747505375
AC016716.1	22675	24447	27601	0.137958825	0.117665612	0
AC016716.2	28077	30735	31092	0	0	0
AC016722.4	17453	21771	17488	0.532116144	0.226921952	0.528875399
AC016723.4	29238	31218	31495	0	0	0
AC016734.2	18132	11720	13374	0.448102095	2.420523986	1.484576733
AC016735.1	28078	30736	16998	0	0	0.591836756
AC016735.2	28858	27588	29082	0	0.030294824	0
AC016738.4	24957	23733	24925	0.056007401	0.143306783	0.039761643
AC016739.2	3080	5413	7064	20.41469775	11.36601922	7.246559354
AC016747.3	8495	10324	8976	5.45089147	3.573985073	4.740482185
AC016757.3	12460	17387	17869	1.986355188	0.584196541	0.486270369
AC016768.1	22768	26470	28500	0.13425587	0.057253673	0
AC016831.7	24810	22178	23769	0.060544314	0.206553911	0.085965115
AC016894.1	19551	17814	25880	0.314635127	0.536707016	0
AC016907.3	18032	25724	15862	0.461385474	0.078703489	0.786129429
AC016909.1	29066	31137	31427	0	0	0
AC016910.1	23802	23227	27166	0.093515714	0.159519823	0
AC016994.2	28364	30848	31180	0	0	0
AC016995.3	24970	29836	30422	0.055418687	0	0
AC016999.2	13955	13492	13232	1.300491857	1.478926	1.538775567
AC017002.1	29646	31413	31649	0	0	0
AC017002.2	20940	19460	15851	0.221926938	0.378564676	0.787769061
AC017028.1	18855	28817	29783	0.372278203	0	0
AC017060.1	25280	12489	16175	0.046601476	1.947582316	0.72784893
AC017074.2	28372	23531	17763	0	0.149085282	0.496379215
AC017078.1	20220	13225	11836	0.265768091	1.586722377	2.264138436
AC017101.10	28356	16395	20796	0	0.732302707	0.243820072
AC017104.2	29046	23598	17828	0	0.147238208	0.490229384
AC017104.6	22724	17419	18847	0.136034713	0.580122646	0.38630349
AC018359.1	18268	28744	22969	0.433497286	0	0.123102045
AC018442.1	29281	24346	24229	0	0.121149885	0.067228059
AC018462.2	25028	21756	21069	0.053415602	0.227791861	0.227529794
AC018463.4	23456	20977	22385	0.10648132	0.272454981	0.151189739
AC018641.7	28269	24852	14135	0	0.104640991	1.219407053
AC018647.3	16832	10538	11635	0.622887722	3.375084692	2.393137057
