Gene	Rank	WT2_D14_2
BOD1	1001	58.3388138
SEC13	1002	58.33274153
ZFAND6	1003	58.28246733
KLHDC8B	1004	58.28241155
IPO5	1005	58.05584214
SMARCB1	1006	58.0417113
ZNF134	1007	57.97647263
VBP1	1008	57.96040277
IRX3	1009	57.83858661
MGST3	1010	57.76770457
BNIP3L	1011	57.64683171
VTRNA1-3	1012	57.63543455
YKT6	1013	57.58136754
PSMD6	1014	57.53856828
CEP57	1015	57.4949713
CREM	1016	57.38068972
JUP	1017	57.35984201
PTBP2	1018	57.32799468
CHPF	1019	57.30635898
NDUFB9	1020	57.30559029
ADIPOR1	1021	57.21718031
DCAF11	1022	57.14837454
B4GAT1	1023	57.10855544
HIGD1A	1024	57.02616899
HSPB8	1025	56.81616514
PIGT	1026	56.73198281
COX14	1027	56.69964496
SDHA	1028	56.67468885
RASL10B	1029	56.59203554
PDLIM1	1030	56.51117453
TIMP3	1031	56.46872535
BMP7	1032	56.46037816
HIF1A	1033	56.36991111
GPS1	1034	56.33439024
ZFR	1035	56.28384982
ARF4	1036	56.18188937
PDHA1	1037	56.16259136
XBP1	1038	56.11512805
GOT2	1039	56.08768917
RPP25L	1040	56.03417226
TRDN	1041	56.0117827
TUG1	1042	55.96881184
CSE1L	1043	55.91717831
SLC2A1	1044	55.85425471
PKDCC	1045	55.78562764
PTGES3	1046	55.7693399
PPP1CB	1047	55.73809313
GANAB	1048	55.73536528
H2AFY2	1049	55.57276845
PLIN2	1050	55.56459192
USP22	1051	55.53335326
KTN1	1052	55.50015105
Mar-07	1053	55.48661299
PDIA6	1054	55.41703566
SUCLA2	1055	55.37578228
CTNNAL1	1056	55.28638028
LIN28B	1057	55.2503265
NRSN2	1058	55.19701232
MYL6B	1059	55.13245869
ATP5I	1060	54.99670381
PSMD2	1061	54.8781992
CD164	1062	54.78768127
RNVU1-15	1063	54.71581592
IDH1	1064	54.54141506
YWHAB	1065	54.51022777
MRPL51	1066	54.49108868
RAC1	1067	54.46319247
GALNT1	1068	54.43593962
SCMH1	1069	54.37939896
ENO2	1070	54.33910819
COL3A1	1071	54.30950606
DCTN3	1072	54.27641013
NDUFS2	1073	54.22884312
NUCB1	1074	54.22389775
FRS2	1075	54.20673167
SIVA1	1076	54.19514701
SNU13	1077	54.17818931
HDAC5	1078	54.17697513
COPB1	1079	54.16789659
RBM5	1080	54.13505765
POLR2G	1081	54.10182658
FITM1	1082	54.08715083
TOP2B	1083	53.90801769
CTDSP1	1084	53.87416626
TRPC4AP	1085	53.85011968
PRKAR2A	1086	53.8393046
NDRG2	1087	53.80872037
MRPS26	1088	53.67568794
IRX2	1089	53.6174214
DBN1	1090	53.53654298
RNU5D-1	1091	53.43325237
CRELD1	1092	53.4130584
RBM39	1093	53.40549906
HNRNPAB	1094	53.40526542
RNU6-2	1095	53.36924128
FAM19A4	1096	53.35300483
THYN1	1097	53.19389332
ATP5SL	1098	53.17689159
HIST1H2BN	1099	53.12985024
RAD23B	1100	53.07286834
TADA3	1101	53.05852871
MEA1	1102	53.03849277
XIRP1	1103	53.02568668
EIF2A	1104	52.99668519
MAP2K2	1105	52.96229121
CYCS	1106	52.91186861
PSME2	1107	52.87163425
EPRS	1108	52.80485727
ARGLU1	1109	52.73892439
PLEKHJ1	1110	52.724859
RAB34	1111	52.72264283
OS9	1112	52.61911553
TOMM22	1113	52.60093536
ABHD17A	1114	52.5898526
OCIAD1	1115	52.47884565
BLVRB	1116	52.36456538
SRSF11	1117	52.31633393
TCP1	1118	52.31282828
HACD3	1119	52.27916208
PFDN1	1120	52.23929894
UBE2N	1121	52.19171557
EFEMP2	1122	52.16103207
WSB1	1123	52.11357259
PPP1R1A	1124	52.11256654
SUCLG1	1125	52.06610089
CD46	1126	52.03912814
BTBD1	1127	52.03190679
GATA4	1128	52.01800782
MRPL34	1129	52.00349899
TOMM40	1130	51.89539791
SURF4	1131	51.88454251
TMEM9	1132	51.85388918
ARPC3	1133	51.80887134
RRAGA	1134	51.77808415
SNORA38B	1135	51.76957968
HNRNPF	1136	51.7432296
APEH	1137	51.7268806
FIBP	1138	51.67239743
KBTBD8	1139	51.5897596
YPEL5	1140	51.54185777
TRPT1	1141	51.49709615
PPP1CA	1142	51.39834183
POLR2B	1143	51.39213631
ZNHIT1	1144	51.30187032
HSPA5	1145	51.24438104
GJA3	1146	51.23074083
NUDT4	1147	51.21835847
PTPA	1148	51.17525201
CHCHD7	1149	51.15415921
DDAH2	1150	51.15154488
RARS	1151	51.11647796
RYR2	1152	51.05895055
NT5DC2	1153	51.00036984
HADH	1154	50.98166225
MRPL32	1155	50.97633692
TOMM34	1156	50.97548372
RP11-864N7.2	1157	50.97405267
NPM3	1158	50.95210632
UBXN6	1159	50.87218145
SCOC	1160	50.76699827
TIPARP	1161	50.74438278
ACTR1B	1162	50.73491416
ATP13A3	1163	50.73334384
TMEM230	1164	50.71518909
H2AFX	1165	50.67322578
CETN2	1166	50.55224556
OGDH	1167	50.53344958
CKS2	1168	50.52730656
NELFE	1169	50.49957602
SNAPIN	1170	50.47961812
PURA	1171	50.43859684
PPP1R12B	1172	50.30282366
KPNA2	1173	50.27395679
BCAM	1174	50.25319821
SUMO3	1175	50.19886646
C5orf38	1176	50.18081866
STK26	1177	50.12596194
RPL13AP5	1178	50.12534079
EIF2S2	1179	50.11339984
FAM189A2	1180	50.10332365
TMEM123	1181	50.09641166
LSS	1182	50.08118876
TCEAL9	1183	50.06239238
LAMC1	1184	49.99118879
TIMMDC1	1185	49.93300321
PFN2	1186	49.88869986
CD151	1187	49.86129492
MRPL3	1188	49.81805419
MYOZ2	1189	49.76602377
PDIA3	1190	49.76026319
TMEM261	1191	49.72206429
PGM5	1192	49.53883197
RNMT	1193	49.49736799
FBXO7	1194	49.48163218
RBM3	1195	49.45026982
VPS51	1196	49.4229359
NKX2-6	1197	49.41581336
PHB	1198	49.35601624
ZNF124	1199	49.35028073
OSBPL9	1200	49.33866028
RCAN2	1201	49.33505989
PSMD3	1202	49.24784846
GNAI2	1203	49.20907025
KIAA1191	1204	49.20352401
GRB2	1205	49.20194191
ATP6V0E1	1206	49.14384902
TBCEL	1207	49.1224311
LAMTOR2	1208	49.1209876
UQCRFS1	1209	49.09141445
IRX4	1210	48.98746458
CIAO1	1211	48.89627803
UNC119	1212	48.83589752
ENSA	1213	48.8246079
NDUFC1	1214	48.79613823
RAB5B	1215	48.76844462
RNU6-4P	1216	48.76844462
ANXA2	1217	48.73915427
METAP2	1218	48.73213156
PSMC4	1219	48.70671241
USF2	1220	48.66011845
WDR6	1221	48.65605139
FASTK	1222	48.60294085
PRNP	1223	48.59720711
RBM42	1224	48.56341212
VEGFB	1225	48.53731455
SLC39A10	1226	48.41376502
DBNL	1227	48.37033487
CD81	1228	48.31871717
ACO2	1229	48.2606003
WI2-1896O14.1	1230	48.24178755
CDV3	1231	48.2010698
NUTF2	1232	48.10359814
PPIAP22	1233	48.08156512
COMMD6	1234	47.9957852
SEC31A	1235	47.91000433
RAD23A	1236	47.90821426
KLHL41	1237	47.84683622
ARPP19	1238	47.83636227
NT5C3B	1239	47.83395946
MTCO1P12	1240	47.8196422
UFM1	1241	47.80004818
NAT14	1242	47.78225951
SAE1	1243	47.77070211
SH3GLB2	1244	47.76678209
HIST1H2BE	1245	47.72921004
DDX24	1246	47.630012
RNF114	1247	47.55199816
NAP1L4	1248	47.52926901
CDKN1B	1249	47.48897963
C11orf58	1250	47.33505903
PWAR5	1251	47.24970413
CORO6	1252	47.23541851
TCEA3	1253	47.23484573
VCL	1254	47.23314174
ETFA	1255	47.12156377
NDUFS8	1256	47.10318066
CGNL1	1257	47.07389506
MASP1	1258	47.04401826
MKNK2	1259	47.02160075
TGFB2-AS1	1260	47.00785095
HACD1	1261	46.95555802
DDX3Y	1262	46.93610422
COL4A2	1263	46.92745538
DEK	1264	46.92104982
SARS	1265	46.86585403
CYBA	1266	46.8365041
RP11-11N9.4	1267	46.77368455
BAG6	1268	46.76269191
COX6A2	1269	46.64807746
HNRNPU	1270	46.58722929
MKRN1	1271	46.5679569
XRN2	1272	46.5497452
IARS2	1273	46.52498934
MRPS14	1274	46.5076558
XPO1	1275	46.47515703
LDB3	1276	46.41200218
HNRNPA2B1	1277	46.37378683
MRPS18B	1278	46.36999653
DDA1	1279	46.3657383
GSTK1	1280	46.3486363
RPL41P1	1281	46.33002239
TAGLN	1282	46.28987657
FHOD3	1283	46.26193911
SUMO2	1284	46.23370218
CFAP20	1285	46.23018415
RP11-343H5.4	1286	46.05908659
NARF	1287	46.05134556
IGFBP7	1288	46.03791973
LRFN4	1289	46.03510997
SUGT1	1290	46.0039543
SLC25A46	1291	45.99596082
MRPL27	1292	45.96770441
ARMCX2	1293	45.96527225
MFF	1294	45.93700113
KIAA1109	1295	45.88232741
OXLD1	1296	45.83979129
HMG20B	1297	45.83330675
GYS1	1298	45.75297025
POLR2C	1299	45.67543198
NDUFS3	1300	45.65951428
SPCS1	1301	45.57051383
PLS3	1302	45.47075699
FDPS	1303	45.46832431
CUEDC2	1304	45.46776662
POMP	1305	45.43942342
RNF167	1306	45.4221284
ANAPC16	1307	45.42049648
RP11-432J24.5	1308	45.37317316
ARFGAP2	1309	45.36023058
FAM210B	1310	45.34250575
HNRNPUL1	1311	45.14074427
ADD3	1312	45.12970251
COL1A2	1313	45.10376381
CNN2	1314	45.09550737
ACTR10	1315	45.07551118
KIF5B	1316	45.05934227
STARD3NL	1317	44.98450375
CAPZA2	1318	44.9821752
ECI1	1319	44.97862133
PLK2	1320	44.96099647
FLOT2	1321	44.91035039
HN1L	1322	44.89972609
IGBP1	1323	44.87958158
RPLP0P6	1324	44.82807711
HSPA4	1325	44.81371332
ABAT	1326	44.79502346
GADD45GIP1	1327	44.76833624
INTS6L	1328	44.76467931
RSL24D1	1329	44.75480713
JUND	1330	44.68258138
ADGRL2	1331	44.64132037
DDX50	1332	44.6413014
POLD2	1333	44.61310025
MCL1	1334	44.59444743
LSM8	1335	44.5325997
HMGCR	1336	44.52990417
BX322557.10	1337	44.47277852
API5	1338	44.45027819
AAAS	1339	44.43247842
DACT3	1340	44.37859869
TMEM160	1341	44.33494966
DNAJB4	1342	44.31760874
SNX12	1343	44.30526107
HCFC1R1	1344	44.25190813
FILIP1	1345	44.2456884
KIFAP3	1346	44.22069929
RYK	1347	44.19551534
COL4A5	1348	44.13453591
CDC123	1349	44.11282465
MZT2A	1350	44.10001232
TSC22D3	1351	44.094481
DHCR24	1352	44.04224072
ZNF436-AS1	1353	44.01589755
CCDC69	1354	44.00013708
PCM1	1355	43.96913771
CRLS1	1356	43.96125305
ERI3	1357	43.93143436
UFC1	1358	43.89160016
SCP2	1359	43.85339126
NSA2	1360	43.83540093
SDF4	1361	43.83296075
KAT8	1362	43.82246278
FBXW5	1363	43.81253704
LSM14A	1364	43.80424733
HEBP2	1365	43.76241223
COLEC12	1366	43.74398115
SCCPDH	1367	43.73693508
GBA2	1368	43.7095884
TBRG4	1369	43.70826014
SDCBP	1370	43.70532745
NUDT16L1	1371	43.69594667
MRPL35	1372	43.66574287
FAM3A	1373	43.60285706
NBAS	1374	43.57269761
CRNDE	1375	43.55290155
TBCB	1376	43.55112734
WDR1	1377	43.54035928
DENND5A	1378	43.53651511
PBX2	1379	43.51927536
IDI1	1380	43.48804078
EPDR1	1381	43.44758347
HMGN4	1382	43.43499552
MZT2B	1383	43.40844529
ANAPC13	1384	43.36075341
SUMO1	1385	43.35978649
NDUFA12	1386	43.33616481
SNHG19	1387	43.31785375
PPM1G	1388	43.23669145
ARHGAP42	1389	43.17230811
U2	1390	43.12157209
ASNA1	1391	43.10269885
SLC20A2	1392	43.10184584
AIP	1393	43.09996809
ARMCX6	1394	43.04642044
NNT	1395	43.02033742
CBFB	1396	43.01813548
MTRNR2L8	1397	42.92522084
OXCT1	1398	42.91928965
C9orf142	1399	42.8919985
YBX3	1400	42.88759408
UBA3	1401	42.86374505
CCND2	1402	42.85561592
LAMA4	1403	42.8223317
SKIL	1404	42.82200007
MOAP1	1405	42.80741242
YIPF3	1406	42.8012267
CCT5	1407	42.79976931
YME1L1	1408	42.79964136
LYPLA1	1409	42.79709341
HNRNPH2	1410	42.77394423
HMGB1	1411	42.75609393
PABPN1	1412	42.73501043
PRSS23	1413	42.71562348
DDX1	1414	42.70064171
TSN	1415	42.58851862
SNX17	1416	42.58815614
FYTTD1	1417	42.56711964
GATA6-AS1	1418	42.48807381
PCBP4	1419	42.47882554
CHMP5	1420	42.47726796
Sep-09	1421	42.46791866
ANAPC11	1422	42.39235822
TMEM245	1423	42.37378798
ECH1	1424	42.37304489
CAMK2D	1425	42.34937834
TSR3	1426	42.34220657
RHOQ	1427	42.33899842
PHF3	1428	42.28671412
GPC3	1429	42.27340824
EIF4G1	1430	42.24351538
PNISR	1431	42.22714813
TPD52L2	1432	42.21625591
DYNLT1	1433	42.1799039
GABARAPL1	1434	42.17052609
MIR621	1435	42.09486799
BCAT2	1436	42.08551813
CKB	1437	42.08358553
PHF10	1438	41.91480722
EIF3H	1439	41.87438065
CELF2	1440	41.85605954
CACUL1	1441	41.84632731
LDB1	1442	41.80679993
TMEM41B	1443	41.80152396
PEA15	1444	41.78161136
UBE2M	1445	41.75513967
TBKBP1	1446	41.73604923
LSM7	1447	41.6372098
ASAH1	1448	41.6367657
IK	1449	41.63662643
MRPL47	1450	41.5766197
SCYL1	1451	41.55889488
MFN2	1452	41.54823256
BIRC2	1453	41.54597437
RPS28P7	1454	41.53484757
ALCAM	1455	41.52922821
MARVELD1	1456	41.44842467
CUL1	1457	41.4293497
GMPR2	1458	41.42352452
U2SURP	1459	41.41282579
CTB-50L17.10	1460	41.39804502
NOSIP	1461	41.38686886
WLS	1462	41.36057962
SF3B2	1463	41.35314931
KCNH7	1464	41.33823547
RPL13P12	1465	41.3187767
TTC3	1466	41.31116539
SSRP1	1467	41.30935896
MRFAP1L1	1468	41.29031059
MICAL2	1469	41.28192764
MYH10	1470	41.2453863
MRPL36	1471	41.22846423
TBX2	1472	41.18679567
ZNF253	1473	41.16615262
PAM	1474	41.11875429
SFT2D2	1475	41.08750647
DPCD	1476	41.08741459
COMMD7	1477	41.03445896
HIST3H2A	1478	41.02222635
PICALM	1479	40.98586796
NDUFB6	1480	40.96262896
COPS6	1481	40.94903156
LRPPRC	1482	40.88652809
AP2B1	1483	40.85828135
ARPC4	1484	40.85314733
WDR54	1485	40.84024119
NTPCR	1486	40.8265613
Sep-15	1487	40.81940299
SIPA1L2	1488	40.800762
FKBP3	1489	40.68865611
NR2F6	1490	40.67993059
WDFY1	1491	40.66039041
NUDT21	1492	40.62719698
TROVE2	1493	40.62577793
FBXL5	1494	40.5535056
FGF18	1495	40.52138306
PIN1	1496	40.4927016
RNU6-9	1497	40.48701063
RASSF5	1498	40.48029904
CYFIP2	1499	40.47735198
SFRP1	1500	40.47463094
PPA1	1501	40.43368383
SLC25A36	1502	40.43326553
USO1	1503	40.42917334
EIF3A	1504	40.41949894
SSNA1	1505	40.30359701
Sep-10	1506	40.27136593
SLC27A6	1507	40.22592163
EIF4A3	1508	40.21555828
PCYT1A	1509	40.14548047
CTB-63M22.1	1510	40.14273333
GNPAT	1511	40.13748248
POLDIP2	1512	40.12418003
MTFR1L	1513	40.1137629
GABPB1-AS1	1514	40.10579496
TMED2	1515	40.0219301
CDH3	1516	40.00400884
C17orf89	1517	40.00325307
LYPLA2	1518	39.99752175
SCRN2	1519	39.96150203
HAGH	1520	39.94667015
PDHX	1521	39.92234277
SRSF1	1522	39.90430215
MYOCD	1523	39.87455426
SRA1	1524	39.86027672
CADM1	1525	39.83103368
DDX6	1526	39.70332571
C5orf15	1527	39.65209352
GSTA4	1528	39.59467775
TGFB2	1529	39.55609027
RHOT2	1530	39.47921708
TMX2	1531	39.40379172
MACROD1	1532	39.39544373
AHSA1	1533	39.38416847
FLNA	1534	39.37354421
NFE2L1	1535	39.35266084
N4BP2L2	1536	39.34679617
TRPC1	1537	39.32835856
NRBP1	1538	39.32567612
PTTG1	1539	39.31866811
POLR2J	1540	39.30904804
MRPL10	1541	39.29170161
MAGEH1	1542	39.18833264
ZKSCAN8	1543	39.17465224
MRPS16	1544	39.16525347
TRIM27	1545	39.14214136
MAP2K4	1546	39.13780078
MRPL17	1547	39.09413465
PRADC1	1548	39.08713929
NDUFV3	1549	39.07859471
COL4A1	1550	39.07825628
CPNE1	1551	39.06200813
SETD3	1552	39.06196048
KDM6A	1553	39.02129193
PTGES2	1554	38.99860721
LMO4	1555	38.88997503
TMEM256	1556	38.85286874
KCTD15	1557	38.82734146
PPIF	1558	38.80085901
TSPAN3	1559	38.75323958
ANKRD10	1560	38.75157797
PHKB	1561	38.71738713
CYB5R3	1562	38.70598997
UBE2T	1563	38.69496262
RAF1	1564	38.68718537
MCM3	1565	38.66900926
RNASEH2C	1566	38.63811525
ABLIM1	1567	38.59935753
MLEC	1568	38.59638269
C12orf75	1569	38.55056389
EIF3F	1570	38.53549077
MPST	1571	38.48046271
TNFRSF12A	1572	38.45419886
ACOT2	1573	38.43018389
NUP93	1574	38.40687707
EXOSC2	1575	38.38885053
CCDC167	1576	38.38036943
snoU2_19	1577	38.2739692
LRRC10	1578	38.25638574
EPHA7	1579	38.25179784
M6PR	1580	38.24394745
SNORA28	1581	38.23446058
TDP2	1582	38.23030203
GIPC1	1583	38.22694053
PRMT2	1584	38.18591415
MCM7	1585	38.18181355
VAMP3	1586	38.16660883
SCAMP3	1587	38.16357541
CAP1	1588	38.14750069
MRPS35	1589	38.02453347
PEF1	1590	38.02030132
CITED4	1591	37.97634015
TSPAN13	1592	37.96767497
NME3	1593	37.9513836
SYNGR2	1594	37.92195109
RNF11	1595	37.86242114
COPS3	1596	37.85839052
CDK16	1597	37.85086602
HLA-A	1598	37.84935261
CSNK1A1	1599	37.84210157
SMIM1	1600	37.79104565
RP11-6N17.4	1601	37.78812545
PPIL1	1602	37.77190337
STARD4	1603	37.76709281
PRPF8	1604	37.76368871
COX7A2L	1605	37.74442282
PPIC	1606	37.73790915
CPXM1	1607	37.70988692
TMEM129	1608	37.6805534
Mar-06	1609	37.6414789
CTNNBIP1	1610	37.63163591
RPRD1A	1611	37.59363372
ACSL3	1612	37.50924966
BTG2	1613	37.4964928
AMD1	1614	37.48828654
SMAD6	1615	37.44412129
IFT27	1616	37.44361474
BIN1	1617	37.41883837
ZNF428	1618	37.40963635
FERMT2	1619	37.36325095
SNRPA	1620	37.3099562
ZNF91	1621	37.29914229
MRPL54	1622	37.29638808
DRG1	1623	37.27773056
SPHKAP	1624	37.24906255
WDR18	1625	37.1919537
ACSF2	1626	37.13020166
STK39	1627	37.08109321
SREBF2	1628	37.07737913
CIAPIN1	1629	37.06904991
IFITM2	1630	37.04394484
VPS35	1631	36.99957585
HIBADH	1632	36.9837212
CLK1	1633	36.96794303
C6orf89	1634	36.93566231
PITPNB	1635	36.91155061
EIF5	1636	36.91002042
SSR1	1637	36.89421843
EEF1A1P6	1638	36.88488292
PYCR1	1639	36.88209174
PSMD14	1640	36.86512704
SNRPB2	1641	36.83081776
FLNC	1642	36.82711212
GSTM4	1643	36.75237233
ZNF358	1644	36.74588242
ZMAT2	1645	36.73908364
CTD-2031P19.4	1646	36.73467257
DNAJC10	1647	36.73203907
MAP1LC3B	1648	36.71672093
NCL	1649	36.70481902
XIAP	1650	36.69394226
CTDSP2	1651	36.68873769
LAMTOR1	1652	36.65522717
RBPJ	1653	36.65516177
TUBG1	1654	36.63729402
EIF1AY	1655	36.60278056
NECAB3	1656	36.59655256
SRSF3	1657	36.48722169
ATP6AP1	1658	36.46953305
PLOD2	1659	36.45295928
C6orf62	1660	36.40211827
EEF1A1P13	1661	36.40065463
RARS2	1662	36.39005676
TFG	1663	36.34186979
DNAJB2	1664	36.33290854
LPCAT4	1665	36.3182715
SNORA65	1666	36.292796
RP11-632C17__A.1	1667	36.292796
DLAT	1668	36.28003554
DDX3X	1669	36.2578622
TIMM13	1670	36.24213347
BANF1	1671	36.16933992
USF1	1672	36.12873267
ASB2	1673	36.09916065
SNORA11	1674	36.09632909
RP11-543P15.1	1675	36.09632909
TMEM133	1676	36.07665678
PRKCSH	1677	36.06436447
AASDHPPT	1678	36.04902066
FADS1	1679	36.02847775
SNORD46	1680	35.98448341
SOD3	1681	35.96805026
ASNSD1	1682	35.94971982
PLEKHO1	1683	35.94181563
DUSP3	1684	35.93775778
EPS15	1685	35.93464341
CDC42EP5	1686	35.9107943
RNU6-3P	1687	35.88621397
MRPL39	1688	35.87846852
DCAKD	1689	35.85468203
SRP72	1690	35.8504661
AKT1	1691	35.82987768
MRPL18	1692	35.80704156
FAM69B	1693	35.77721133
ISOC2	1694	35.71337097
CCNL1	1695	35.67142323
SNHG25	1696	35.63847876
IGSF3	1697	35.63720916
RRP36	1698	35.63552489
CHN1	1699	35.60971584
MAPKAPK3	1700	35.53952955
RABGGTB	1701	35.50609249
DNAJA2	1702	35.49929185
CSNK2A1	1703	35.45159997
MLLT4	1704	35.32797567
JPH2	1705	35.31111438
ING4	1706	35.29263615
SNRPD3	1707	35.25899998
NFYB	1708	35.21845114
HECTD1	1709	35.20328685
MGEA5	1710	35.18985325
FNDC3B	1711	35.15486814
ERP29	1712	35.15222997
MRPS7	1713	35.1443741
PSMD1	1714	35.14252355
GPAA1	1715	35.08416464
IL6ST	1716	35.08306912
ZNF146	1717	35.06261161
AFG3L2	1718	35.05892521
PALLD	1719	35.05286007
NEK7	1720	35.04167914
AARS	1721	35.01324229
THRAP3	1722	34.99840932
TLN1	1723	34.96017636
YWHAH	1724	34.95702978
DLST	1725	34.93963226
DYNC1I2	1726	34.93815444
FBLIM1	1727	34.93749399
ZNF330	1728	34.93397301
TOP2A	1729	34.93235955
NDUFAF3	1730	34.92944096
RARB	1731	34.9200241
PHF1	1732	34.91344278
ACTN4	1733	34.90985123
INSIG2	1734	34.90213403
NDUFA2	1735	34.89499426
MIR133A1HG	1736	34.85275062
GFER	1737	34.84440206
GRSF1	1738	34.84061445
SRSF7	1739	34.81987408
PRPF6	1740	34.81386156
UBE2H	1741	34.80614577
BCAP31	1742	34.79280821
UBQLN1	1743	34.79219448
AC084082.3	1744	34.74269142
NECTIN2	1745	34.71605105
SMARCD3	1746	34.70865516
EMC8	1747	34.69551777
CPNE3	1748	34.66694323
KHDRBS1	1749	34.64318247
RAC3	1750	34.64179184
PUM1	1751	34.64143983
ARCN1	1752	34.63853612
POPDC3	1753	34.63610174
DHX15	1754	34.63148231
CLTA	1755	34.62871188
DLD	1756	34.61132531
GLUL	1757	34.60476965
YIF1B	1758	34.60333623
SAT2	1759	34.59374945
DDX41	1760	34.58876983
RPL26L1	1761	34.58682579
UBL7	1762	34.57215081
RP11-761N21.2	1763	34.56031509
ALDH4A1	1764	34.54347422
ENDOG	1765	34.54257669
DAP3	1766	34.52688104
SON	1767	34.51905743
INPPL1	1768	34.48089364
EFNB3	1769	34.47293847
PFDN2	1770	34.46198032
ZFAS1	1771	34.45875627
RASSF3	1772	34.4402493
CTTN	1773	34.40892195
TIMM17A	1774	34.38271617
KHSRP	1775	34.35778843
C19orf48	1776	34.3546157
BTG1	1777	34.34199275
ATP2B4	1778	34.33701972
RPUSD3	1779	34.30262111
LSM2	1780	34.27848547
RUVBL2	1781	34.26971784
TM9SF4	1782	34.26790066
PSMD10	1783	34.24234723
USP9X	1784	34.24093501
MTX2	1785	34.20941922
NEURL1B	1786	34.17035144
STRA13	1787	34.16317986
ATP6V1D	1788	34.159879
SCYL2	1789	34.1581867
INPP5A	1790	34.15339328
TRAPPC2L	1791	34.15062239
USP28	1792	34.12503386
CECR5	1793	34.1054786
NCBP2	1794	34.10465315
TPM4	1795	34.05395469
FBL	1796	34.04170641
SAT1	1797	34.03218019
PLCL2	1798	34.02659523
NAA38	1799	34.0215713
MMD	1800	34.01018069
PSMD13	1801	34.00496999
SORBS2	1802	34.00304129
FRMD3	1803	33.99158982
SUGP2	1804	33.9723892
ZC3H15	1805	33.97042365
LZTS2	1806	33.96775142
RAB1A	1807	33.95778155
UBE2E2	1808	33.95344431
AGFG1	1809	33.95154677
MAGT1	1810	33.91846389
SCAND1	1811	33.89933978
LTA4H	1812	33.87907714
PQBP1	1813	33.87701009
ACLY	1814	33.87087941
VASP	1815	33.86033735
KIAA2013	1816	33.85348645
LAGE3	1817	33.81828718
FADS2	1818	33.80528062
DAG1	1819	33.79946232
TARS	1820	33.74912783
MARS	1821	33.74612925
PCMT1	1822	33.71416103
CNPY3	1823	33.70200852
EPHA4	1824	33.67723212
KIF13A	1825	33.6364306
RP11-701H24.7	1826	33.60821652
C1orf123	1827	33.59905841
RAB2A	1828	33.55095076
SKP2	1829	33.54937126
PRCP	1830	33.53460181
C12orf10	1831	33.50001175
GNL3	1832	33.4606307
COL5A2	1833	33.4553652
CDIPT	1834	33.45428029
LMAN1	1835	33.43876819
HSDL2	1836	33.40964335
EMC4	1837	33.39875839
CTNND1	1838	33.39643797
ZNF226	1839	33.38863864
PAQR8	1840	33.38034316
TP53BP2	1841	33.36220563
RPAIN	1842	33.32094168
GCAT	1843	33.31098075
LARS	1844	33.28073561
FLII	1845	33.27916749
WDR41	1846	33.27208848
MFGE8	1847	33.22523146
EXOC7	1848	33.21559084
RN7SL767P	1849	33.17581267
RP11-111M22.3	1850	33.16580991
SPCS3	1851	33.15314326
WNT5B	1852	33.09810356
FBXW11	1853	33.09726037
BCKDK	1854	33.08355907
B2M	1855	33.08244361
FBXO18	1856	33.0427085
LRRC41	1857	33.03426643
P3H4	1858	32.9914496
FARSA	1859	32.98971633
OTUB1	1860	32.96116402
B4GALT2	1861	32.92328205
GLOD4	1862	32.9216522
DPM3	1863	32.91227194
NDFIP1	1864	32.8309622
PSAT1	1865	32.80786275
WDR34	1866	32.79161168
VWDE	1867	32.76478781
C11orf57	1868	32.73412871
RPL39P3	1869	32.72205317
ANAPC5	1870	32.67874162
NBR1	1871	32.66081336
HNRNPR	1872	32.64913268
KCTD10	1873	32.64545258
UQCRB	1874	32.63028891
ATAD1	1875	32.60740134
JMJD1C	1876	32.59220482
NRP1	1877	32.58325491
TEAD2	1878	32.58209525
RMND5A	1879	32.54101752
ANKMY2	1880	32.46653667
ATXN10	1881	32.42983022
NPPA	1882	32.42489777
DEGS1	1883	32.41564868
EPB41L3	1884	32.38893274
C15orf41	1885	32.36617373
TNIP1	1886	32.35413383
HIST1H4K	1887	32.30321412
ZBTB37	1888	32.28834624
AKAP12	1889	32.26632994
