gene	RTS
MIR10A	0.038048881
TMEM132C	0.037986427
RGS6	0.037952279
ASS1	0.037951945
HYDIN	0.037860426
EPS8L1	0.037743226
JPH2	0.037643364
MAPT-AS1	0.037565419
FGD5	0.037551197
LOC90246	0.037518977
CLIC6	0.037511852
DYSF	0.037458174
DRAXIN	0.037435284
LOC105372695	0.037371946
SCN2B	0.037313001
PRLHR	0.037251126
FAM167A-AS1	0.03723431
MIR6841	0.037225151
UCP1	0.037198258
GALNT14	0.037161662
VWA5B2	0.037139086
GPR78	0.037131264
HCG21	0.037129452
DPF1	0.037128191
TTLL10	0.037106344
SERTAD4	0.037060263
ETV5	0.037021331
MYO18B	0.036984749
MATN4	0.036958476
TRPC7	0.036941382
LOC101928766	0.03690513
DRD1	0.036809995
ZNF831	0.036808703
GPR12	0.036775545
CCDC8	0.03673586
ACTR5	0.036717071
ADRA2C	0.036675849
LRTM2	0.03667583
EYA2	0.036600542
LOC101927123	0.03658615
FXYD6-FXYD2	0.036534215
PPIE	0.036446619
WNT2B	0.036428997
LINC01168	0.03638021
LINC00606	0.03629368
NKX6-2	0.036226143
RBFOX1	0.036194959
PKD2L1	0.03616431
MIR137HG	0.036040851
KRT7	0.036038195
PCDHGA12	0.036005388
MIR4666A	0.03596976
ADCYAP1R1	0.035945863
AUTS2	0.035939027
OTOF	0.03590767
COL4A2	0.03590596
C9orf62	0.035797227
NPPC	0.035675677
ARHGAP6	0.035642758
ZMYND15	0.03560256
SMOC2	0.035598402
CFAP46	0.035590807
KCNQ3	0.035575984
MCF2L	0.035547822
SCRT1	0.035512856
MT1F	0.03550586
ERC2	0.035495225
KSR2	0.035483697
DNAH2	0.035360248
PCDHGC3	0.035346134
MIR4418	0.035315735
DIO3OS	0.03529507
LOC105378349	0.035244351
LOC401557	0.035186423
CACNA2D3	0.035176183
OTOP1	0.035128899
SCARF2	0.035074654
USH1C	0.035037983
PRTN3	0.03498083
KRT9	0.034973931
TMEM176B	0.034964232
TCERG1L	0.034944515
FAM83F	0.034923947
PLXNC1	0.034897036
MIR196B	0.034871148
GJD2	0.034865716
SLC18A3	0.03483059
CEACAM7	0.034830061
KCNJ12	0.034814431
CADPS	0.034803328
LOC105372441	0.034797359
NHLH2	0.034788907
DPYSL2	0.03477143
KCNMA1	0.034769985
SLCO4A1	0.034748084
TRPC3	0.034746519
LOC442028	0.034740925
MEGF6	0.034731055
ZEB2	0.034722997
KLK3	0.034716474
LOC340090	0.034664116
LINC01727	0.034657931
KCP	0.034651387
KNDC1	0.034651178
BHLHE41	0.034641786
CALB2	0.034619608
HLA-DQB2	0.034601095
PROKR1	0.034476394
GJB2	0.034369181
TSPAN18	0.03425183
POU2F2	0.034247957
LOC101929122	0.03423136
ZFHX3	0.03414076
MAST1	0.034084041
MT1B	0.034050973
FXYD6	0.034034395
FFAR4	0.033953243
LINC01163	0.033950772
RIPK3	0.033899131
KALRN	0.033889149
LINC00269	0.033884238
KCNK18	0.033877511
LOC102724050	0.033876583
RYR3	0.033761184
LINC00473	0.03374578
USP2-AS1	0.03366003
EGFL6	0.033565212
TMEM255A	0.033507707
MTMR9	0.033504501
CLEC4G	0.033494779
CYTH4	0.033490902
RAET1E-AS1	0.033373615
SLC26A9	0.033350961
C20orf166-AS1	0.033167147
COL27A1	0.033037759
TRIM71	0.032961254
CYP19A1	0.032870031
CRABP1	0.032867277
WDR86	0.032834326
MDFI	0.032813767
LOC105378269	0.032772136
SLC35F3	0.032689758
TMEM200C	0.032687903
NRAP	0.032658998
NOTO	0.03263835
CHRDL2	0.032627842
NRGN	0.03259114
MAP6	0.032550305
TSPAN11	0.032523181
KCNK4-TEX40	0.032482753
HS3ST4	0.032476242
KCNK4	0.032447182
LINC01201	0.032445204
FAM172A	0.03229821
AGBL4	0.032246871
LINC01548	0.032206886
GPR50	0.032114993
KCNA4	0.032101118
SH3RF3	0.032067152
RTN4RL2	0.032043068
PADI1	0.032039104
HRH3	0.032031842
ANKRD60	0.032028891
LOC101927746	0.032002144
IKZF3	0.031869512
ABR	0.031841312
KCNK17	0.031820862
CACNG6	0.031785019
LOC100132215	0.031748602
OR4D2	0.031696546
RASSF10	0.031694992
NCCRP1	0.031558747
FHOD3	0.031544234
LINC00112	0.03153172
THCAT155	0.031453517
CAPN6	0.031400125
EPHB3	0.031323188
DUOX1	0.03127535
FLT4	0.031258806
PCK1	0.031250143
UMODL1	0.031226147
IL9	0.031175137
LIPE-AS1	0.031147317
ASCL4	0.031017465
HTR3A	0.031008286
CREB5	0.030996841
LINC01654	0.030909167
CHRM1	0.030806409
CIB4	0.030723883
KCNA5	0.030720061
RNVU1-8	0.030660898
CLEC4GP1	0.030619452
BOK-AS1	0.030601084
RAP1GAP2	0.030403615
KRTAP5-AS1	0.030340353
GPR153	0.030323268
GPR50-AS1	0.030291265
HLA-DPB2	0.030252905
DAB2IP	0.030220966
MIR650	0.030190823
LOC102724084	0.030098833
MIAT	0.030068613
OVOL2	0.030062206
LINC01750	0.030048479
TJP1	0.03003489
CARTPT	0.030018648
MCTP1	0.029999756
LOC285484	0.029989528
HOXA9	0.029953952
TMPRSS2	0.029899479
LINC01016	0.029897628
MSI1	0.029881766
LINC01121	0.02987798
LONRF3	0.029866633
LOC100506688	0.029838504
NCR2	0.029834766
LOC100507277	0.029810937
CD8A	0.029805611
HS3ST2	0.029772595
ST8SIA3	0.029764721
KRT74	0.029755533
PCDH1	0.029739741
LOC284898	0.029734547
TDRD10	0.029689102
MT1IP	0.029629938
TTYH1	0.029610128
TRPM8	0.029601767
GALNT16	0.029591397
PRAMENP	0.029588423
ACTRT2	0.029553541
TSLP	0.029519983
MAPT	0.029489136
PGM5	0.029374973
IKZF1	0.02934903
MIR4291	0.029338345
DPCR1	0.029311082
WNT10B	0.029307633
EPB41L4B	0.029088359
ALOXE3	0.029085924
PLK5	0.029039922
CLMP	0.029033239
GJB6	0.029020718
NPPB	0.028995224
POU3F4	0.028945368
TNNI3	0.02894103
NOS1AP	0.028928214
FGF9	0.028907355
PTPRN	0.0288914
HOXB4	0.028824733
FAM124A	0.028823509
GRIN2A	0.028819521
CACNA1S	0.028734053
FOXI2	0.028673704
DUSP15	0.028667311
FGF17	0.028654805
BAMBI	0.028644063
LAMP5	0.028609815
CCDC85A	0.028588907
GLI2	0.028474684
PSMG3-AS1	0.028444348
PDE11A	0.028416409
KCNIP3	0.028389432
LOC649133	0.028371758
RHBDL3	0.028370491
SULT4A1	0.028362761
RUNX1	0.028297887
CFAP61	0.028285185
NECAB2	0.028283275
REEP1	0.028229724
NWD2	0.028224655
C4orf48	0.028191023
KRT76	0.028122272
LRRC15	0.028100784
MAPK8IP2	0.02807949
SECTM1	0.028051257
PTPN3	0.02803809
NT5C1A	0.028037646
PADI6	0.028021246
PLCE1	0.027995308
KCNA10	0.027950953
BAHCC1	0.027938276
Mar-04	0.02791918
GUCY2F	0.027888581
MIR4462	0.027885961
ANKRD63	0.027871269
DEFB135	0.027815981
SYN3	0.027748148
TMEM266	0.027738474
TNXB	0.027680001
TMEM171	0.027679274
TNFRSF11A	0.027647696
MLN	0.027618436
LOC100133461	0.027594264
MIR1-1	0.027568049
HTR6	0.02755645
MIR6068	0.027516174
MPP2	0.027476917
SLC7A10	0.027470394
SHROOM1	0.027442633
LOC101929234	0.027390656
LOC101929229	0.027386923
KCNK16	0.027368458
SOX21	0.027360313
IFNL2	0.027322974
ROR2	0.027319319
LOC101928847	0.02726456
TBKBP1	0.027246557
LOC100507384	0.027217487
ZNF664-FAM101A	0.027214227
PPARGC1A	0.027189333
MAST4	0.027182961
SHISA9	0.027176039
MEG8	0.027143571
HEPACAM2	0.027086759
PRR25	0.026980091
CORO2B	0.026891175
PTPRT	0.026868968
LOC642366	0.026847014
OR4D1	0.026794671
QSOX2	0.026756863
KRT19	0.026743651
HR	0.02673287
LOC107546764	0.026729768
IFNL4	0.026700454
ARFGEF3	0.026684753
ABO	0.026637349
SLC6A18	0.026619057
GREM1	0.026594814
ECE2	0.02649117
SCGN	0.02642881
PLEKHA6	0.026424945
LINC01422	0.026378518
RASAL3	0.026369846
ACP7	0.026356429
ERICH6B	0.026340727
NFATC2	0.026322824
COL5A1	0.026315343
GNAL	0.026285033
PRKAG2	0.026271787
FAM110D	0.026268581
GPR4	0.026262911
MIR135B	0.026217583
CCKBR	0.026215845
HEYL	0.026195363
PTH2	0.026153495
CELSR1	0.026121941
NEURL1	0.026090524
ANKRD34B	0.026028441
ASPG	0.025996673
GRIK5	0.025994989
PCDHGC4	0.02598782
MT1M	0.025898815
ADCY4	0.025868443
MPZL2	0.025839552
SLC5A1	0.025821955
LOC100505622	0.025803904
TH	0.025779691
MIR1275	0.02574832
FOXE3	0.025718205
GNAO1	0.025706834
WFDC1	0.025685972
MYOM2	0.025659316
ZNF536	0.025596658
COL1A1	0.02557719
TCF24	0.025559242
LHFPL3	0.025497278
TIFAB	0.025476885
REPS2	0.025463933
COL23A1	0.02546333
NHS	0.025449004
KIAA1644	0.025442224
NRG1	0.025440519
SLFN13	0.025434164
LINC01622	0.025429124
CES5AP1	0.025411844
KIAA1462	0.025402055
LEMD1	0.025384342
AGRN	0.025378177
ABCA4	0.025341615
GLI3	0.025322451
FAM19A5	0.025276916
MN1	0.025245333
LOC101927495	0.025236606
LOC105377716	0.025207832
MCC	0.02518024
DLEU1	0.025172008
PPFIA4	0.02515543
UNC5B	0.025140939
LOC105379030	0.025139139
PERM1	0.025075388
DNER	0.025022968
KLKP1	0.024972132
LINC00673	0.024962848
TMEM178B	0.024925766
STAC2	0.02490649
BPIFB1	0.024837085
TNNT2	0.024835751
LOC105375304	0.024828732
SLC38A8	0.024820043
SLC13A5	0.02479436
IQCA1L	0.024757043
NECTIN1	0.024745851
GPC3	0.024696963
PADI3	0.024693393
IL1RAPL2	0.024680969
CCK	0.024669111
TTC34	0.024653934
LOC646548	0.024645761
MIR4539	0.024645271
LINC00463	0.024620634
HES5	0.024566291
TMEM155	0.024533903
URAD	0.024530769
STARD8	0.024511827
NOTUM	0.024510541
RP1L1	0.024508323
HES3	0.024496251
SLC1A6	0.024488359
DMKN	0.024475718
GCGR	0.024458213
LINC01116	0.024443401
ADCY1	0.024430837
LINC00602	0.024381366
HOTAIRM1	0.024370038
LIMS2	0.024340978
HPCA	0.024320133
MIR2277	0.024317608
CACNA1C-IT2	0.024314016
TGFA	0.024301081
ITGA9	0.024268868
GHSR	0.024241813
SLC17A6	0.024196175
C19orf81	0.024180325
VWA2	0.024175673
CRISPLD2	0.024159704
KIF26B	0.024104629
ATP1A3	0.024101926
KRTAP5-5	0.023977693
GLT1D1	0.023950767
MLC1	0.023916806
ETS1	0.02390939
GPR6	0.023908085
LOC101929696	0.023854045
NFATC1	0.023845689
LY86-AS1	0.023794873
CACNG3	0.023769524
C3orf22	0.023765432
PRKCB	0.023734558
CSMD1	0.023726355
LINC00368	0.023709374
ADAMTS2	0.023648586
TMEM233	0.023632326
OPRD1	0.023619513
KCNH6	0.02361897
ARHGEF7-AS2	0.02361857
GGTA1P	0.023593363
FAM155B	0.023577849
LINC01044	0.023562924
LINC00533	0.023549722
RAB11FIP4	0.02351676
WSCD1	0.023485583
PPP1R1A	0.023474077
RIIAD1	0.023425289
PLAGL1	0.023415122
ABCG1	0.023384738
PDE8B	0.023372252
OR6S1	0.023304642
FRMPD3-AS1	0.023263122
CCDC105	0.023237922
DIRC3	0.023212103
TMEM59L	0.023200873
KIF5C	0.023181917
KLK1	0.023166991
LOC100129434	0.023155233
TEAD1	0.023122013
CACNG7	0.023116173
LOC284930	0.023108274
ASB10	0.023080545
CTNNA2	0.023059439
CR2	0.023044831
OGDHL	0.023041155
DUOXA2	0.023030293
OPLAH	0.023022754
PAQR9-AS1	0.02301517
ATP2C2	0.022990681
ZNF718	0.022989725
NR6A1	0.022958084
IGDCC3	0.0229204
HIST3H2A	0.022912112
CPNE4	0.022900708
CRYM	0.022892923
TMEM63C	0.02284276
ADRB1	0.022827194
TPBGL	0.0228199
ZNF467	0.022802922
CNIH3	0.022793885
FCGR2A	0.022760957
ABCC3	0.022754243
CLSTN2	0.022728137
SOX8	0.022726972
CELF2	0.022712787
MAMLD1	0.022673974
IGSF1	0.022608916
IGFBP5	0.022577756
CD1D	0.022554637
MUC4	0.022544835
TSPAN9	0.022542373
LOC440390	0.022539575
POU3F1	0.022535632
FAM167A	0.022521154
KRT72	0.022486016
KCNK12	0.022484187
CIDEA	0.022478241
RSPO3	0.022475844
ZNF518A	0.022449405
ST8SIA5	0.022418333
MIR133A2	0.02239132
SLC18A1	0.022353834
KCNQ1DN	0.022326515
SMPD3	0.022272674
IGFL1	0.022249969
ADGRB2	0.022210142
NRCAM	0.022198694
TEKT4	0.022191917
CHIT1	0.022170005
ARID3C	0.022169777
LVRN	0.022163813
PTCH1	0.022149905
IRS4	0.022103711
C5orf66-AS1	0.022085062
ELOVL2	0.022063868
SHANK3	0.022007803
DLX5	0.021959414
MFNG	0.021945631
SLC6A20	0.021945499
EPOP	0.021938494
PCBP3	0.021936306
SHISA6	0.021926183
FAM69C	0.021914827
ZFR2	0.021881443
COL15A1	0.021874308
NBPF20	0.02186634
CPEB1-AS1	0.021825879
UBXN10	0.021798107
HOXA3	0.021783427
LOC101929237	0.021774856
RIMS2	0.021748792
FLJ16779	0.021745751
ZNF683	0.021740879
PTCHD1	0.021719891
TMEM239	0.021701636
SAMD5	0.021696161
SGPP2	0.021692288
COL5A3	0.021691489
LOC107984640	0.021687716
RARB	0.021668309
LOC283177	0.021636556
NRXN3	0.021632153
KRT83	0.021525518
MSC	0.021503975
LOC643923	0.021496956
LOC101929555	0.021472864
GPM6B	0.021456935
CXCL16	0.021454275
DGCR5	0.021445845
CDX1	0.021378269
LMF1	0.021362764
DACT3	0.021326113
HOTS	0.021323144
SLC6A4	0.021320248
EFNB1	0.021309064
IGDCC4	0.021308508
ENTPD2	0.021302439
TNFRSF8	0.021220003
TCEA3	0.021211354
EHBP1	0.021195771
MGAT4D	0.021180781
NFAM1	0.021176696
CD70	0.02114342
HECW1-IT1	0.021133178
CPXM2	0.021118547
ZFYVE28	0.021105929
KCNN1	0.021091008
PRKAG1	0.021062538
EDAR	0.021049177
EPPIN-WFDC6	0.021041035
LINC00593	0.020978914
LOC643201	0.020976785
SOBP	0.02094807
LOC101927267	0.020939754
SLC6A7	0.020896242
SCTR	0.020885027
DCX	0.02085448
FOXQ1	0.020837312
LL22NC03-63E9.3	0.020808176
ZCCHC12	0.020784277
FLT3	0.020767463
GJB3	0.020752104
CXCR4	0.020710111
OXGR1	0.020699647
RPS6KA2	0.020687514
PIPOX	0.020655604
PRUNE2	0.020640252
EFNB3	0.020634276
FAM163B	0.020559965
SLC36A2	0.020527017
GLRA1	0.020518804
PRICKLE1	0.020480738
LINC01101	0.020445598
IFNA2	0.020433255
TNC	0.020430838
UBASH3A	0.020419569
CSF2RB	0.020415444
UTS2R	0.020398305
ARC	0.020390609
HLA-DOA	0.02038404
KRT2	0.020380545
LINC00029	0.020378594
IGFL2-AS1	0.02037494
SYNPR	0.020373837
NFIC	0.0203281
KCNF1	0.02030343
C3orf80	0.020302198
FOXJ1	0.020301484
RORA	0.02029338
RBPJL	0.020287152
LINC01282	0.02028307
ENTHD1	0.020253959
LINC01384	0.020224821
RING1	0.020223915
SCD5	0.020134252
ACTA1	0.020132997
ASIC1	0.020049696
LOC101930114	0.020045468
CEACAM18	0.020035905
TTC28	0.019993855
COL6A3	0.019985663
APLN	0.019985626
SCN3B	0.019983885
HAPLN4	0.019969704
EPHB2	0.019965343
NBPF25P	0.019963769
AFAP1L2	0.019958723
LINC00628	0.019949535
VWA3B	0.019935237
MAP1B	0.019923757
GPX6	0.019910237
LOC100130370	0.019880816
MIR1253	0.019839699
LINC00176	0.019816589
TNFSF8	0.019813149
CHRNA2	0.019799065
ADRA1A	0.019779714
LOC440982	0.019761675
NBEA	0.019759395
PAQR9	0.019751459
AMOT	0.019722815
CTD-3080P12.3	0.019715973
IGLON5	0.019714922
HLF	0.019693481
S1PR5	0.019679431
LINC01586	0.019664496
COL18A1	0.019647314
LOC101928738	0.019625845
ABCA17P	0.019625786
GNG8	0.019609909
OR6B3	0.01959427
ZIC1	0.019551348
LTBP4	0.019534913
LHFP	0.019533681
COL22A1	0.019531065
PGBD5	0.019522711
FRMPD3	0.01949757
RSRC1	0.019494369
SPNS2	0.019470074
LOC403323	0.019447698
SOWAHA	0.019428475
DLG3	0.019351909
PDE10A	0.019345528
PCSK2	0.019339553
BPI	0.019332891
IFNA8	0.019328336
CCNO	0.019309309
HRH2	0.019304116
PROM1	0.019278526
HHIPL1	0.019268601
PRKCZ	0.019266769
LOC100130238	0.019261499
GLRA4	0.019244281
SARDH	0.019213974
PRPH	0.019202964
GPR139	0.019196867
OAF	0.019186226
TMEM132D	0.019177401
PROP1	0.019141065
CRB2	0.019139676
HAS1	0.019137572
SIDT1	0.019136254
GSC2	0.019119221
NEFH	0.019082642
LOC101928782	0.019050264
HLA-F-AS1	0.019040409
PTPRS	0.019038817
HRH1	0.019015687
PRR5-ARHGAP8	0.018989153
BMI1	0.018944101
C1QTNF1	0.0189358
KCNH1	0.018930302
VIPR2	0.018929491
SPON2	0.018911864
CAPN9	0.018903824
DPP6	0.018847376
TCF20	0.01883887
FAM57B	0.018829505
GPR20	0.01881247
KLK15	0.018786964
GRHL3	0.018742629
RUNDC3A	0.01873461
MRPL23-AS1	0.018728005
DBH-AS1	0.018701324
KRT75	0.018692312
IGFBPL1	0.018672255
LOC101927503	0.018655075
COMMD3-BMI1	0.018603782
GPX8	0.018603321
FAM189A1	0.018584789
MRGPRG-AS1	0.018576501
SCAPER	0.018568125
BTG4	0.018541586
GPC5	0.018519862
FBXL8	0.018516543
NLRP6	0.018489761
LOC105372440	0.018457136
ZCCHC16	0.018443091
CNR1	0.018438561
TESC	0.018432822
BUB1B-PAK6	0.018392656
RUFY4	0.018379046
LINC01107	0.018374041
SPOCK1	0.018346691
PDLIM3	0.018314303
CBLN2	0.018264528
LOC283028	0.018260372
PDCD1	0.0182497
IQSEC1	0.018237059
WNK2	0.018220055
NDNF	0.018209347
PAK6	0.018203356
IGFL3	0.018190905
LINC00051	0.018180726
DAB1	0.018180511
TMEM114	0.018177067
WNT4	0.018164431
CD300A	0.018113949
LINC01166	0.018103184
CRCT1	0.018098715
SIGLEC6	0.018092573
PHOSPHO1	0.018067449
MIR675	0.018064614
CCDC184	0.018063989
CBX4	0.018063505
NCKAP1L	0.018047418
LINC00229	0.018041426
GIMAP1-GIMAP5	0.018031443
MYH6	0.017992499
RAI1	0.017972065
MMP28	0.017967051
DEFB134	0.017940041
LINC01718	0.017933833
TBC1D21	0.017930468
PDIA6	0.017884958
BPIFC	0.017864362
TEX15	0.017863413
PDE4C	0.017856739
ADAMTS8	0.017855439
IL11	0.01784354
NUGGC	0.017814985
BPIFA1	0.017779625
ADRA2A	0.01777199
PIWIL1	0.017767498
CDH13	0.017760908
ZKSCAN7	0.017755444
AFF3	0.017737689
TNFAIP8L3	0.017730806
WDFY4	0.017714808
RHPN1	0.017713279
LOC440461	0.017711257
MAP7D2	0.017670958
EIF4E1B	0.017501438
LOXHD1	0.017500566
SYNDIG1	0.017496473
KY	0.017486818
FOXP2	0.017474476
LINC01558	0.017472415
SCN8A	0.017471493
HTR4	0.017445953
SNTG2	0.017433639
ASTL	0.017431762
FGF14	0.017421227
UTF1	0.017391156
FAIM2	0.017342165
C11orf96	0.017320817
C20orf141	0.017312891
CCDC155	0.017311337
CES5A	0.017301477
PDE6B	0.017297378
FBLN2	0.01729378
PLCB2	0.017281996
CAMKV	0.017280735
CHST15	0.017268091
PNPLA1	0.017256995
LIFR	0.017246497
SHE	0.017244316
KIAA1217	0.017229628
KREMEN2	0.017208334
KIAA1210	0.017185915
CNGB1	0.017185515
EVA1A	0.017148286
SST	0.017147618
ELAVL4	0.0171441
MARCO	0.017140231
CLPSL1	0.017131127
SLPI	0.01710382
ARHGAP9	0.017090992
LINC01248	0.01700646
IL17RD	0.016998796
VN1R10P	0.016988997
DYNC1I1	0.016965115
CADM3-AS1	0.016961566
IFNL3	0.016956332
CDKN2B-AS1	0.016952872
CYP46A1	0.016935598
KANK3	0.016928763
ITIH5	0.016909239
WHRN	0.016864386
PSD	0.016847058
ACE	0.016842163
ADCY8	0.016828488
PTGIS	0.016780174
IGFBP1	0.016779761
ESR1	0.016736656
SKAP2	0.016735482
EPAS1	0.016730679
RAB3B	0.016702857
COL9A1	0.016688356
NOG	0.016674358
LOC101928583	0.016671139
EMILIN2	0.016670383
TSNARE1	0.016654674
M1AP	0.01661506
FBXO39	0.016611905
UBL4B	0.016583971
SHROOM2	0.016567576
WNT2	0.016557481
LRAT	0.016551009
B4GALNT1	0.016545311
HLA-B	0.016544653
CPZ	0.016540842
HTR2C	0.016526593
CDK18	0.016524929
SLC25A21	0.016479496
NDUFA4L2	0.016461142
LOC100996325	0.016454506
TMEFF2	0.01643764
KANK4	0.016435073
PPP4R4	0.016421764
C20orf85	0.01638537
B4GALNT2	0.016382419
MTUS2	0.016373467
ACSS1	0.016355402
LGI2	0.016318053
MAPK4	0.016314233
PALM2	0.016301843
STUM	0.016295866
FRG2C	0.016221075
FRG2EP	0.016221075
MID2	0.016196864
CAPN13	0.016194843
ZNF175	0.016191147
KRT3	0.016187959
KCTD16	0.016186798
SLFN11	0.016175178
SLC22A3	0.016169051
DNAH10	0.016153048
GATM	0.016132494
AMN	0.016129058
ICOSLG	0.016121114
DDAH1	0.016116273
EXOC3L4	0.016081342
NMNAT2	0.016046423
HOXA6	0.016045618
KIRREL3-AS3	0.0160354
SLC4A11	0.016026103
CYP2A13	0.016018183
BAALC-AS2	0.016013573
TMPRSS3	0.015986271
LINC01456	0.015971898
ALOX15	0.015965655
BRSK2	0.015952048
HABP2	0.015951483
C17orf77	0.015950411
RNF223	0.015931423
MIR7159	0.015911888
IL36B	0.015908198
ELFN1	0.015880143
LBX2	0.015844284
ACE2	0.015827776
ABLIM3	0.015813879
SUSD4	0.015804464
GDNF-AS1	0.015799923
LACTBL1	0.015793195
ANKRD20A8P	0.015769299
SOX11	0.015765302
MUC5B	0.015752843
LOC101928358	0.015742282
CYP4F11	0.015721866
NDP	0.015709187
LCA10	0.015704999
CA10	0.015702728
LOC101926935	0.015698748
THSD7B	0.015670352
PLAC1	0.015668447
EPHB1	0.015651559
SERTAD4-AS1	0.01560336
HTRA1	0.015583904
DAGLA	0.015581786
CSMD3	0.015565422
LOC149950	0.015563258
PROKR2	0.015555143
LINC00866	0.015512856
LOC100128239	0.01550898
BPIFA3	0.01549681
HOXB-AS1	0.0154853
GPC4	0.015474455
TRIM15	0.015441438
DANT2	0.015423408
TNFRSF13C	0.015420714
PLPP2	0.015419664
WFDC2	0.015402014
HDAC8	0.015399203
PCDHA1	0.015395873
MIR1915	0.015352147
ARHGEF4	0.015342641
CLDN2	0.015333705
PPP1R1B	0.01532549
PRIMA1	0.015323284
GREB1L	0.015293543
OSMR-AS1	0.01526
PRTG	0.015248184
SSTR2	0.01523615
ADAM11	0.015220511
CNTNAP2	0.015204245
LINC00092	0.015195185
GALR1	0.015175483
SOST	0.015174519
GHRHR	0.015174009
DOC2B	0.01517196
SRPX	0.015167316
DSCAM	0.015153588
ADAMTS18	0.015152564
ATP6V1C2	0.015148982
MAEL	0.015135186
TBC1D30	0.015133251
MIR7154	0.015126242
CD300LG	0.015122741
ALPPL2	0.015119574
CAMKMT	0.01509522
LGR5	0.015084621
LOC105373984	0.01508188
ATG9B	0.015081767
FCRLB	0.015078175
WIPF3	0.015077145
PIK3R5	0.015075163
VAT1L	0.015066473
HEMGN	0.015033703
ANGPT4	0.015031753
ZNRF3	0.0150299
C1QTNF1-AS1	0.014993617
GRIK2	0.014975532
PANK4	0.014975311
LINC00659	0.014940376
MEIOB	0.01492684
DIRC3-AS1	0.014920572
PCDHA2	0.014909108
CIITA	0.014905297
NPAS4	0.014901412
PCDH10	0.014898392
HOXB2	0.014868603
MIR31HG	0.014858781
LIN28A	0.014845577
CERKL	0.014842072
KCNA3	0.01482759
GIP	0.014816763
FJX1	0.014812254
ESRP1	0.014809889
PRKCDBP	0.014803508
LINC01756	0.014803409
SCGB3A1	0.014801918
LINC00900	0.01476897
ASTN1	0.014751469
LOC100129636	0.014743449
CXorf36	0.014696617
ROPN1	0.014692911
C10orf71	0.014692291
SLC10A4	0.014682339
ANKS1B	0.014676161
HAP1	0.014673316
MXI1	0.014656491
ADRA2B	0.014648969
FMNL1	0.01463883
CES1P2	0.014637469
FBRSL1	0.014637107
NPY4R	0.014612411
RSPO2	0.014608803
HIST3H2BB	0.014608759
LOC101927359	0.014606223
TFCP2L1	0.014587454
COLGALT2	0.014579503
ABCG8	0.014550576
CHRDL1	0.014533366
CNNM1	0.014511298
NTRK2	0.014509691
LOC101927690	0.014483332
FAXC	0.014462774
PAPLN	0.014456863
EFHD1	0.01443933
FAM83H-AS1	0.014434419
MIR7153	0.014425453
NES	0.014422837
KIAA1024	0.01440136
F13A1	0.01438996
FAM222A	0.01438765
SORBS2	0.01437686
CR1	0.014366208
GCM2	0.014326104
BPIFA4P	0.014323318
RNF182	0.014315784
CASC10	0.01430241
MLPH	0.014302022
FGFR3	0.01429612
EXOC3L2	0.014283481
BAIAP3	0.014281465
STOX2	0.014277653
PRLR	0.014272373
AGAP1	0.014265762
KLHDC8A	0.014254985
GARNL3	0.014206439
DEFA8P	0.0141872
NEFM	0.0141709
MMD2	0.014168463
LOC101929384	0.014165476
SKIDA1	0.014160103
LAYN	0.014155796
CASR	0.014140537
KRT71	0.014133917
KCNG4	0.014130326
SEMA6D	0.014114105
SPSB4	0.014090805
CYP11A1	0.014081478
OLFM2	0.014073234
MORN5	0.014056621
NPAS3	0.014052095
KRT24	0.014041462
MYO7A	0.014032495
KIAA0087	0.014031289
CWH43	0.014030411
MUC16	0.014030182
CHRNA4	0.014023314
EFNA2	0.014013412
SULF2	0.014000251
EXOC6	0.013990231
RPF1	0.013952897
ZBP1	0.013949366
LOC105369438	0.013943275
CDH15	0.013943133
FAM215A	0.013941565
IL2RB	0.013937806
GLYCAM1	0.013924671
MLNR	0.01391927
HSPC324	0.013904887
SLITRK2	0.013902956
LOC100131289	0.013902227
FER1L6	0.013897935
CEACAM3	0.013894549
RASD2	0.013871504
APCDD1L	0.013870666
CCDC3	0.013865221
MUC6	0.013852987
PCSK6	0.013849048
KISS1	0.013834929
OLFML2B	0.013832581
EPPIN	0.013820227
RELN	0.013809728
RBBP7	0.013807705
LOC101929297	0.013807199
DCANP1	0.01380124
CHN2	0.013799013
SNORD32B	0.013787576
RYR2	0.013785059
BATF3	0.013775568
EDA	0.013740306
MGC27382	0.013730296
CDHR1	0.013715153
CEACAM20	0.013708237
