Gene	TriageRank_WT	TriageRank_KO1	TriageRank_KO2	WT2_D14_DS	KO1_D14_DS	KO2_D14_DS
ABCC3	3873	615	466	0.001587309	0.03573167	0.045546179
OCA2	442	672	467	0.049199106	0.031787375	0.045482703
BARX2	147	389	468	0.137148986	0.058894489	0.045427199
OVOL2	2562	349	469	0.003809311	0.067518704	0.045326526
WNT7B	2937	656	470	0.002838238	0.032758227	0.045231705
CEBPA	1613	499	471	0.009116942	0.044503777	0.045213821
WNT9B	2572	475	472	0.003787732	0.047568961	0.045172679
ADRA2C	252	325	473	0.085453515	0.07316304	0.045168872
ETS1	704	575	474	0.028692304	0.03774244	0.045091376
ITIH5	2036	544	475	0.005930817	0.041080241	0.045041031
MSI1	383	471	476	0.059973324	0.047799162	0.045037673
ADGRB2	302	525	477	0.074264523	0.042605448	0.044973408
AQP5	595	835	478	0.034776646	0.024468971	0.044870683
ZNF467	377	484	479	0.060521889	0.046237297	0.04469869
FBLN1	930	505	480	0.020342188	0.043978915	0.044620314
LAMC1	547	476	481	0.038795014	0.047513883	0.044574376
KIRREL	733	546	482	0.027039821	0.040874162	0.044463936
CRYM	1280	377	483	0.01299879	0.06131469	0.044328091
RNF219-AS1	1813	772	484	0.00731696	0.02721796	0.044112359
TRABD2B	1948	267	485	0.006428448	0.089116453	0.044016852
ZEB2	437	954	486	0.04951941	0.020898909	0.043994169
MIR135B	19480	789	487	0	0.026360272	0.043860432
ITGA9	409	429	488	0.054779685	0.05284724	0.043859491
TUB	528	527	489	0.040293867	0.042437983	0.04375632
GALNT18	626	300	490	0.032547777	0.08010178	0.043648568
NTF3	374	289	491	0.0610434	0.082786755	0.043599519
CLSTN2	939	769	492	0.020117775	0.02744922	0.043467592
ATP8B3	475	819	493	0.044889805	0.025155585	0.043433534
MYH10	558	518	494	0.037398738	0.043037014	0.043356594
RNU5E-1	554	576	495	0.03796488	0.037520826	0.043278577
PCDHGB7	760	541	496	0.025957764	0.041267451	0.043204868
OGDHL	311	519	497	0.073047009	0.043018807	0.043103443
L1CAM	2808	706	498	0.003126593	0.030155579	0.04306677
CACNA1C	109	407	499	0.174390955	0.057110767	0.043000753
SOWAHA	3754	540	500	0.001694895	0.041315869	0.042834505
TCEA3	264	459	501	0.082216943	0.049350817	0.042830646
PLEKHA6	424	477	502	0.051107225	0.047239789	0.042827567
TTBK1	1696	643	503	0.008372869	0.033544288	0.042772562
NES	346	551	504	0.06688734	0.040525993	0.042750692
PTGIS	1401	464	505	0.011320217	0.048940217	0.04256669
MMP28	2209	588	506	0.005119173	0.036948518	0.042508739
NKX3-1	231	410	507	0.095479233	0.056543588	0.042445246
RPL38	498	523	508	0.042706863	0.042695857	0.042345268
HS3ST4	1551	534	509	0.009666668	0.04170795	0.042193652
CXCL16	1864	538	510	0.006917964	0.041482197	0.042122059
FZD2	542	578	511	0.039421894	0.037427678	0.042121457
SALL3	664	424	512	0.030510101	0.053552475	0.042006872
PCDHGA10	426	661	513	0.051047981	0.03229574	0.041917013
FRAS1	905	513	514	0.021012477	0.043220298	0.041757582
GREB1L	763	480	515	0.025789142	0.046660331	0.041696227
PPP1R1A	234	553	516	0.093248743	0.039958825	0.041454121
TGFBI	2006	550	517	0.006134614	0.040585396	0.041280536
KCNK13	578	487	518	0.035853971	0.045839682	0.041035494
PTPN5	825	320	519	0.023726146	0.074365426	0.040977064
FAM83F	2861	326	520	0.00298768	0.072480539	0.040877131
GJB2	610	581	521	0.034037097	0.037312394	0.040819065
HLA-G	846	236	522	0.023080848	0.100439569	0.040752395
DDAH1	534	498	523	0.040005828	0.044840166	0.040536188
ZFHX3	609	502	524	0.034112618	0.044355977	0.040509397
LINC00176	2602	597	525	0.003682137	0.036782105	0.040451567
GRIP2	2604	488	526	0.003681018	0.045770339	0.040417763
KAZN	410	539	527	0.054535809	0.041417664	0.040356446
OPLAH	454	666	528	0.047717685	0.032033832	0.040216709
GNAS-AS1	18875	1193	529	0	0.015931078	0.040210294
RSPO1	1183	392	530	0.014606755	0.058739685	0.040101901
POU2F3	766	381	531	0.025439683	0.060638379	0.040036141
RSPO2	1587	607	532	0.009365968	0.036050525	0.039875975
PDLIM3	458	758	533	0.047199209	0.02781614	0.03985112
HIST1H4F	502	504	534	0.042406544	0.044131129	0.039831603
RPS6KA2	587	584	535	0.035227074	0.037137612	0.039701675
GPR78	3126	621	536	0.002511613	0.035217383	0.039697252
SCD5	943	482	537	0.020048891	0.046450986	0.039667119
CACNA1D	209	463	538	0.104014758	0.049026817	0.039609013
DACT3	266	729	539	0.081359987	0.029319443	0.039442165
PDE2A	638	653	540	0.031777459	0.03302315	0.039353141
DGAT2	923	572	541	0.020563851	0.037849812	0.039312709
PDE4A	897	1054	542	0.021205919	0.018392748	0.039245798
HES1	728	529	543	0.027307586	0.042297259	0.039241799
FBLN2	481	834	544	0.044108261	0.02452273	0.039207738
SAMD11	197	516	545	0.113527754	0.043160567	0.03896757
VAT1L	1160	625	546	0.014973933	0.034798176	0.038891597
ZFHX4	514	532	547	0.041216712	0.041979795	0.038788221
CHAT	18565	849	548	0	0.023960528	0.038688931
SLC22A3	1283	451	549	0.012950298	0.050388499	0.038651903
RSRC1	543	526	550	0.039089828	0.042572707	0.038581297
GLI3	566	697	551	0.036772012	0.030454605	0.038493271
CPLX1	818	1389	552	0.02397616	0.0128374	0.038477791
NOG	570	535	553	0.036627723	0.04161399	0.038407566
SCAPER	495	602	554	0.042843401	0.036289207	0.038398998
HES2	1331	316	555	0.012182599	0.07581056	0.038367567
HOXC13	18969	413	556	0	0.056006245	0.038264328
PPFIA4	282	570	557	0.077762881	0.037927202	0.038234365
SLC26A10	1045	2359	558	0.017458181	0.005193593	0.038205788
FJX1	1063	543	559	0.016998769	0.041144143	0.038171791
HMGA2	630	603	560	0.032328235	0.036238376	0.038111762
MAST4	466	521	561	0.046007686	0.04275133	0.038097136
SCN4B	667	548	562	0.030278048	0.040747333	0.038043095
HOXB2	485	679	563	0.04368117	0.031154737	0.037904413
RIMS4	238	395	564	0.091906193	0.058416407	0.037814272
KCNQ1	57	854	565	0.257796001	0.023902153	0.03775104
CCND2	700	591	566	0.028840433	0.036897105	0.037726857
APLNR	757	481	567	0.026075049	0.046573584	0.037714109
MTUS2	427	515	568	0.050939074	0.043211284	0.037583153
SH3RF3	1146	566	569	0.015194358	0.038402269	0.037531533
DLG3	430	596	570	0.050528659	0.036809865	0.037519126
RBM20	222	611	571	0.098463098	0.035857327	0.037411763
FMOD	1890	604	572	0.006716122	0.036204581	0.03737568
BMI1	616	520	573	0.033224332	0.042754177	0.037351302
PRKCZ	633	608	574	0.032157422	0.035996783	0.03714292
HEY2	167	660	575	0.12552905	0.032389138	0.037139558
HABP2	5317	454	576	0.000833416	0.049923075	0.036768669
FOXI3	1414	380	577	0.011154534	0.060726382	0.036557789
PTCH1	771	555	578	0.02524209	0.039551737	0.036537437
ASIC4	211	1550	579	0.102752496	0.011006251	0.036462333
GALNT14	935	361	580	0.020223488	0.06537084	0.036416047
ZNF521	472	592	581	0.04526723	0.036885326	0.036190901
FGF19	18792	294	582	0	0.081174852	0.03601678
RHOU	1828	589	583	0.007175231	0.036932663	0.035711832
PCDHGC3	970	802	584	0.019522422	0.025777652	0.035578737
TUBB2B	603	629	585	0.034350826	0.034620852	0.035456889
RNF128	3141	531	586	0.002493386	0.042130567	0.035446924
KCTD16	1320	753	587	0.012334955	0.02804781	0.035278598
SLC1A6	2123	558	588	0.005498767	0.039201116	0.035242542
SMTNL2	440	590	589	0.049432599	0.036921992	0.035233627
CCDC184	3378	1083	590	0.002126676	0.017736703	0.03523221
ECEL1P2	2966	774	591	0.002795326	0.027208925	0.035220281
QSOX2	490	500	592	0.04314613	0.044386229	0.03520938
ETV5	263	557	593	0.082333058	0.03927861	0.035176978
RPF1	469	594	594	0.045623276	0.036840456	0.035174221
ATP6AP2	643	586	595	0.031621601	0.037027116	0.035135627
SARDH	942	708	596	0.020051759	0.030064525	0.035129541
PRICKLE1	406	799	597	0.055397973	0.02591242	0.03500388
PCSK1N	1188	636	598	0.014525984	0.034155902	0.034960462
DUSP4	721	442	599	0.027491708	0.05142635	0.034699821
ACTC1	402	612	600	0.056825331	0.035828184	0.034571654
TPM1	549	633	601	0.038681524	0.034478229	0.034540195
C20orf166-AS1	224	3734	602	0.097743128	0.002061901	0.034329213
CLYBL	433	690	603	0.049931856	0.030804707	0.034291554
PANK4	529	637	604	0.040288362	0.034055575	0.034228122
ADGRA2	928	931	605	0.020412443	0.021640764	0.034211189
SLC8A2	448	1023	606	0.048542109	0.019117915	0.034165364
IQSEC1	612	574	607	0.033895451	0.037742729	0.034161176
EPB41L3	488	577	608	0.043185703	0.037512243	0.034118362
PRKAG2	271	716	609	0.080249347	0.029840608	0.03407773
MMP2	1167	695	610	0.014896915	0.030508672	0.034067213
OVOL1	2802	375	611	0.003137263	0.061676344	0.034020306
ARHGEF12	611	619	612	0.033990652	0.035277178	0.034006657
FGFR2	852	587	613	0.022920876	0.0369718	0.033973463
GLI2	575	803	614	0.036205521	0.025763525	0.03396571
EGFR	3229	639	615	0.002335922	0.0338182	0.033922815
DYSF	207	417	616	0.105506262	0.054709868	0.033905663
ANKRD1	532	632	617	0.040144291	0.034512234	0.033787051
CCDC33	185	635	618	0.117804252	0.034264316	0.033775005
CRABP2	588	652	619	0.035172075	0.033042898	0.033772671
DCHS2	6306	745	620	0.000606883	0.028388411	0.033673201
SPON2	2594	751	621	0.003706433	0.028089494	0.033627237
IGDCC4	1088	737	622	0.016679645	0.028948861	0.03354413
CTTN	707	613	623	0.028452493	0.035816417	0.033476513
C10orf11	348	885	624	0.066511661	0.023044694	0.03343507
SLC16A2	944	617	625	0.020006752	0.035404909	0.033422694
TMEM255A	463	675	626	0.046339317	0.031551554	0.033419411
PTP4A3	413	693	627	0.054288886	0.030591978	0.033324507
EBF3	349	403	628	0.066312743	0.05747388	0.033310761
NPNT	1122	768	629	0.015958639	0.027487782	0.033228262
KCNK12	2457	401	630	0.004180849	0.057738083	0.033201539
PITX1	2862	560	631	0.002987266	0.039109785	0.03299092
ELFN1	548	649	632	0.038763866	0.033223175	0.032936107
NFATC2	535	663	633	0.040001994	0.03216392	0.032904743
CHST8	652	512	634	0.031158519	0.043245415	0.032848282
ANKRD34B	6200	882	635	0.000624293	0.023095336	0.032727044
CRB2	734	782	636	0.026983352	0.026694804	0.03264255
ECE2	828	573	637	0.023665907	0.0377539	0.032627293
TRIM55	504	665	638	0.042330208	0.032106583	0.032605627
EFHD1	1202	593	639	0.014171868	0.036877746	0.032604851
SORBS2	423	795	640	0.051115989	0.026058229	0.032510422
MAP6	1052	598	641	0.017285436	0.03661405	0.032465687
SLC35F3	654	562	642	0.031133932	0.039006903	0.032411736
TP73	940	623	643	0.020097802	0.03486804	0.032308547
TENM3	951	659	644	0.019830306	0.032437413	0.032292352
ANKRD63	339	701	645	0.06849488	0.030309831	0.032268728
BEAN1	1198	1027	646	0.014285118	0.019017403	0.03225142
GPC4	849	727	647	0.022955752	0.029386131	0.03216472
MAFA	505	501	648	0.042247109	0.044375903	0.032156895
TMEM171	20131	628	649	0	0.034671545	0.031942922
PCDH10	1925	777	650	0.00651748	0.02689865	0.031915843
MAPK8IP2	1563	890	651	0.009554429	0.022886651	0.031737127
LTBP4	567	944	652	0.036703799	0.021085411	0.031652463
SHROOM3	786	668	653	0.024808061	0.03200169	0.031570144
TMPRSS2	4713	673	654	0.001061253	0.031785024	0.031549661
DBH	2061	1175	655	0.005783626	0.016209482	0.031546789
RAB3B	803	511	656	0.024410586	0.04330171	0.031460379
PLAGL1	632	1025	657	0.032188941	0.019088806	0.031458234
SERPINA7	19953	872	658	0	0.023366149	0.031409378
CBX4	416	812	659	0.053127273	0.025337094	0.031399287
HIST3H2BB	636	567	660	0.031976688	0.038395829	0.031367122
TMEM176B	274	722	661	0.079474306	0.02960293	0.03132687
IRX4	5	235	662	1.242083551	0.100794772	0.031318063
NTRK2	3512	579	663	0.00195996	0.037391598	0.031190358
FAM19A5	1074	452	664	0.016859155	0.050278415	0.031109147
FGD5	1665	472	665	0.008639032	0.047731319	0.031039269
PMP22	602	671	666	0.034400359	0.031788524	0.030955635
TTC28	507	762	667	0.042047261	0.027676812	0.03081638
TCEA2	615	709	668	0.033589284	0.030062512	0.030787757
ELFN2	18739	738	669	0	0.028887428	0.030786143
CAV1	1392	778	670	0.011431243	0.026840363	0.030781801
ALDH1A3	2266	443	671	0.004886841	0.051413248	0.030756776
EPHB2	381	644	672	0.060066373	0.033501461	0.030744822
GADD45G	855	599	673	0.022733819	0.036599392	0.030728737
ATP2B2	1346	1003	674	0.01199776	0.019429147	0.030718455
LAD1	826	646	675	0.023721126	0.033440404	0.030643411
FAM89A	865	719	676	0.022390837	0.029635803	0.03055077
IQSEC2	375	704	677	0.060914718	0.030189423	0.030518125
SEMA6D	451	766	678	0.048333919	0.027499076	0.030385169
FOXO6	277	1177	679	0.078795335	0.01613643	0.030338398
LHX1	819	2217	680	0.023973412	0.005856369	0.030314378
PRLR	2118	600	681	0.005516079	0.03648024	0.030245532
CFAP77	382	18851	682	0.059980151	0	0.030199472
KNDC1	356	896	683	0.065679974	0.02265768	0.03019428
POLG	706	648	684	0.028511638	0.033288326	0.030151335
RYR2	412	683	685	0.054483748	0.031025238	0.030137666
WFDC2	640	547	686	0.031673808	0.040873754	0.030126881
ZNF718	614	554	687	0.033665389	0.039602391	0.030063268
PCDH1	1946	564	688	0.006438198	0.038619486	0.030001818
TM4SF5	4202	934	689	0.001329968	0.021508035	0.029968434
TMEM54	850	630	690	0.022945702	0.034572125	0.029784585
RUNX1	4913	767	691	0.000980532	0.027491348	0.029758614
HSD17B2	3277	746	692	0.002258796	0.028312135	0.029666956
DUOXA1	1037	485	693	0.017683257	0.04590247	0.029606556
FAM110D	460	494	694	0.046704729	0.04526507	0.029593813
CCND1	785	624	695	0.024818534	0.034854331	0.029593795
MXI1	506	568	696	0.042209384	0.038175835	0.029593031
SEZ6	1040	1351	697	0.017607389	0.013406468	0.029504159
GALNT16	1064	561	698	0.016996672	0.039065448	0.029377435
HOXB9	18965	2965	699	0	0.003338749	0.029372278
POMC	1451	684	700	0.010714624	0.031010752	0.029165084
TACC1	847	726	701	0.023039898	0.029409766	0.02912787
CDH3	753	702	702	0.026176371	0.030294547	0.029109158
CBLN1	189	874	703	0.115983173	0.023283414	0.029103827
RAI1	869	713	704	0.022153245	0.029963718	0.029035275
FBXO2	1065	755	705	0.016991168	0.027997453	0.028887389
RELN	651	800	706	0.031224762	0.025821036	0.028837728
ZNF185	841	788	707	0.02328863	0.026419592	0.028825571
BARX1	18380	634	708	0	0.034278101	0.028773615
PTPN3	492	658	709	0.043039523	0.032626672	0.028757549
PCDHGA11	1245	797	710	0.013520719	0.025995846	0.028726738
FIBCD1	1528	493	711	0.009950201	0.045394667	0.028713004
KCNJ5	73	911	712	0.224429632	0.022184062	0.02865322
PRSS12	1723	680	713	0.008111474	0.031100017	0.028649578
CHN2	932	689	714	0.020278525	0.030808978	0.028572068
SPSB4	487	688	715	0.043279067	0.030832535	0.028422171
EGFL7	544	801	716	0.038944679	0.025782211	0.028400913
ZKSCAN7	592	787	717	0.034894861	0.026438243	0.028330906
FOXL2NB	927	804	718	0.020458792	0.025717769	0.028296339
TNS3	1681	700	719	0.008493764	0.030313567	0.028268759
NOS1AP	723	873	720	0.027422999	0.023303294	0.028177945
MIR1915	569	750	721	0.036640425	0.028171262	0.028156412
MT1G	19602	20008	722	0	0	0.028024965
TMEM92	1109	694	723	0.016267687	0.030555106	0.027927351
WNT10A	1493	402	724	0.010300258	0.057731634	0.027870381
TSPAN11	292	1244	725	0.076395408	0.015186385	0.027867072
CPVL	742	754	726	0.026610731	0.028027048	0.02765616
ABCA4	2139	674	727	0.005414818	0.031625623	0.027611987
MN1	574	1369	728	0.036358894	0.013120061	0.027574425
MBNL2	811	860	729	0.024236789	0.023750143	0.027556591
C1QL1	151	1916	730	0.134813881	0.007770751	0.027532663
ULBP1	553	337	731	0.03812254	0.069608325	0.027517005
MIAT	2855	1353	732	0.003000297	0.013397619	0.027429455
CYS1	1752	775	733	0.007829055	0.027002096	0.027404606
AGAP1	622	707	734	0.032663559	0.030071951	0.027349767
SYT15	2809	748	735	0.003125771	0.028237234	0.027295651
GPRC5C	915	744	736	0.020761	0.028488623	0.027133373
SHROOM2	1004	791	737	0.018477936	0.026249042	0.027058385
LRP2	2127	667	738	0.005483218	0.032005191	0.027030138
EFNB2	1144	760	739	0.015237962	0.027767581	0.027015279
PCSK6	1748	714	740	0.007856858	0.029943148	0.026902584
KCTD15	608	784	741	0.034164037	0.026633675	0.02683381
CDKN1C	934	734	742	0.02023827	0.029146513	0.026617108
DAB1	541	601	743	0.039574588	0.03645205	0.026509295
OBSL1	688	805	744	0.029351347	0.025715564	0.026478897
ALOX15	1678	1587	745	0.008513957	0.010755253	0.026478413
PGBD5	2560	676	746	0.003816149	0.031475245	0.026476483
PPFIBP2	1556	747	747	0.009606192	0.028275567	0.026462467
FLJ16779	4180	1096	748	0.001346106	0.017554874	0.026455049
MIR10A	971	1323	749	0.019462363	0.013953521	0.02639016
CALB2	618	691	750	0.033182484	0.03071554	0.026361432
CHST1	937	932	751	0.020154114	0.021554847	0.026321077
MBNL3	1876	717	752	0.006844897	0.029781284	0.026309519
LMO2	108	530	753	0.174745685	0.042273486	0.02630355
BCL9	717	712	754	0.027683884	0.030016315	0.02623093
ST14	1542	614	755	0.009830442	0.035775942	0.02621964
TMEM164	844	730	756	0.023099376	0.029287743	0.026192949
DLL1	546	367	757	0.038896955	0.063607241	0.026126669
PTK2	831	780	758	0.023591634	0.026813696	0.025987387
SAMD5	3542	851	759	0.001922256	0.023943027	0.025916362
RORA	834	687	760	0.023492812	0.030883462	0.025894793
SLC12A7	1017	822	761	0.01829972	0.025046424	0.025734319
PRDM1	2268	759	762	0.004874747	0.027773796	0.025720562
SFTA3	19961	20150	763	0	0	0.02557021
KCNK10	4658	715	764	0.001084935	0.029941846	0.02555302
RAET1E-AS1	718	647	765	0.027679147	0.033414805	0.025491104
PIPOX	744	1223	766	0.026594565	0.015510469	0.025457142
IGF2BP2	794	821	767	0.024656249	0.025151971	0.02537045
PAK3	583	710	768	0.035478185	0.030035991	0.025352937
CASC10	525	809	769	0.040710827	0.025556683	0.025260507
BCL11B	419	1005	770	0.051733955	0.019392871	0.025223662
DNAH2	1039	790	771	0.017608477	0.026342782	0.025131807
NBEA	580	875	772	0.03581004	0.023272406	0.025126541
KCTD1	978	733	773	0.019367955	0.029198843	0.025119893
BAHCC1	606	770	774	0.034259325	0.027422276	0.025111996
MYH14	1333	837	775	0.01216862	0.024396628	0.025082083
FOXD2	18815	19694	776	0	0	0.025081629
NRP2	599	793	777	0.034597415	0.026150658	0.025063809
TRIM36	428	1130	778	0.050907374	0.016938531	0.025062174
EPHA4	613	705	779	0.033860384	0.030176483	0.025001717
ZNF423	476	728	780	0.044876707	0.029367084	0.024987646
NPAS1	593	1035	781	0.03482728	0.018732045	0.024977907
GOLT1A	1770	861	782	0.007690783	0.023729473	0.024880328
ATF3	1234	816	783	0.013751289	0.025276895	0.024869173
GDF10	872	3236	784	0.022037344	0.00280022	0.024856783
SCN8A	1558	740	785	0.0095875	0.028674733	0.02485544
TNRC18	863	847	786	0.022490178	0.023985136	0.024809766
EPS8L2	1171	815	787	0.014853931	0.025280425	0.024796112
MET	2971	859	788	0.002790229	0.023767337	0.024735876
EPB41L4B	1298	721	789	0.012683569	0.029629402	0.024735107
CDH4	693	1136	790	0.029104948	0.016789689	0.024698938
NR2F1	1352	982	791	0.011885408	0.019960454	0.024694123
SLCO2B1	11408	756	792	0.000234701	0.027933169	0.024689874
WNT1	1038	1247	793	0.017633227	0.015119699	0.024665666
LEMD1	1376	1167	794	0.011583812	0.016349551	0.024663456
AVP	3595	1107	795	0.001851513	0.017370872	0.024637147
RNU5D-1	681	1106	796	0.029664305	0.017383036	0.024595156
PRDM16	45	866	797	0.339566276	0.023515161	0.024407454
B4GALNT2	2967	1265	798	0.002795312	0.014798803	0.024399026
NFASC	1250	813	799	0.013470855	0.025317189	0.024341788
CREB5	949	792	800	0.019858916	0.026182264	0.024294597
KCNJ4	187	1230	801	0.11683864	0.015408552	0.024279724
AHNAK	1147	838	802	0.015185784	0.024371113	0.024241822
MCF2L	385	781	803	0.059875108	0.026794674	0.024188052
IRF6	1242	764	804	0.013565619	0.027669997	0.024177402
KLK6	2468	832	805	0.004164687	0.024588448	0.024149145
ADAMTS9	748	830	806	0.026380133	0.02461764	0.024082026
VSNL1	1229	752	807	0.013796772	0.028080632	0.024079059
NXPH2	1330	1043	808	0.012184851	0.018593243	0.024019907
DAGLA	1400	681	809	0.011344684	0.031083613	0.024011487
MIR1-1HG	60	926	810	0.249576157	0.021818887	0.023984739
SOX11	552	930	811	0.038388784	0.021689362	0.023970197
SLC6A4	1640	763	812	0.00886083	0.027674272	0.023911026
CASZ1	99	437	813	0.18462126	0.052184919	0.023910716
CACNA1H	268	1206	814	0.080897584	0.015759735	0.023876575
KCNF1	2529	641	815	0.003923014	0.033683231	0.023865439
LPIN1	584	841	816	0.035299183	0.024334704	0.023666535
TMEM178A	843	1095	817	0.023143501	0.017559542	0.023656739
CUX2	205	936	818	0.106710558	0.021450886	0.023653719
INPP5A	605	776	819	0.03429525	0.026916675	0.023646379
FOXJ1	1486	563	820	0.010356649	0.038923712	0.02364486
SORCS3	80	807	821	0.213063169	0.025667708	0.023582781
MID2	629	806	822	0.0323628	0.025713865	0.023576581
CHST15	1072	670	823	0.016879867	0.0317895	0.023565086
DPYSL5	116	408	824	0.168121945	0.057084628	0.023523875
ANTXR1	662	1143	825	0.030627535	0.016715632	0.023478803
