gene	DS	TRIAGE_RANK
815	ANTXRLP1	3.61e-05	16489
816	ANXA1	0.000210209	11771
817	ANXA11	0.000494887	6875
818	ANXA13	6.72e-05	15662
819	ANXA2	0.001212496	4298
820	ANXA2P1	0	17962
821	ANXA2P2	0.002826689	2882
822	ANXA2R	0.001658651	3710
823	ANXA3	0.00170833	3668
824	ANXA4	0.001322537	4132
825	ANXA5	0.002658532	2955
826	ANXA6	0.000995344	4738
827	ANXA7	0.00037682	8155
828	ANXA8	2.3e-07	17843
829	ANXA8L1	3.23e-06	17710
830	ANXA9	0.000584406	6282
831	AOAH	8.69e-05	15164
832	AOAH-IT1	0	17963
833	AOC1	0.000831715	5199
834	AOC2	5.79e-05	15889
835	AOC3	7.15e-05	15543
836	AOC4P	0	17964
837	AOX1	4.03e-05	16343
838	AP1AR	0.000237341	11054
839	AP1B1	0.000305829	9435
840	AP1G1	0.000215817	11608
841	AP1G2	0.000126774	14163
842	AP1M1	0.00018072	12617
843	AP1M2	0.000597069	6207
844	AP1S1	0.011720544	1355
845	AP1S2	0.00131082	4147
846	AP1S3	2.51e-05	16840
847	AP2A1	0.00028586	9861
848	AP2A2	0.000395	7904
849	AP2B1	0.000944363	4873
850	AP2M1	0.000338701	8796
851	AP2S1	0.000428612	7492
852	AP3B1	0.009616387	1542
853	AP3B2	0.000711164	5646
854	AP3D1	0.000291456	9752
855	AP3M1	0.000183205	12552
856	AP3M2	0.000340525	8760
857	AP3S1	0.000403768	7791
858	AP3S2	0.000210857	11759
859	AP4B1	8.28e-05	15275
860	AP4B1-AS1	0	17965
861	AP4E1	0.000209318	11792
862	AP4M1	9.81e-05	14899
863	AP4S1	0.000196247	12159
864	AP5B1	0.001402514	4029
865	AP5M1	0.000110798	14574
866	AP5S1	8.75e-05	15154
867	AP5Z1	0.000220042	11498
868	APAF1	0.000171304	12878
869	APBA1	0.001719356	3658
870	APBA2	0.002644965	2968
871	APBA3	0.000127423	14146
872	APBB1	0.001663177	3707
873	APBB1IP	8.57e-05	15197
874	APBB2	0.007868829	1714
875	APBB3	9.1e-05	15077
876	APC	0.000577499	6319
877	APC2	0.087684756	244
878	APCDD1	0.011923478	1337
879	APCDD1L	0.002522975	3051
880	APCDD1L-AS1	0.004855644	2215
881	APEH	0.000473423	7033
882	APELA	0.000155755	13334
883	APEX1	0.000115491	14458
884	APEX2	0.000884127	5027
885	APH1A	0.000158243	13252
886	APH1B	0.00038807	7993
887	API5	0.000362789	8393
888	APIP	0.000146226	13609
889	APITD1-CORT	1.14e-05	17356
890	APLF	0.000375697	8178
891	APLN	0.004809218	2223
892	APLNR	0.028346301	706
893	APLP1	0.001234899	4258
894	APLP2	0.002330186	3166
895	APMAP	0.000668441	5844
896	APOA1	0.000227169	11327
897	APOA1-AS	3.9e-05	16388
898	APOA2	5.09e-05	16047
899	APOA4	0.000170201	12907
900	APOA5	0	17966
901	APOB	0.000696897	5705
902	APOBEC2	0.000623585	6068
903	APOBEC3A	0	17967
904	APOBEC3B	0.000190216	12328
905	APOBEC3B-AS1	0	17968
906	APOBEC3C	0.000278845	10022
907	APOBEC3D	0.000161883	13146
908	APOBEC3F	0.00036022	8431
909	APOBEC3G	0.000402783	7804
910	APOBEC3H	0.000397767	7867
911	APOBEC4	7.47e-05	15458
912	APOBR	0	17969
913	APOC1	0.000243636	10899
914	APOC1P1	0	17970
915	APOC3	3.34e-05	16566
916	APOD	0	17971
917	APOE	0.002219685	3243
918	APOF	1.09e-05	17383
919	APOH	0	17972
920	APOL1	0	17973
921	APOL2	0.000126235	14183
922	APOL3	7.05e-06	17553
923	APOL4	0	17974
924	APOL6	1.94e-06	17753
925	APOLD1	0.000211331	11742
926	APOM	4.36e-05	16252
927	APOO	0.002994885	2804
928	APOOL	0.000636776	5986
929	APOOP5	1.17e-05	17346
930	APOPT1	9.18e-05	15051
931	APP	0.002404919	3115
932	APPBP2	0.000331361	8935
933	APPL1	0.00030034	9565
934	APPL2	0.000301688	9531
935	APRT	0.000252636	10671
936	APTR	0.000144539	13664
937	APTX	0.000196024	12167
938	AQP1	0.0031963	2707
939	AQP10	0.000750098	5505
940	AQP11	0.000158768	13238
941	AQP2	0	17975
942	AQP3	0.000954283	4855
943	AQP4	0.000136087	13887
944	AQP4-AS1	0	17976
945	AQP5	0.067316986	334
946	AQP6	0.000478995	6983
947	AQP7	0.000111248	14562
948	AQP8	0.000184575	12495
949	AQP9	0.003065052	2770
950	AQR	0.000230697	11245
951	AR	0.00060743	6149
952	ARAF	0.001037835	4641
953	ARAP1	0.000419756	7592
954	ARAP2	0.000124391	14226
955	ARAP3	0.000166828	13000
956	ARC	0.009476238	1552
957	ARCN1	0.000297722	9619
958	AREG	9.1e-07	17797
959	AREL1	0.000268738	10268
960	ARF1	0.012392366	1303
961	ARF3	0.000440475	7359
962	ARF4	0.000399901	7839
963	ARF4-AS1	0	17977
964	ARF5	0.000460841	7154
965	ARF6	0.000120848	14322
966	ARFGAP1	0.001048091	4615
967	ARFGAP2	0.000213349	11684
968	ARFGAP3	0.000402024	7810
969	ARFGEF1	0.000322209	9109
970	ARFGEF2	0.000524634	6659
971	ARFGEF3	0.006692698	1852
972	ARFIP1	0.000361297	8415
973	ARFIP2	0.000135306	13914
974	ARFRP1	0.000194338	12216
975	ARG1	9.16e-06	17454
976	ARG2	0.005472989	2063
977	ARGFX	0	17978
978	ARGFXP2	2.28e-06	17740
979	ARGLU1	0.000316529	9208
980	ARHGAP1	0.00023727	11059
981	ARHGAP10	0.006524999	1882
982	ARHGAP11A	9.17e-05	15054
983	ARHGAP11B	7.97e-06	17511
984	ARHGAP12	0.000426438	7515
985	ARHGAP15	1.92e-05	17065
986	ARHGAP17	0.000277916	10042
987	ARHGAP18	9.25e-05	15030
988	ARHGAP19	0.000276024	10090
989	ARHGAP19-SLIT1	0	17979
990	ARHGAP20	0.00027207	10174
991	ARHGAP21	0.00057949	6311
992	ARHGAP22	0.003183079	2713
993	ARHGAP23	0.006607208	1867
994	ARHGAP24	0.000350172	8601
995	ARHGAP25	0.000309444	9355
996	ARHGAP26	0.001241528	4250
997	ARHGAP26-AS1	0	17980
998	ARHGAP27	0.006219139	1931
999	ARHGAP28	0.000810046	5278
1000	ARHGAP29	0.087997598	242
1001	ARHGAP30	0.000647128	5943
1002	ARHGAP31	0.001110414	4481
1003	ARHGAP31-AS1	5.47e-05	15958
1004	ARHGAP32	0.000277384	10053
1005	ARHGAP33	0.000455888	7209
1006	ARHGAP35	0.001152802	4407
1007	ARHGAP36	0.004404334	2319
1008	ARHGAP39	0.00208039	3331
1009	ARHGAP4	0.009173898	1579
1010	ARHGAP40	0.004097232	2406
1011	ARHGAP42	0.001271338	4203
1012	ARHGAP44	0.001114165	4474
1013	ARHGAP45	0.008193371	1677
1014	ARHGAP5	0.000671388	5822
1015	ARHGAP5-AS1	5.38e-05	15978
1016	ARHGAP6	0.073719607	290
1017	ARHGAP8	0.001748126	3625
1018	ARHGAP9	0.001294179	4168
1019	ARHGDIA	0.000202542	11973
1020	ARHGDIB	0.000170632	12897
1021	ARHGDIG	0.002044769	3363
1022	ARHGEF1	0.006332016	1915
1023	ARHGEF10	0.000160679	13183
1024	ARHGEF10L	0.008932136	1604
1025	ARHGEF11	0.01975299	961
1026	ARHGEF12	0.032065166	636
1027	ARHGEF15	0.00084045	5167
1028	ARHGEF16	0.014477583	1172
1029	ARHGEF17	0.009979989	1504
1030	ARHGEF18	6.53e-05	15715
1031	ARHGEF19	0.00041751	7621
1032	ARHGEF2	0.000293516	9711
1033	ARHGEF25	0.000706982	5661
1034	ARHGEF26	0.001763246	3609
1035	ARHGEF26-AS1	7.32e-05	15498
1036	ARHGEF28	0.001079237	4551
1037	ARHGEF3	0.005038277	2173
1038	ARHGEF33	0.000183079	12559
1039	ARHGEF34P	3.24e-07	17836
1040	ARHGEF35	2.16e-08	17874
1041	ARHGEF37	0.000390146	7965
1042	ARHGEF38	0.000225347	11377
1043	ARHGEF39	8.42e-05	15237
1044	ARHGEF4	0.017492425	1028
1045	ARHGEF40	0.001517653	3890
1046	ARHGEF5	1.75e-05	17129
1047	ARHGEF6	0.000303394	9487
1048	ARHGEF7	0.077058375	277
1049	ARHGEF7-AS2	0	17981
1050	ARHGEF9	0.004872042	2210
1051	ARHGEF9-IT1	0	17982
1052	ARID1A	0.00029026	9773
1053	ARID1B	0.000407361	7743
1054	ARID2	0.00037351	8206
1055	ARID3A	0.001403781	4025
1056	ARID3B	0.000571515	6350
1057	ARID3C	0	17983
1058	ARID4A	0.000122284	14282
1059	ARID4B	0.000221508	11464
1060	ARID5A	0.000536098	6575
1061	ARID5B	0.000164617	13074
1062	ARIH1	0.000213012	11698
1063	ARIH2	0.000222637	11431
1064	ARIH2OS	3.01e-05	16675
1065	ARL1	0.000265887	10337
1066	ARL10	0.000226295	11356
1067	ARL11	4.17e-06	17671
1068	ARL13A	0.000169209	12938
1069	ARL13B	9.65e-05	14937
1070	ARL14EP	0.002439223	3101
1071	ARL15	0.00065109	5922
1072	ARL16	0.000132933	13989
1073	ARL17A	2.45e-06	17733
1074	ARL17B	7.85e-07	17804
1075	ARL2	0.000238668	11017
1076	ARL2BP	9.4e-05	14997
1077	ARL3	0.00029603	9656
1078	ARL4A	0.000142208	13719
1079	ARL4C	0.001510094	3899
1080	ARL4D	0.000162676	13130
1081	ARL5A	0.000267409	10304
1082	ARL5B	0.000219838	11505
1083	ARL6	0.000171018	12882
1084	ARL6IP1	0.000186801	12435
1085	ARL6IP4	3.23e-05	16600
1086	ARL6IP5	0.000334223	8879
1087	ARL6IP6	0.000226619	11344
1088	ARL8A	0.000396634	7880
1089	ARL8B	0.000278153	10035
1090	ARL9	0.000199938	12050
1091	ARMC1	0.000366844	8324
1092	ARMC10	0.000239576	10996
1093	ARMC12	0.001262751	4213
1094	ARMC2	0.000212057	11724
1095	ARMC3	0.000817385	5249
1096	ARMC4	0.001432528	3984
1097	ARMC4P1	0.000242055	10938
1098	ARMC5	9.54e-05	14969
1099	ARMC6	0.000260357	10479
1100	ARMC7	0.00026464	10368
1101	ARMC8	0.00099083	4754
1102	ARMC9	0.001319843	4135
1103	ARMCX1	0.000608629	6137
1104	ARMCX2	0.018025841	1009
1105	ARMCX3	0.002645696	2967
1106	ARMCX4	0.000466593	7100
1107	ARMCX5	0.000357249	8481
1108	ARMCX5-GPRASP2	0.001190965	4330
1109	ARMCX6	0.002012892	3392
1110	ARMS2	0	17984
1111	ARMT1	0.000222252	11444
1112	ARNT	0.000550136	6485
1113	ARNT2	0.006698836	1851
1114	ARNTL	0.00445952	2309
1115	ARNTL2	0.000567783	6371
1116	ARPC1A	0.000420876	7572
1117	ARPC1B	0.000189029	12362
1118	ARPC2	0.000503047	6820
1119	ARPC3	0.000227524	11316
1120	ARPC4	0.000245726	10841
1121	ARPC5	0.000295984	9659
1122	ARPC5L	0.000194978	12200
1123	ARPIN	0.00042945	7484
1124	ARPP19	0.000323295	9090
1125	ARPP21	0.000355696	8514
1126	ARR3	0.000281288	9966
1127	ARRB1	0.001190215	4333
1128	ARRB2	0.000209824	11778
1129	ARRDC1	0.000547393	6506
1130	ARRDC1-AS1	0.000121977	14289
1131	ARRDC2	0.000319729	9152
1132	ARRDC3	0.000168415	12963
1133	ARRDC3-AS1	0.000169977	12913
1134	ARRDC4	0.000385891	8029
1135	ARRDC5	0	17985
1136	ARSA	0.000487038	6932
1137	ARSB	0.001216631	4288
1138	ARSD	0.000417314	7625
1139	ARSE	0.000150577	13483
1140	ARSF	1.97e-05	17041
1141	ARSG	0.002578099	3015
1142	ARSH	3.46e-05	16530
1143	ARSI	0.00018498	12482
1144	ARSJ	0.000141028	13745
1145	ARSK	0.000120113	14335
1146	ART1	0.000199746	12058
1147	ART3	0.001808457	3569
1148	ART4	2.3e-05	16909
1149	ART5	0.002266969	3206
1150	ARTN	0.000967425	4827
1151	ARV1	0.004908461	2197
1152	ARVCF	0.005484146	2061
1153	ARX	0	17986
1154	AS3MT	7.08e-05	15560
1155	ASAH1	0.000397383	7871
1156	ASAH2	0.000276365	10082
1157	ASAH2B	0.000233365	11170
1158	ASAP1	0.011278265	1397
1159	ASAP1-IT2	1.58e-06	17768
1160	ASAP2	0.003122894	2743
1161	ASAP3	0.0033208	2658
1162	ASB1	0.000292216	9736
1163	ASB10	0.014356839	1180
1164	ASB11	0.000280014	9990
1165	ASB12	5.03e-05	16064
1166	ASB13	0.001898483	3485
1167	ASB14	4.32e-05	16268
1168	ASB15	0	17987
1169	ASB16	0.000154794	13360
1170	ASB16-AS1	5.45e-05	15963
1171	ASB18	0.002946832	2831
1172	ASB2	0.038254121	537
1173	ASB3	8.24e-05	15289
1174	ASB4	1.67e-05	17155
1175	ASB5	0	17988
1176	ASB6	0.000154886	13356
1177	ASB7	0.000174107	12806
1178	ASB8	0.000417555	7619
1179	ASB9	0	17989
1180	ASB9P1	0	17990
1181	ASCC1	0.000391637	7941
1182	ASCC2	0.000261253	10465
1183	ASCC3	0.000555305	6454
1184	ASCL1	0.010474575	1460
1185	ASCL2	0.007662281	1736
1186	ASCL4	0.020499071	939
1187	ASCL5	0.00515632	2141
1188	ASF1A	0.000143916	13679
1189	ASF1B	0.000201192	12017
1190	ASGR1	0.002534891	3043
1191	ASGR2	0	17991
1192	ASH1L	0.00039029	7963
1193	ASH1L-AS1	6.49e-05	15723
1194	ASH2L	0.000303252	9492
1195	ASIC1	0.021729435	885
1196	ASIC2	0	17992
1197	ASIC3	0.000990408	4756
1198	ASIC4	0.118291885	176
1199	ASIC5	0	17993
1200	ASIP	3.63e-05	16479
1201	ASL	0.000174805	12779
1202	ASNA1	0.000347692	8637
1203	ASNS	0.000428619	7491
1204	ASNSD1	0.000308358	9376
1205	ASPA	0	17994
1206	ASPDH	6.63e-05	15690
1207	ASPG	0.000645491	5950
1208	ASPH	0.000642665	5967
1209	ASPHD1	0.00020328	11958
1210	ASPHD2	0.001047933	4616
1211	ASPM	0.000469176	7069
1212	ASPN	5.88e-06	17604
1213	ASPRV1	0.000225259	11380
1214	ASPSCR1	0.001971708	3430
1215	ASRGL1	0.002998759	2803
1216	ASS1	0.120306221	171
1217	ASTE1	6.24e-05	15783
1218	ASTL	0.001608963	3767
1219	ASTN1	0.023629258	815
1220	ASTN2	0.046848282	458
1221	ASTN2-AS1	0	17995
1222	ASUN	0.000179496	12650
1223	ASXL1	0.000589511	6248
1224	ASXL2	0.000394149	7911
1225	ASXL3	0.00194989	3445
1226	ATAD1	0.000405381	7766
1227	ATAD2	0.001091077	4522
1228	ATAD2B	0.000250087	10740
1229	ATAD3A	0.000177178	12709
1230	ATAD3B	0.000183368	12545
1231	ATAD3C	4.32e-05	16269
1232	ATAD5	8.77e-05	15148
1233	ATAT1	0.000108527	14641
1234	ATCAY	9.16e-05	15060
1235	ATE1	0.000468028	7085
1236	ATE1-AS1	7.18e-05	15536
1237	ATF1	0.00022939	11264
1238	ATF2	0.000329358	8971
1239	ATF3	0.010426001	1464
1240	ATF4	0.00025063	10729
1241	ATF5	8.43e-05	15234
1242	ATF6	0.000377122	8149
1243	ATF6B	0.000516193	6724
1244	ATF7	0.000165838	13033
1245	ATF7IP	0.000335515	8855
1246	ATF7IP2	0.000411204	7691
1247	ATG10	0.000307143	9408
1248	ATG101	0.0003788	8123
1249	ATG12	0.000183191	12553
1250	ATG13	0.0002902	9774
1251	ATG14	0.000281177	9968
1252	ATG16L1	0.000284778	9883
1253	ATG16L2	0.000233067	11181
1254	ATG2A	0.000157591	13274
1255	ATG2B	0.000230208	11257
1256	ATG3	0.000193828	12233
1257	ATG4A	0.004256462	2356
1258	ATG4B	0.000309775	9348
1259	ATG4C	0.00088517	5024
1260	ATG4D	0.000639025	5982
1261	ATG5	0.003035702	2786
1262	ATG7	0.000513127	6743
1263	ATG9A	0.000192388	12271
1264	ATG9B	0.008464117	1652
1265	ATIC	0.000177963	12681
1266	ATL1	0.000476851	6997
1267	ATL2	0.000451885	7254
1268	ATL3	0.000131832	14020
1269	ATM	0.000323206	9092
1270	ATMIN	0.000245408	10846
1271	ATN1	0.000188216	12386
1272	ATOH1	0	17996
1273	ATOH7	0.000155824	13332
1274	ATOH8	0.07262863	297
1275	ATOX1	0.000177413	12700
1276	ATP10A	0.000103695	14766
1277	ATP10B	3.65e-05	16471
1278	ATP10D	0.000238434	11021
1279	ATP11A	0.011242593	1404
1280	ATP11A-AS1	1.3e-05	17295
1281	ATP11AUN	0	17997
1282	ATP11B	0.001574582	3801
1283	ATP11C	0.00094623	4869
1284	ATP12A	0.002248075	3224
1285	ATP13A1	0.000122705	14261
1286	ATP13A2	0.00037558	8180
1287	ATP13A3	0.00098279	4779
1288	ATP13A4	0.000294064	9701
1289	ATP13A5	6.76e-05	15650
1290	ATP13A5-AS1	0.000180322	12626
1291	ATP1A1	0.002982106	2811
1292	ATP1A1-AS1	0.00025048	10735
1293	ATP1A2	0.003249651	2686
1294	ATP1A3	0.015609347	1113
1295	ATP1A4	0.000215149	11632
1296	ATP1B1	0.001512027	3896
1297	ATP1B2	0.005190828	2134
1298	ATP1B3	0.000474874	7020
1299	ATP1B4	0.000360493	8429
1300	ATP23	0.000153709	13401
1301	ATP2A1	0.000204204	11925
1302	ATP2A1-AS1	0.000355143	8519
1303	ATP2A2	0.000849004	5133
1304	ATP2A3	0.004167181	2386
1305	ATP2B1	0.000217982	11556
1306	ATP2B2	0.010040188	1498
1307	ATP2B3	0.002345444	3157
1308	ATP2B4	0.00071612	5631
1309	ATP2C1	0.000969652	4819
1310	ATP2C2	0.003912381	2462
1311	ATP4A	0.001162725	4383
1312	ATP4B	0	17998
1313	ATP5A1	0.000433023	7446
1314	ATP5B	0.000376051	8172
1315	ATP5C1	0.000379843	8107
1316	ATP5D	0.000271576	10184
1317	ATP5E	0.000427131	7508
1318	ATP5EP2	0.000996841	4732
1319	ATP5F1	0.000301029	9543
1320	ATP5G1	0.000188717	12370
1321	ATP5G2	0.00149889	3910
1322	ATP5G3	0.000535765	6577
1323	ATP5H	0.000239036	11011
1324	ATP5I	0.000177788	12687
1325	ATP5J	0.000231426	11221
1326	ATP5J2	0.000503104	6819
1327	ATP5J2-PTCD1	0	17999
1328	ATP5L	0.00021548	11618
1329	ATP5L2	4.54e-06	17648
1330	ATP5O	0.000254965	10613
1331	ATP5S	0.00012923	14102
1332	ATP5SL	0.002073815	3335
1333	ATP6AP1	0.000548545	6494
1334	ATP6AP1L	0.00023024	11255
1335	ATP6AP2	0.030420925	669
1336	ATP6V0A1	0.000825043	5221
1337	ATP6V0A2	0.000177238	12706
1338	ATP6V0A4	7.84e-05	15387
1339	ATP6V0B	0.000205747	11874
1340	ATP6V0C	1.96e-05	17045
1341	ATP6V0D1	0.001924405	3468
1342	ATP6V0D2	0	18000
1343	ATP6V0E1	0.000463337	7128
1344	ATP6V0E2	0.000635191	6001
1345	ATP6V0E2-AS1	0.000194745	12206
1346	ATP6V1A	0.000272319	10166
1347	ATP6V1B1	0.020956419	911
1348	ATP6V1B2	0.001283127	4190
1349	ATP6V1C1	0.000456336	7205
1350	ATP6V1C2	0.009453097	1555
1351	ATP6V1D	0.000290469	9770
1352	ATP6V1E1	0.000391559	7945
1353	ATP6V1E2	0.000303412	9485
1354	ATP6V1F	0.000254003	10637
1355	ATP6V1G1	0.000441105	7354
1356	ATP6V1G2	5.88e-05	15865
1357	ATP6V1G3	0	18001
1358	ATP6V1H	0.000459129	7169
1359	ATP7A	0.000678279	5787
1360	ATP7B	0.000625584	6056
1361	ATP8A1	0.001385714	4037
1362	ATP8A2	0.018926543	981
1363	ATP8B1	0.000557447	6441
1364	ATP8B2	0.001925282	3467
1365	ATP8B3	0.051154055	419
1366	ATP8B4	8.19e-05	15302
1367	ATP8B5P	6.22e-05	15789
1368	ATP9A	0.001541689	3852
1369	ATP9B	0.001156711	4397
1370	ATPAF1	0.000339552	8780
1371	ATPAF2	0.000172705	12835
1372	ATPIF1	0.000197666	12113
1373	ATR	0.000371158	8243
1374	ATRAID	0.000189856	12340
1375	ATRIP	2.84e-05	16742
1376	ATRN	0.001820437	3557
1377	ATRNL1	0.002470207	3085
1378	ATRX	0.001199608	4319
1379	ATXN1	0.000497459	6858
1380	ATXN10	0.000718129	5622
1381	ATXN1L	0.000145887	13620
1382	ATXN2	0.000269743	10243
1383	ATXN2L	0.000143988	13676
1384	ATXN3	6.96e-05	15592
1385	ATXN7	0.000230975	11234
1386	ATXN7L1	0.000243727	10894
1387	ATXN7L2	0.003618546	2558
1388	ATXN7L3	0.00015646	13311
1389	ATXN7L3B	0.000213044	11696
1390	ATXN8OS	0	18002
1391	AUH	0.000405584	7764
1392	AUNIP	0.000211679	11732
1393	AUP1	0.000203978	11931
1394	AURKA	0.000302915	9504
1395	AURKAIP1	0.000178939	12658
1396	AURKAPS1	1.85e-06	17758
1397	AURKB	0.000400176	7834
1398	AURKC	0	18003
1399	AUTS2	0.058855172	371
1400	AVEN	0.000529565	6613
1401	AVIL	6.86e-05	15619
1402	AVL9	0.000203669	11946
1403	AVP	0	18004
1404	AVPI1	0.000240433	10970
1405	AVPR1A	0.000165575	13045
1406	AVPR1B	0.000386928	8014
1407	AVPR2	0.000126334	14179
1408	AWAT1	0	18005
1409	AWAT2	0	18006
1410	AXDND1	0.000183957	12519
1411	AXIN1	0.000298364	9603
1412	AXIN2	0.002818182	2886
1413	AXL	0.003278955	2672
1414	AZGP1	0.00083235	5194
1415	AZGP1P1	0	18007
1416	AZI2	0.00011079	14575
1417	AZIN1	0.000269982	10235
1418	AZIN1-AS1	0.000273442	10143
1419	AZIN2	0.00065502	5908
1420	AZU1	0.000951127	4862
1421	B2M	0.000325458	9041
1422	B3GALNT1	0.000455616	7212
1423	B3GALNT2	0.000288668	9811
1424	B3GALT1	0.000361896	8405
1425	B3GALT2	4.7e-05	16150
1426	B3GALT4	6.34e-05	15759
1427	B3GALT5	0.00021421	11660
1428	B3GALT5-AS1	0.000458784	7175
1429	B3GALT6	0.000624162	6064
1430	B3GAT1	0.013224329	1246
1431	B3GAT2	0.000601478	6183
1432	B3GAT3	0.000111606	14556
1433	B3GLCT	0.00039891	7849
1434	B3GNT2	0.000310423	9340
1435	B3GNT3	0.001534317	3864
1436	B3GNT4	0.000132851	13993
1437	B3GNT5	0.000468704	7074
1438	B3GNT6	0	18008
1439	B3GNT7	0.00101506	4690
1440	B3GNT8	5.31e-05	15995
1441	B3GNT9	0.000555292	6455
1442	B3GNTL1	0.001054679	4601
1443	B4GALNT1	0.000710053	5651
1444	B4GALNT2	0	18009
1445	B4GALNT3	0.024851274	784
1446	B4GALNT4	0.004774204	2230
1447	B4GALT1	0.000333245	8897
1448	B4GALT1-AS1	0.000245622	10843
1449	B4GALT2	0.00044019	7363
1450	B4GALT3	0.000198755	12090
1451	B4GALT4	0.000235942	11093
1452	B4GALT4-AS1	6.88e-05	15615
1453	B4GALT5	0.000414464	7651
1454	B4GALT6	0.000946659	4866
1455	B4GALT7	0.000310563	9335
1456	B4GAT1	0.000296184	9651
1457	B9D1	0.001919893	3470
1458	B9D2	0.000138442	13809
1459	BAALC	0.007287085	1790
1460	BAALC-AS1	0.000817333	5250
1461	BAALC-AS2	0	18010
1462	BAAT	1.16e-05	17352
1463	BABAM1	0.000149894	13494
1464	BACE1	0.001364126	4069
1465	BACE1-AS	3.25e-05	16590
1466	BACE2	0.003525395	2594
1467	BACH1	0.000414213	7657
1468	BACH1-IT2	1.58e-05	17183
1469	BACH2	0.000988477	4761
1470	BAD	0.000241164	10954
1471	BAG1	0.000207005	11851
1472	BAG2	0.000211931	11727
1473	BAG3	0.000439912	7365
1474	BAG4	0.000354542	8527
1475	BAG5	9.33e-05	15010
1476	BAG6	0.000257555	10548
1477	BAGE2	0	18011
1478	BAHCC1	0.033136408	611
1479	BAHD1	0.002502465	3062
1480	BAIAP2	0.0014433	3966
1481	BAIAP2-AS1	0.001808037	3570
1482	BAIAP2L1	0.001227429	4271
1483	BAIAP2L2	0.000267057	10312
1484	BAIAP3	0.013513529	1233
1485	BAK1	0.000114912	14472
1486	BAMBI	0.161590191	118
1487	BANCR	0.002245466	3226
1488	BANF1	0.000155017	13352
1489	BANK1	2.46e-05	16858
1490	BANP	0.000304744	9461
1491	BAP1	0.000209693	11783
1492	BARD1	0.000348405	8626
1493	BARHL1	0	18012
1494	BARHL2	0	18013
1495	BARX1	0	18014
1496	BARX2	0.05875938	372
1497	BASP1	0.004860109	2214
1498	BATF2	1.11e-05	17373
1499	BATF3	0	18015
1500	BAX	0.000375379	8183
1501	BAZ1A	0.000194648	12210
1502	BAZ1B	0.000288818	9808
1503	BAZ2A	0.000251771	10703
1504	BAZ2B	0.000427369	7504
1505	BBC3	0.003147353	2733
1506	BBIP1	0.000127872	14134
1507	BBOF1	9.48e-05	14980
1508	BBOX1	9.87e-05	14887
1509	BBOX1-AS1	0.001728831	3648
1510	BBS1	1.73e-05	17135
1511	BBS10	0.000104326	14754
1512	BBS12	0.000151133	13464
1513	BBS2	0.000661678	5869
1514	BBS4	0.000366255	8332
1515	BBS5	0.000186949	12431
1516	BBS7	0.000358882	8455
1517	BBS9	0.000691081	5729
1518	BBX	0.000593593	6230
1519	BCAM	0.010810562	1432
1520	BCAN	0.020586578	931
1521	BCAP29	0.000171992	12857
1522	BCAP31	0.006862454	1837
1523	BCAR1	0.016910234	1049
1524	BCAR3	0.000762821	5453
1525	BCAR4	0	18016
1526	BCAS1	4.23e-05	16290
1527	BCAS2	0.000300983	9544
1528	BCAS3	0.022222999	867
1529	BCAS4	0.000793566	5333
1530	BCAT1	0.002915611	2841
1531	BCAT2	0.000421785	7561
1532	BCCIP	0.000214439	11654
1533	BCDIN3D	0.000560851	6414
1534	BCDIN3D-AS1	6.99e-05	15585
1535	BCHE	0.000277672	10047
1536	BCKDHA	1.29e-05	17298
1537	BCKDHB	0.000871218	5065
1538	BCKDK	0.000260516	10476
1539	BCL10	0.000123483	14242
1540	BCL11A	0.072806024	294
1541	BCL11B	0.042261613	494
1542	BCL2	0.000196883	12137
1543	BCL2L1	0.000328296	8991
1544	BCL2L11	0.004022875	2431
1545	BCL2L12	0.000130495	14062
1546	BCL2L13	0.000355192	8517
1547	BCL2L14	3.79e-05	16418
1548	BCL2L15	0	18017
1549	BCL2L2	0.000272782	10157
1550	BCL2L2-PABPN1	0	18018
1551	BCL3	0.002197121	3257
1552	BCL6	0.000200653	12032
1553	BCL6B	0.000206463	11862
1554	BCL7A	0.000829036	5204
1555	BCL7B	0.000409989	7704
1556	BCL7C	0.000933055	4886
1557	BCL9	0.025360595	768
1558	BCL9L	5.46e-05	15961
1559	BCLAF1	0.000178421	12670
1560	BCO1	0	18019
1561	BCO2	0.000727756	5588
1562	BCOR	0.115477631	185
1563	BCORL1	0.000741173	5534
1564	BCORP1	9.59e-06	17433
1565	BCR	0.002243577	3228
1566	BCRP3	9.42e-05	14994
1567	BCS1L	0.000109701	14604
1568	BCYRN1	0	18020
1569	BDH1	0.000744596	5521
1570	BDH2	0.000312365	9303
1571	BDKRB1	0	18021
1572	BDKRB2	0.00012785	14135
1573	BDNF	0.007589668	1749
1574	BDNF-AS	0.000140559	13755
1575	BDP1	0.000562499	6403
1576	BEAN1	0.016248952	1085
1577	BECN1	0.000465748	7109
1578	BEGAIN	0.002192712	3261
1579	BEND2	3.96e-05	16363
1580	BEND3	0.000164828	13072
1581	BEND3P3	1.84e-06	17760
1582	BEND4	0.000961735	4844
1583	BEND5	0.000706325	5665
1584	BEND6	0.000172121	12851
1585	BEND7	0.001690192	3687
1586	BEST1	0.000218825	11532
1587	BEST2	0	18022
1588	BEST3	1.64e-05	17164
1589	BEST4	5.03e-05	16065
1590	BET1	0.000685941	5756
1591	BET1L	0.000177193	12708
