	DIS
ARSG	0.002578099
ARSH	3.46E-05
ARSI	0.00018498
ARSJ	0.000141028
ARSK	0.000120113
ART1	0.000199746
ART3	0.001808457
ART4	2.30E-05
ART5	0.002266969
ARTN	0.000967425
ARV1	0.004908461
ARVCF	0.005484146
ARX	0
AS3MT	7.08E-05
ASAH1	0.000397383
ASAH2	0.000276365
ASAH2B	0.000233365
ASAP1	0.011278265
ASAP1-IT2	1.58E-06
ASAP2	0.003122894
ASAP3	0.0033208
ASB1	0.000292216
ASB10	0.014356839
ASB11	0.000280014
ASB12	5.03E-05
ASB13	0.001898483
ASB14	4.32E-05
ASB15	0
ASB16	0.000154794
ASB16-AS1	5.45E-05
ASB18	0.002946832
ASB2	0.038254121
ASB3	8.24E-05
ASB4	1.67E-05
ASB5	0
ASB6	0.000154886
ASB7	0.000174107
ASB8	0.000417555
ASB9	0
ASB9P1	0
ASCC1	0.000391637
ASCC2	0.000261253
ASCC3	0.000555305
ASCL1	0.010474575
ASCL2	0.007662281
ASCL4	0.020499071
ASCL5	0.00515632
ASF1A	0.000143916
ASF1B	0.000201192
ASGR1	0.002534891
ASGR2	0
ASH1L	0.00039029
ASH1L-AS1	6.49E-05
ASH2L	0.000303252
ASIC1	0.021729435
ASIC2	0
ASIC3	0.000990408
ASIC4	0.118291885
ASIC5	0
ASIP	3.63E-05
ASL	0.000174805
ASNA1	0.000347692
ASNS	0.000428619
ASNSD1	0.000308358
ASPA	0
ASPDH	6.63E-05
ASPG	0.000645491
ASPH	0.000642665
ASPHD1	0.00020328
ASPHD2	0.001047933
ASPM	0.000469176
ASPN	5.88E-06
ASPRV1	0.000225259
ASPSCR1	0.001971708
ASRGL1	0.002998759
ASS1	0.120306221
ASTE1	6.24E-05
ASTL	0.001608963
ASTN1	0.023629258
ASTN2	0.046848282
ASTN2-AS1	0
ASUN	0.000179496
ASXL1	0.000589511
ASXL2	0.000394149
ASXL3	0.00194989
ATAD1	0.000405381
ATAD2	0.001091077
ATAD2B	0.000250087
ATAD3A	0.000177178
ATAD3B	0.000183368
ATAD3C	4.32E-05
ATAD5	8.77E-05
ATAT1	0.000108527
ATCAY	9.16E-05
ATE1	0.000468028
ATE1-AS1	7.18E-05
ATF1	0.00022939
ATF2	0.000329358
ATF3	0.010426001
ATF4	0.00025063
ATF5	8.43E-05
ATF6	0.000377122
ATF6B	0.000516193
ATF7	0.000165838
ATF7IP	0.000335515
ATF7IP2	0.000411204
ATG10	0.000307143
ATG101	0.0003788
ATG12	0.000183191
ATG13	0.0002902
ATG14	0.000281177
ATG16L1	0.000284778
ATG16L2	0.000233067
ATG2A	0.000157591
ATG2B	0.000230208
ATG3	0.000193828
ATG4A	0.004256462
ATG4B	0.000309775
ATG4C	0.00088517
ATG4D	0.000639025
ATG5	0.003035702
ATG7	0.000513127
ATG9A	0.000192388
ATG9B	0.008464117
ATIC	0.000177963
ATL1	0.000476851
ATL2	0.000451885
ATL3	0.000131832
ATM	0.000323206
ATMIN	0.000245408
ATN1	0.000188216
ATOH1	0
ATOH7	0.000155824
ATOH8	0.07262863
ATOX1	0.000177413
ATP10A	0.000103695
ATP10B	3.65E-05
ATP10D	0.000238434
ATP11A	0.011242593
ATP11A-AS1	1.30E-05
ATP11AUN	0
ATP11B	0.001574582
ATP11C	0.00094623
ATP12A	0.002248075
ATP13A1	0.000122705
ATP13A2	0.00037558
ATP13A3	0.00098279
ATP13A4	0.000294064
ATP13A5	6.76E-05
ATP13A5-AS1	0.000180322
ATP1A1	0.002982106
ATP1A1-AS1	0.00025048
ATP1A2	0.003249651
ATP1A3	0.015609347
ATP1A4	0.000215149
ATP1B1	0.001512027
ATP1B2	0.005190828
ATP1B3	0.000474874
ATP1B4	0.000360493
ATP23	0.000153709
ATP2A1	0.000204204
ATP2A1-AS1	0.000355143
ATP2A2	0.000849004
ATP2A3	0.004167181
ATP2B1	0.000217982
ATP2B2	0.010040188
ATP2B3	0.002345444
ATP2B4	0.00071612
ATP2C1	0.000969652
ATP2C2	0.003912381
ATP4A	0.001162725
ATP4B	0
ATP5A1	0.000433023
ATP5B	0.000376051
ATP5C1	0.000379843
ATP5D	0.000271576
ATP5E	0.000427131
ATP5EP2	0.000996841
ATP5F1	0.000301029
ATP5G1	0.000188717
ATP5G2	0.00149889
ATP5G3	0.000535765
ATP5H	0.000239036
ATP5I	0.000177788
ATP5J	0.000231426
ATP5J2	0.000503104
ATP5J2-PTCD1	0
ATP5L	0.00021548
ATP5L2	4.54E-06
ATP5O	0.000254965
ATP5S	0.00012923
ATP5SL	0.002073815
ATP6AP1	0.000548545
ATP6AP1L	0.00023024
ATP6AP2	0.030420925
ATP6V0A1	0.000825043
ATP6V0A2	0.000177238
ATP6V0A4	7.84E-05
ATP6V0B	0.000205747
ATP6V0C	1.96E-05
ATP6V0D1	0.001924405
ATP6V0D2	0
ATP6V0E1	0.000463337
ATP6V0E2	0.000635191
ATP6V0E2-AS1	0.000194745
ATP6V1A	0.000272319
ATP6V1B1	0.020956419
ATP6V1B2	0.001283127
ATP6V1C1	0.000456336
ATP6V1C2	0.009453097
ATP6V1D	0.000290469
ATP6V1E1	0.000391559
ATP6V1E2	0.000303412
ATP6V1F	0.000254003
ATP6V1G1	0.000441105
ATP6V1G2	5.88E-05
ATP6V1G3	0
ATP6V1H	0.000459129
ATP7A	0.000678279
ATP7B	0.000625584
ATP8A1	0.001385714
ATP8A2	0.018926543
ATP8B1	0.000557447
ATP8B2	0.001925282
ATP8B3	0.051154055
ATP8B4	8.19E-05
ATP8B5P	6.22E-05
ATP9A	0.001541689
ATP9B	0.001156711
ATPAF1	0.000339552
ATPAF2	0.000172705
ATPIF1	0.000197666
ATR	0.000371158
ATRAID	0.000189856
ATRIP	2.84E-05
ATRN	0.001820437
ATRNL1	0.002470207
ATRX	0.001199608
ATXN1	0.000497459
ATXN10	0.000718129
ATXN1L	0.000145887
ATXN2	0.000269743
ATXN2L	0.000143988
ATXN3	6.96E-05
ATXN7	0.000230975
ATXN7L1	0.000243727
ATXN7L2	0.003618546
ATXN7L3	0.00015646
ATXN7L3B	0.000213044
ATXN8OS	0
AUH	0.000405584
AUNIP	0.000211679
AUP1	0.000203978
AURKA	0.000302915
AURKAIP1	0.000178939
AURKAPS1	1.85E-06
AURKB	0.000400176
AURKC	0
AUTS2	0.058855172
AVEN	0.000529565
AVIL	6.86E-05
AVL9	0.000203669
AVP	0
AVPI1	0.000240433
AVPR1A	0.000165575
AVPR1B	0.000386928
AVPR2	0.000126334
AWAT1	0
AWAT2	0
AXDND1	0.000183957
AXIN1	0.000298364
AXIN2	0.002818182
AXL	0.003278955
AZGP1	0.00083235
AZGP1P1	0
AZI2	0.00011079
AZIN1	0.000269982
AZIN1-AS1	0.000273442
AZIN2	0.00065502
AZU1	0.000951127
B2M	0.000325458
B3GALNT1	0.000455616
B3GALNT2	0.000288668
B3GALT1	0.000361896
B3GALT2	4.70E-05
B3GALT4	6.34E-05
B3GALT5	0.00021421
B3GALT5-AS1	0.000458784
B3GALT6	0.000624162
B3GAT1	0.013224329
B3GAT2	0.000601478
B3GAT3	0.000111606
B3GLCT	0.00039891
B3GNT2	0.000310423
B3GNT3	0.001534317
B3GNT4	0.000132851
B3GNT5	0.000468704
B3GNT6	0
B3GNT7	0.00101506
B3GNT8	5.31E-05
B3GNT9	0.000555292
B3GNTL1	0.001054679
B4GALNT1	0.000710053
B4GALNT2	0
B4GALNT3	0.024851274
B4GALNT4	0.004774204
B4GALT1	0.000333245
B4GALT1-AS1	0.000245622
B4GALT2	0.00044019
B4GALT3	0.000198755
B4GALT4	0.000235942
B4GALT4-AS1	6.88E-05
B4GALT5	0.000414464
B4GALT6	0.000946659
B4GALT7	0.000310563
B4GAT1	0.000296184
B9D1	0.001919893
B9D2	0.000138442
BAALC	0.007287085
BAALC-AS1	0.000817333
BAALC-AS2	0
BAAT	1.16E-05
BABAM1	0.000149894
BACE1	0.001364126
BACE1-AS	3.25E-05
BACE2	0.003525395
BACH1	0.000414213
BACH1-IT2	1.58E-05
BACH2	0.000988477
BAD	0.000241164
BAG1	0.000207005
BAG2	0.000211931
BAG3	0.000439912
BAG4	0.000354542
BAG5	9.33E-05
BAG6	0.000257555
BAGE2	0
BAHCC1	0.033136408
BAHD1	0.002502465
BAIAP2	0.0014433
BAIAP2-AS1	0.001808037
BAIAP2L1	0.001227429
BAIAP2L2	0.000267057
BAIAP3	0.013513529
BAK1	0.000114912
BAMBI	0.161590191
BANCR	0.002245466
BANF1	0.000155017
BANK1	2.46E-05
BANP	0.000304744
BAP1	0.000209693
BARD1	0.000348405
BARHL1	0
BARHL2	0
BARX1	0
BARX2	0.05875938
BASP1	0.004860109
BATF2	1.11E-05
BATF3	0
BAX	0.000375379
BAZ1A	0.000194648
BAZ1B	0.000288818
BAZ2A	0.000251771
BAZ2B	0.000427369
BBC3	0.003147353
BBIP1	0.000127872
BBOF1	9.48E-05
BBOX1	9.87E-05
BBOX1-AS1	0.001728831
BBS1	1.73E-05
BBS10	0.000104326
BBS12	0.000151133
BBS2	0.000661678
BBS4	0.000366255
BBS5	0.000186949
BBS7	0.000358882
BBS9	0.000691081
BBX	0.000593593
BCAM	0.010810562
BCAN	0.020586578
BCAP29	0.000171992
BCAP31	0.006862454
BCAR1	0.016910234
BCAR3	0.000762821
BCAR4	0
BCAS1	4.23E-05
BCAS2	0.000300983
BCAS3	0.022222999
BCAS4	0.000793566
BCAT1	0.002915611
BCAT2	0.000421785
BCCIP	0.000214439
BCDIN3D	0.000560851
BCDIN3D-AS1	6.99E-05
BCHE	0.000277672
BCKDHA	1.29E-05
BCKDHB	0.000871218
BCKDK	0.000260516
BCL10	0.000123483
BCL11A	0.072806024
BCL11B	0.042261613
BCL2	0.000196883
BCL2L1	0.000328296
BCL2L11	0.004022875
BCL2L12	0.000130495
BCL2L13	0.000355192
BCL2L14	3.79E-05
BCL2L15	0
BCL2L2	0.000272782
BCL2L2-PABPN1	0
BCL3	0.002197121
BCL6	0.000200653
BCL6B	0.000206463
BCL7A	0.000829036
BCL7B	0.000409989
BCL7C	0.000933055
BCL9	0.025360595
BCL9L	5.46E-05
BCLAF1	0.000178421
BCO1	0
BCO2	0.000727756
BCOR	0.115477631
BCORL1	0.000741173
BCORP1	9.59E-06
BCR	0.002243577
BCRP3	9.42E-05
BCS1L	0.000109701
BCYRN1	0
BDH1	0.000744596
BDH2	0.000312365
BDKRB1	0
BDKRB2	0.00012785
BDNF	0.007589668
BDNF-AS	0.000140559
BDP1	0.000562499
BEAN1	0.016248952
BECN1	0.000465748
BEGAIN	0.002192712
BEND2	3.96E-05
BEND3	0.000164828
BEND3P3	1.84E-06
BEND4	0.000961735
BEND5	0.000706325
BEND6	0.000172121
BEND7	0.001690192
BEST1	0.000218825
BEST2	0
BEST3	1.64E-05
BEST4	5.03E-05
BET1	0.000685941
BET1L	0.000177193
BEX1	0.004694789
BEX2	0.007882934
BEX3	0.001138852
BEX4	0.002731048
BEX5	0.006523802
BFAR	0.000255634
BFSP1	0.000987319
BFSP2	0
BFSP2-AS1	0
BGLAP	9.24E-06
BGN	0.002691562
BHLHA15	2.17E-05
BHLHA9	0
BHLHB9	0.0023124
BHLHE22	0
BHLHE23	0
BHLHE40	0.000920381
BHLHE41	0
BHMG1	0.000161934
BHMT	0
BHMT2	0
BICC1	0.003351238
BICD1	0.00021338
BICD2	0.000367839
BICDL1	0.001803854
BICDL2	0.018772781
BID	0.000554352
BIK	0.009339068
BIN1	0.003777892
BIN2	1.17E-05
BIN3	0.000828777
BIRC2	0.000266393
BIRC3	2.21E-05
BIRC5	0.000449384
BIRC6	0.000414311
BIRC6-AS2	3.11E-05
BIRC7	0.004738938
BISPR	0.000188569
BIVM	0.000467796
BLACAT1	0.021643125
BLACE	0.011000618
BLCAP	0.000460432
BLK	0.004868513
BLM	0.000270979
BLMH	0.003060861
BLNK	0.000150895
BLOC1S1	8.68E-05
BLOC1S2	0.000143343
BLOC1S3	3.58E-05
BLOC1S4	0.000395472
BLOC1S5	0.00017046
BLOC1S6	0.000194867
BLVRA	0.001014622
BLVRB	0.001101325
BLZF1	0.000140352
BMF	0.002201481
BMI1	0.022750835
BMP1	0.001016502
BMP10	0.00294925
BMP2	0.025419719
BMP2K	0.000204776
BMP3	0.001105239
BMP4	0.124420728
BMP5	0.001177252
BMP6	0.039496068
BMP7	0.451646176
BMP8A	0
BMP8B	0.001656699
BMPER	0.041465377
BMPR1A	0.005004843
BMPR1B	0.000414312
BMPR1B-AS1	0
BMPR2	0.000391605
BMS1	0.00073524
BMS1P20	0.000786639
BMS1P4	2.51E-05
BMT2	0.000358558
BMX	0
BNC1	0.024864291
BNC2	0.000531971
BNIP1	0.000150473
BNIP2	0.000236835
BNIP3	0.003557016
BNIP3L	0.000478258
BNIPL	1.22E-05
BOC	0.006768022
BOD1	0.00027401
BOD1L1	0.000499187
BOD1L2	0
BOK	0.002491029
BOLA1	0.000189015
BOLA3	0.000180944
BOLA3-AS1	0.000121573
BOLL	7.18E-05
BOP1	0.000225954
BORA	0.000119384
BORCS5	0.000409423
BORCS6	9.92E-05
BORCS7	0.000105767
BORCS8	0.000116328
BPESC1	0
BPGM	0.000585714
BPHL	0.000749699
BPI	0
BPIFA1	0
BPIFA3	0
BPIFB1	0.00100752
BPIFB2	0
BPIFB3	0
BPIFB4	0.000222925
BPIFB6	0
BPIFC	0
BPNT1	0.000226846
BPTF	0.000686792
BRAF	0.000365271
BRAP	0.000219457
BRAT1	0.000282688
BRCA1	0.000178887
BRCA2	0.000160415
BRCC3	0.000302401
BRD1	0.001078477
BRD2	0.000279829
BRD3	0.001313631
BRD4	0.000183478
BRD7	0.001142662
BRD8	0.000589265
BRD9	0.000358411
BRDT	1.09E-05
BRE	0.000658323
BRF1	0.000981908
BRF2	0.000112288
BRI3	0.000232997
BRI3BP	9.24E-05
BRICD5	6.28E-05
BRINP1	0.003977161
BRINP2	0.119397504
BRINP3	0.001175283
BRIP1	0.00029709
BRIX1	0.000134299
BRK1	0.000430138
BRMS1	0.000234714
BRMS1L	0.000139022
BROX	0.000134817
BRPF1	0.000115398
BRPF3	0.000183159
BRS3	0.000460448
BRSK1	0.000431662
BRSK2	0.005189145
BRWD1	0.000377068
BRWD1-AS1	2.57E-05
BRWD3	0.000317296
BSCL2	3.34E-05
BSDC1	0.000360852
BSG	0.000857767
BSN	0.001716307
BSN-AS2	0.0006811
BSND	0
BSPH1	0
BSPRY	0.002544991
BST1	5.36E-05
BST2	0.000524683
BTAF1	0.000468767
BTBD1	0.00036507
BTBD10	0.000323653
BTBD11	0.024901665
BTBD16	0
BTBD17	0.005100199
BTBD18	1.89E-05
BTBD19	2.57E-05
BTBD2	0.000265967
BTBD3	0.000560061
BTBD6	0.000119611
BTBD7	0.000255361
BTBD8	9.31E-05
BTBD9	0.000872995
BTBD9-AS1	0
BTC	0
BTD	0.00029311
BTF3	0.001097106
BTF3L4	0.000247681
BTG1	0.00023137
BTG2	0.008392541
BTG3	0.000405137
BTG4	0
BTK	0.000158388
BTLA	0
BTN1A1	0.000132417
BTN2A1	0.000185136
BTN2A2	0.00026289
BTN2A3P	0.000132826
BTN3A1	7.53E-05
BTN3A2	0.000105512
BTN3A3	6.42E-05
BTNL2	0
BTNL3	4.43E-05
BTNL8	0
BTNL9	0
BTRC	0.00191808
BUB1	0.001157052
BUB1B	0.000457349
BUB3	0.438925682
BUD13	0.000190669
BUD31	0.000156977
BVES	0.006862194
BVES-AS1	0.004195407
BYSL	0.000141386
BZW1	0.000164429
BZW2	0.000646968
C10orf10	0.000311622
C10orf105	0
C10orf107	0.000966185
C10orf11	0.069258782
C10orf111	2.75E-05
C10orf113	0.000116308
C10orf126	0.000153756
C10orf128	0
C10orf142	0
C10orf25	4.41E-05
C10orf35	0.031506126
C10orf53	0
C10orf55	0.000156943
C10orf62	6.01E-06
C10orf67	0
C10orf71	0.015810876
C10orf71-AS1	0.002331564
C10orf76	0.000372219
C10orf82	0.001126457
C10orf88	0.000475328
C10orf90	0
C10orf91	0
C10orf95	1.41E-05
C11orf1	0.000171391
C11orf16	1.28E-05
C11orf21	0.000298401
C11orf24	0.000181203
C11orf42	1.50E-05
C11orf45	0.006365021
C11orf49	0.000965478
C11orf52	3.61E-05
C11orf53	0
C11orf54	0.000122738
C11orf57	0.000184231
C11orf58	0.000320309
C11orf63	0.000907791
C11orf65	3.73E-05
C11orf68	0.000997996
C11orf70	0.000322997
C11orf71	0.000480856
C11orf72	1.11E-05
C11orf74	0.004037981
C11orf80	0.001881596
C11orf84	0.00041307
C11orf86	0
C11orf87	0
C11orf88	0
C11orf91	6.84E-05
C11orf94	8.32E-06
C11orf95	0.000770423
C11orf96	0.054343352
C11orf98	1.60E-05
C12orf10	0.000147001
C12orf29	0.000107612
C12orf4	0.000142622
C12orf40	2.05E-05
C12orf42	0
C12orf43	0.000157068
C12orf45	0.000171837
C12orf49	0.000203973
C12orf50	0
C12orf56	4.55E-05
C12orf57	0.000123289
C12orf60	5.54E-05
C12orf65	0.000132675
C12orf66	0.000195518
C12orf73	8.37E-05
C12orf74	0
C12orf75	0.001174924
C12orf76	0.000351949
C12orf77	0
C12orf80	0.000577433
C14orf1	0.000155331
C14orf105	0.000107464
C14orf119	0.00013684
C14orf132	0.025209975
C14orf159	0.000447807
C14orf166	0.000258632
C14orf169	0.000192517
C14orf180	0.066726353
C14orf2	0.001084289
C14orf28	6.45E-05
C14orf37	0.006816988
C14orf39	0.023477257
C14orf79	0.000401434
C14orf80	0.007989605
C14orf93	0.000152639
C15orf32	0
C15orf39	0.001088265
C15orf40	9.70E-05
C15orf41	0.000836268
C15orf48	0
C15orf52	0.000181658
C15orf54	4.94E-05
C15orf56	0.000144673
C15orf57	0.000122582
C15orf59	0.013929906
C15orf59-AS1	0.003433773
C15orf61	7.29E-05
C15orf62	3.22E-05
C15orf65	7.26E-05
C16orf45	0.002016483
C16orf46	9.88E-05
C16orf52	0.00023216
C16orf54	1.44E-05
C16orf58	0.00092625
C16orf59	0.000163532
C16orf62	0.000371929
C16orf70	0.000350331
C16orf71	0.000167667
C16orf72	0.000306081
C16orf74	0.0260946
C16orf78	0
C16orf82	0
C16orf86	6.71E-05
C16orf87	0.000300567
C16orf89	0
C16orf90	0
C16orf91	8.35E-05
C16orf92	0
C16orf95	5.55E-05
C16orf96	0.000289245
C16orf97	0
C17orf100	0.000171998
C17orf102	0.007984502
C17orf105	4.08E-05
C17orf107	0.000336531
C17orf47	0
C17orf49	6.25E-06
C17orf50	0.000198927
C17orf51	0.000497491
C17orf53	0.000271037
C17orf58	0.00042294
C17orf62	0.000211097
C17orf64	0
C17orf67	0.000228538
C17orf75	0.000148104
C17orf77	0.002579392
C17orf78	0
C17orf80	0.000283206
C17orf82	0.01275879
C17orf97	4.37E-05
C17orf98	0
C17orf99	0
C18orf21	0.000166456
C18orf25	0.000255804
C18orf32	3.73E-05
C18orf54	0.000222853
C18orf63	0
C18orf65	0.00029878
C18orf8	0.000215378
C19orf12	0.000166107
C19orf18	0.000173849
C19orf24	0.00019641
C19orf25	0.000231464
C19orf33	2.83E-05
C19orf35	0.000262845
C19orf38	0.000205148
C19orf43	0.000142581
C19orf44	7.02E-05
C19orf45	0
C19orf47	0.00015009
C19orf48	0.001031652
C19orf53	0.000249936
C19orf54	6.86E-05
C19orf57	0.000149789
C19orf60	0.000329752
C19orf66	0.000201053
C19orf67	9.93E-05
C19orf68	0.000101755
C19orf70	0.0003147
C19orf71	6.14E-05
C19orf73	9.95E-05
C19orf81	0.064526735
C19orf84	0
C1D	0.000152798
C1GALT1	0.000202636
C1GALT1C1	0.000130625
C1GALT1C1L	3.26E-05
C1QA	0
C1QB	0
C1QBP	0.000177025
C1QL1	0.130545406
C1QL2	0
C1QL3	0.00265831
C1QL4	0
C1QTNF1	0.029383617
C1QTNF1-AS1	0.022911118
C1QTNF2	0.000418205
C1QTNF3	1.55E-05
C1QTNF4	0.001629091
C1QTNF6	0.00070149
C1QTNF7	7.92E-05
C1R	5.22E-05
C1RL	0.000221053
C1RL-AS1	4.03E-05
C1S	0.000692073
C1orf100	0
C1orf101	0.000239278
C1orf105	0.000986256
C1orf106	0.001467034
C1orf109	0.00015198
C1orf112	8.34E-05
C1orf115	0.000695706
C1orf116	0.000739288
C1orf122	0.000141922
C1orf123	0.000250499
C1orf127	0.00106293
C1orf131	0.000151805
C1orf132	9.77E-06
C1orf140	7.10E-06
C1orf141	0
C1orf145	0.00230295
C1orf146	0
C1orf158	0
C1orf159	0.002967119
C1orf162	6.57E-05
C1orf167	2.88E-05
C1orf168	0.002772395
C1orf174	0.000109479
C1orf185	0
C1orf186	0.003001097
C1orf189	0
C1orf194	0.000512837
C1orf195	0
C1orf198	0.002311078
C1orf21	0.005614459
C1orf210	0.000304671
C1orf216	9.76E-05
C1orf220	6.18E-05
C1orf226	0.001565439
C1orf228	0.000295686
C1orf229	0.000543096
C1orf27	0.000211286
C1orf35	0.000144236
C1orf43	0.000317374
C1orf50	5.30E-05
C1orf52	0.000156976
C1orf53	0.003581051
C1orf54	0.00022687
C1orf56	0.000108034
C1orf61	0.034912553
C1orf64	0
C1orf74	0.000107207
C1orf87	0
C1orf94	0
C2	0.000106483
C20orf144	0.000132474
C20orf166-AS1	0.095027931
C20orf173	0
C20orf194	0.01491488
C20orf196	0.000325913
C20orf197	0.00018952
C20orf202	0.000493432
C20orf203	0.000701174
C20orf24	0.000125439
C20orf27	0.000462
C20orf96	0.001123152
C21orf2	0.000134931
C21orf33	5.87E-05
C21orf58	0.000336224
C21orf59	0.00026235
C21orf62	7.37E-05
C21orf62-AS1	5.77E-05
C21orf91	0.000206834
C21orf91-OT1	0
C22orf15	9.37E-05
C22orf23	8.03E-05
C22orf24	0.000176928
C22orf29	0.0001124
C22orf31	0.000126526
C22orf34	0
C22orf39	0.000139783
C22orf42	8.59E-05
C22orf46	0.000167411
C2CD2	0.000524646
C2CD2L	0.000105752
C2CD3	0.000237568
C2CD4A	4.96E-05
C2CD4B	0
C2CD4C	0.002086396
C2CD4D	0.000523236
C2CD5	0.000411214
C2orf15	0.000116821
C2orf16	0.001810859
C2orf27A	0.000311611
C2orf40	0
C2orf42	8.59E-05
C2orf48	0.000440355
C2orf49	0.000100315
C2orf50	2.01E-05
C2orf54	0.000663036
C2orf61	0
C2orf66	0
C2orf68	0.000118751
C2orf69	0.000170733
C2orf70	0
C2orf71	9.41E-05
C2orf72	0.006605751
C2orf73	0.000197263
C2orf74	2.77E-05
C2orf76	0.000279561
C2orf78	4.64E-05
C2orf80	0
C2orf81	0.00021247
C2orf82	0.000425719
C2orf88	0.000268852
C2orf91	0.000581309
C3	0.000282586
C3AR1	8.36E-06
C3P1	0.000407577
C3orf14	0.000307451
C3orf18	0.006235833
C3orf20	9.61E-05
C3orf22	0
C3orf30	9.29E-06
C3orf33	0.000227715
C3orf35	8.06E-05
C3orf36	5.41E-05
C3orf38	0.000155211
C3orf49	9.52E-06
C3orf52	0.001856694
C3orf58	0.000946397
C3orf62	4.26E-05
C3orf67	0.000304136
C3orf67-AS1	4.33E-05
C3orf70	0.002170118
C3orf80	0.016078745
C3orf84	0.000112522
C4A	4.72E-07
C4B	8.54E-07
C4BPA	0
C4BPB	0
C4orf17	0
C4orf19	0.00047481
C4orf22	0
C4orf26	0
C4orf3	0.000695429
C4orf32	0.000157566
C4orf33	4.20E-05
C4orf36	0.000270048
C4orf45	0.00015045
C4orf46	8.35E-05
C4orf47	0.00031015
C4orf48	0.133407375
C4orf51	3.82E-05
C5	0.00046526
C5AR1	0
C5AR2	0
C5orf15	0.000230233
C5orf17	0
C5orf22	0.000175455
C5orf24	0.000145826
C5orf30	0.001620612
C5orf34	0.000127014
C5orf38	0.229914426
C5orf42	0.000266897
C5orf46	0
C5orf47	0
C5orf49	0.000330942
C5orf51	0.00041833
C5orf56	3.71E-05
C5orf58	0
C5orf60	1.59E-05
C5orf63	0
C5orf64	0.000101131
C5orf66	0.051006127
C5orf66-AS1	0
C5orf66-AS2	7.34E-05
C5orf67	0.000161609
C6	3.25E-05
C6orf1	0.000125601
C6orf10	0.000321964
C6orf106	0.000442538
C6orf118	2.08E-05
C6orf120	0.000203499
C6orf132	0.000437763
C6orf136	0.000158097
C6orf141	0.000246081
C6orf15	0.000117583
C6orf163	7.64E-05
C6orf201	1.47E-05
C6orf203	0.0001632
C6orf222	0.000324285
C6orf223	0.000650703
C6orf226	8.63E-05
C6orf25	1.74E-05
C6orf47	6.80E-05
C6orf48	0.000274143
C6orf52	0.000267759
C6orf58	4.52E-05
C6orf62	0.000258562
C6orf89	0.00095551
C6orf99	0.000153335
C7	0.001895565
C7orf25	1.70E-05
C7orf26	0.000168582
C7orf31	0.000235096
C7orf34	2.82E-05
C7orf43	0.000125944
C7orf49	0.000319887
C7orf50	0.002811158
C7orf57	0
C7orf61	1.32E-05
C7orf65	0
C7orf71	0
C7orf72	0
C7orf73	0.000174463
C8A	0.000195377
C8B	6.61E-05
C8G	3.18E-05
C8orf31	0.001252528
C8orf33	0.000789787
C8orf34	0
C8orf34-AS1	0
C8orf37	0.000199369
C8orf37-AS1	0.000493194
C8orf4	0.000159981
C8orf44	0.000103197
C8orf46	5.82E-05
C8orf48	0.00010452
C8orf49	0.00047453
C8orf58	0.000147519
C8orf59	0.000150257
C8orf74	0
C8orf76	9.44E-05
C8orf82	0.000379567
C8orf86	0
C8orf87	0
C8orf88	0.0010017
C9	0
C9orf106	0.000158428
C9orf116	0.00054852
C9orf129	0.000115914
C9orf131	1.90E-06
C9orf135	0.000146153
C9orf135-AS1	0
C9orf139	0.000194847
C9orf142	0.009441696
C9orf152	0
C9orf153	1.86E-05
C9orf16	0.000227506
C9orf163	0.000124964
C9orf170	0
C9orf172	0.000765598
C9orf24	0.000617627
C9orf3	0.001901873
C9orf40	0.000170754
C9orf41-AS1	7.01E-05
C9orf43	0.000278213
C9orf47	0.000546357
C9orf50	0.000171487
C9orf57	0
C9orf64	0
C9orf66	0
C9orf69	0.003221227
C9orf72	0.000304416
C9orf78	0.0001976
C9orf84	2.22E-05
C9orf85	0.00023752
CA1	2.22E-05
CA10	0
CA11	0.000400203
CA12	0
CA13	0.000252295
CA14	0.001143589
CA2	0.000600812
CA3	0.000631537
CA3-AS1	0.000348249
CA4	0.031818441
CA5A	2.10E-05
CA5B	0.000524029
CA5BP1	0.000785146
CA6	0
CA7	0
CA8	0.000604032
CA9	0.000108034
CAAP1	0.000180767
CAB39	0.00044954
CAB39L	0.000862534
CABIN1	0.000606871
CABLES1	0.003083899
CABLES2	0.01564188
CABP1	0.001960543
CABP4	0
CABP5	0
CABP7	0.003075543
CABS1	0
CABYR	8.34E-05
CACFD1	0.001110126
CACHD1	0.004265588
CACNA1A	0.01447192
CACNA1B	0.022937513
CACNA1C	0.165331382
CACNA1C-AS1	0.000509279
CACNA1C-AS2	0
CACNA1C-AS4	6.90E-05
CACNA1C-IT3	0.000709864
CACNA1D	0.100272294
CACNA1E	0.001561096
CACNA1F	0.000762768
CACNA1G	0.107377652
CACNA1G-AS1	0.004223863
CACNA1H	0.086234036
CACNA1I	0.016271097
CACNA1S	0.001731975
CACNA2D1	0.001643454
CACNA2D2	0.035347662
CACNA2D3	0.009813752
CACNA2D3-AS1	0
CACNA2D4	0.003163641
CACNB1	0.000284683
CACNB2	0.004845986
CACNB3	0.001058434
CACNB4	0.000194276
CACNG1	0
CACNG2	0
CACNG3	0
CACNG4	0.047023894
CACNG5	0
CACNG6	0.084243557
CACNG7	0
CACNG8	0.005458358
CACTIN	0.000129099
CACTIN-AS1	2.39E-05
CACUL1	0.001039394
CACYBP	0.00014003
CAD	0.000175281
CADM1	0.139504992
CADM2	8.49E-05
CADM3	0.030736256
